,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
8,R.Feltner o4.5 Ks,jimsannes,114,1.0,R.Feltner,2.14,1.1399999999999997,Colorado Rockies,San Diego Padres,1.0,0.5,0,0.5,0,0.5,0
9,M.King o5.5 Ks,_Collin1,-110,0.55,M.King,1.05,0.5,San Diego Padres,Colorado Rockies,0.0,0.5,0,0.5,0,0.5,0
14,M.Stroman o5.5 Ks,_Collin1,-115,0.58,M.Stroman,1.0843478260869563,0.5043478260869564,New York Yankees,Oakland Athletics,1.0,0.5,0,0.5,0,0.5,0
22,K.Gausman o5.5 Ks,gneiffer07,100,1.0,K.Gausman,2.0,1.0,Toronto Blue Jays,Kansas City Royals,0.0,0.5,0,0.5,0,0.5,0
23,K.Gausman o5.5 Ks,SportsBookBreakers,-130,1.0,K.Gausman,1.7692307692307692,0.7692307692307692,Toronto Blue Jays,Kansas City Royals,0.0,0.5,0,0.5,0,0.5,0
28,B.Lively o4.5 ks,Jason Radowitz,-120,1.0,B.Lively,1.8333333333333333,0.8333333333333335,Cleveland Guardians,Boston Red Sox,1.0,1.0,1,1.0,1,1.0,1
30,M.Stroman o5.5 ks,Jason Radowitz,-108,1.0,M.Stroman,1.925925925925926,0.925925925925926,New York Yankees,Oakland Athletics,1.0,0.5,0,0.5,0,0.5,0
8,J.Wicks u3.5 Ks,_Collin1,108,0.5,J.Wicks,1.04,0.54,Chicago Cubs,Houston Astros,1.0,0.0,0,0.0,0,0.0,0
9,A.Abbott u5.5 Ks,PropBetGuy,-104,1.04,A.Abbott,2.04,1.0,Cincinnati Reds,Philadelphia Phillies,1.0,0.75,1,0.75,1,0.75,1
12,T.Houck u4.5 Ks,gneiffer07,-110,1.1,T.Houck,2.1,1.0,Boston Red Sox,Cleveland Guardians,0.0,0.25,0,0.25,0,0.25,0
13,T.Henry u4.5 Ks,gneiffer07,-145,1.45,T.Henry,2.45,1.0000000000000002,Arizona Diamondbacks,St Louis Cardinals,0.0,0.5,0,0.5,0,0.5,0
15,R.Pepiot o6.5 ks,Jason Radowitz,-136,1.0,R.Pepiot,1.7352941176470589,0.7352941176470589,Tampa Bay Rays,Detroit Tigers,1.0,0.5,0,0.5,0,0.5,0
