,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,C.Abrams o0.5 Runs Scored,Thespinzone,120,0.15,C.Abrams,0.33,0.18,Washington Nationals,Houston Astros,1.0,0.4666666666666667,0,0.6,1,0.5,0
23,J.Fraley o0.5 Runs Scored,Thespinzone,170,0.15,J.Fraley,0.405,0.255,Cincinnati Reds,Los Angeles Angels,1.0,0.6923076923076923,1,0.8,1,0.7,1
27,N.Hoerner o0.5 Runs Scored,Thespinzone,-120,0.13,N.Hoerner,0.2383333333333333,0.1083333333333333,Chicago Cubs,Miami Marlins,1.0,0.5882352941176471,1,0.6,1,0.6,1
