Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,P.Blackburn o4.5 Hits Allowed,MrTuttle05,-131,1.31,P.Blackburn,2.31,1.0,Oakland Athletics,Los Angeles Dodgers,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1
0,A.Thomas u1.5 total bases,Rotowire,100,0.75,A.Thomas,1.5,0.75,Arizona Diamondbacks,Pittsburgh Pirates,0.0,0.55,1,0.4,0,0.5,0
0,A.Gomber u17.5 Outs,PropBetGuy,-128,1.28,A.Gomber,2.28,1.0000000000000002,Colorado Rockies,San Diego Padres,0.0,0.55,1,0.6,1,0.7,1
1,J.Ryan u18.5 outs,Rotowire Prizepicks,100,1.5,J.Ryan,3.0,1.5,Minnesota Twins,Chicago White Sox,1.0,0.7619047619047619,1,1.0,1,0.8,1
0,J.Irvin u4.5 Ks,MrTuttle05,105,1.0,J.Irvin,2.05,1.0499999999999998,Washington Nationals,Milwaukee Brewers,1.0,0.4090909090909091,0,0.4,0,0.4,0
1,J.Ryan u7.5 strikeouts,Rotowire,100,0.75,J.Ryan,1.5,0.75,Minnesota Twins,Chicago White Sox,1.0,0.6666666666666666,1,0.4,0,0.6,1
2,C.Ragans u7.5 strikeouts,Rotowire,100,0.75,C.Ragans,1.5,0.75,Kansas City Royals,Detroit Tigers,0.0,0.6363636363636364,1,0.8,1,0.7,1
3,R.Vasquez u4.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Vasquez,3.0,1.5,San Diego Padres,Colorado Rockies,1.0,0.6875,1,0.6,1,0.7,1
4,J.Urena u3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Urena,3.0,1.5,Texas Rangers,Boston Red Sox,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
5,T.Phillips u4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Phillips,3.0,1.5,Philadelphia Phillies,Seattle Mariners,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
0,E.Rivera u1.5 hits+runs+rbi,Rotowire,100,0.75,E.Rivera,1.5,0.75,Miami Marlins,Atlanta Braves,0.0,0.7741935483870968,1,0.6,1,0.8,1
