,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
24,J.Teheran u3.5 Ks,AnthonyDabbundo,108,1.0,J.Teheran,2.08,1.08,Milwaukee Brewers,Cincinnati Reds,0.0
31,J.Oviedo u5.5 Ks,jimsannes,-118,0.85,J.Oviedo,1.5703389830508474,0.7203389830508474,Pittsburgh Pirates,Oakland Athletics,1.0
12,B.Garrett o5.5 Ks,SBK5065,-105,0.5,B.Garrett,0.9761904761904762,0.4761904761904761,Miami Marlins,Kansas City Royals,1.0
13,B.Garrett o5.5 Ks,PropBetGuy,-115,1.0,B.Garrett,1.869565217391304,0.8695652173913042,Miami Marlins,Kansas City Royals,1.0
14,B.Bielak o3.5 Ks,Zerillo,110,0.25,B.Bielak,0.525,0.275,Houston Astros,Toronto Blue Jays,0.0
16,B.Bielak o3.5 Ks,jimsannes,115,1.0,B.Bielak,2.15,1.15,Houston Astros,Toronto Blue Jays,0.0
