,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,A.Abbott u2.5 Earned Runs,Thespinzone,120,0.08,0.176,0.096,A.Abbott,Cincinnati Reds,Washington Nationals,1.0
