Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
16,T.Murphy o0.5 Runs Scored,Thespinzone,125,0.1,0.225,0.125,T.Murphy,Seattle Mariners,Los Angeles Angels,0.0,,,,,,
30,R.Greene o0.5 Runs Scored,Thespinzone,128,0.1,0.228,0.128,R.Greene,Detroit Tigers,Tampa Bay Rays,1.0,,,,,,
39,M.Garcia o0.5 Runs Scored,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Garcia,Kansas City Royals,Philadelphia Phillies,0.0,,,,,,
4,M.Moustakas o0.5 Runs Scored,Thespinzone,160,0.1,0.26,0.16,M.Moustakas,Los Angeles Angels,Seattle Mariners,1.0,0.4827586206896552,0.0,0.4,0.0,0.5,0.0
6,M.Wallner o0.5 Runs Scored,Thespinzone,125,0.13,0.2925,0.1624999999999999,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,0.4285714285714285,0.0,0.6,1.0,0.6,1.0
11,M.Garcia o0.5 Runs Scored,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Garcia,Kansas City Royals,Philadelphia Phillies,0.0,0.3766233766233766,0.0,0.6,1.0,0.6,1.0
20,A.Abbott u2.5 Earned Runs,Thespinzone,120,0.08,0.176,0.096,A.Abbott,Cincinnati Reds,Washington Nationals,1.0,,,,,,
0,C.Morel o0.5 RBI,Thespinzone,195,0.2,0.5900000000000001,0.39,C.Morel,Chicago Cubs,Atlanta Braves,1.0,0.4626865671641791,0.0,0.6,1.0,0.6,1.0
1,M.Olson o0.5 RBI,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Olson,Atlanta Braves,Chicago Cubs,0.0,0.4672897196261682,0.0,1.0,1.0,0.7,1.0
2,K.Tucker o0.5 RBI,Thespinzone,140,0.1,0.24,0.1399999999999999,K.Tucker,Houston Astros,New York Yankees,0.0,0.4220183486238532,0.0,0.8,1.0,0.6,1.0
3,C.Cron o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,C.Cron,Los Angeles Angels,Seattle Mariners,1.0,0.6,1.0,0.6,1.0,0.6,1.0
5,B.Drury o0.5 RBI,Thespinzone,210,0.21,0.651,0.441,B.Drury,Los Angeles Angels,Seattle Mariners,1.0,0.3421052631578947,0.0,0.2,0.0,0.3,0.0
7,J.Wiemer o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,J.Wiemer,Milwaukee Brewers,Pittsburgh Pirates,1.0,0.2358490566037736,0.0,0.6,1.0,0.5,0.0
8,A.Santander o0.5 RBI,Thespinzone,125,0.13,0.2925,0.1624999999999999,A.Santander,Baltimore Orioles,New York Mets,1.0,0.3714285714285714,0.0,0.4,0.0,0.4,0.0
9,C.Seager o0.5 RBI,Thespinzone,140,0.17,0.408,0.238,C.Seager,Texas Rangers,Miami Marlins,1.0,0.4927536231884058,0.0,0.6,1.0,0.5,0.0
10,F.Fermin o0.5 RBI,Thespinzone,195,0.23,0.6785000000000001,0.4485000000000001,F.Fermin,Kansas City Royals,Philadelphia Phillies,0.0,0.4130434782608695,0.0,0.6,1.0,0.6,1.0
3,C.Morel o0.5 RBI,Thespinzone,195,0.2,0.5900000000000001,0.39,C.Morel,Chicago Cubs,Atlanta Braves,1.0,,,,,,
4,M.Tauchman o0.5 RBI,Thespinzone,245,0.1,0.345,0.245,M.Tauchman,Chicago Cubs,Atlanta Braves,1.0,,,,,,
5,M.Olson o0.5 RBI,Thespinzone,115,0.13,0.2794999999999999,0.1494999999999999,M.Olson,Atlanta Braves,Chicago Cubs,0.0,,,,,,
8,Y.Alvarez o0.5 RBI,Thespinzone,110,0.11,0.231,0.121,Y.Alvarez,Houston Astros,New York Yankees,0.0,,,,,,
11,S.Ohtani o0.5 RBI,Thespinzone,160,0.1,0.26,0.16,S.Ohtani,Los Angeles Angels,Seattle Mariners,1.0,,,,,,
14,B.Drury o0.5 RBI,Thespinzone,210,0.21,0.651,0.441,B.Drury,Los Angeles Angels,Seattle Mariners,1.0,,,,,,
18,J.Rodriguez o0.5 RBI,Thespinzone,155,0.16,0.408,0.2479999999999999,J.Rodriguez,Seattle Mariners,Los Angeles Angels,0.0,,,,,,
21,R.Adams o0.5 RBI,Thespinzone,215,0.12,0.378,0.258,R.Adams,Washington Nationals,Cincinnati Reds,0.0,,,,,,
25,J.Wiemer o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,J.Wiemer,Milwaukee Brewers,Pittsburgh Pirates,1.0,,,,,,
28,L.Peguero o0.5 RBI,Thespinzone,320,0.1,0.42,0.32,L.Peguero,Pittsburgh Pirates,Milwaukee Brewers,0.0,,,,,,
33,A.Santander o0.5 RBI,Thespinzone,125,0.13,0.2925,0.1624999999999999,A.Santander,Baltimore Orioles,New York Mets,1.0,,,,,,
34,G.Henderson o0.5 RBI,Thespinzone,160,0.16,0.416,0.256,G.Henderson,Baltimore Orioles,New York Mets,1.0,,,,,,
36,C.Seager o0.5 RBI,Thespinzone,140,0.17,0.408,0.238,C.Seager,Texas Rangers,Miami Marlins,1.0,,,,,,
38,A.Bohm o0.5 RBI,Thespinzone,170,0.2,0.54,0.34,A.Bohm,Philadelphia Phillies,Kansas City Royals,1.0,,,,,,
