Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,J.Lowe o0.5 Runs Scored,Thespinzone,130,0.1,J.Lowe,0.2299999999999999,0.1299999999999999,Tampa Bay Rays,New York Yankees,0.0,,,,,,
1,P.Burdick o0.5 Runs Scored,Thespinzone,160,0.06,P.Burdick,0.156,0.096,Miami Marlins,Cincinnati Reds,1.0,0.4285714285714285,0.0,0.4,0.0,0.4285714285714285,0.0
3,S.Garrett o0.5 Runs Scored,Thespinzone,150,0.08,S.Garrett,0.2,0.12,Washington Nationals,New York Mets,1.0,0.4705882352941176,0.0,0.4,0.0,0.4,0.0
2,I.Happ o0.5 Total Bases,Thespinzone,115,0.1,I.Happ,0.215,0.1149999999999999,Chicago Cubs,Minnesota Twins,0.0,,,,,,
2,J.Lowe o0.5 RBI,Thespinzone,157,0.08,J.Lowe,0.2056,0.1256,Tampa Bay Rays,New York Yankees,0.0,0.5,0.0,0.4,0.0,0.3,0.0
1,C.Morel o0.5 RBI,Thespinzone,260,0.13,C.Morel,0.468,0.338,Chicago Cubs,Minnesota Twins,0.0,,,,,,
6,J.Lowe o0.5 RBI,Thespinzone,157,0.08,J.Lowe,0.2056,0.1256,Tampa Bay Rays,New York Yankees,0.0,,,,,,
8,L.Thomas o0.5 RBI,Thespinzone,220,0.08,L.Thomas,0.256,0.176,Washington Nationals,New York Mets,1.0,,,,,,
11,A.Nola o5.0 strikeouts,Josh Wagner,-110,1.0,A.Nola,1.9090909090909087,0.9090909090909088,Philadelphia Phillies,Colorado Rockies,0.0,,,,,,
10,T.Gonsolin o4.5 strikeouts,Teddy Ricketson,100,1.0,T.Gonsolin,2.0,1.0,Los Angeles Dodgers,San Diego Padres,1.0,,,,,,
