Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Montgomery u17.5 Outs,cowhitchurch,-144,0.72,J.Montgomery,1.22,0.5,Arizona Diamondbacks,Minnesota Twins,1.0,0.5,0,0.8,1,0.6,1
1,J.Montgomery u17.5 Outs,gneiffer07,-120,1.2,J.Montgomery,2.2,1.0000000000000002,Arizona Diamondbacks,Minnesota Twins,1.0,0.5,0,0.8,1,0.6,1
2,J.Hicks u15.5 Outs,SBK5065,-150,0.75,J.Hicks,1.25,0.5,San Francisco Giants,Chicago Cubs,1.0,0.75,1,0.8,1,0.9,1
3,J.Hicks u15.5 Outs,PropBetGuy,-128,1.28,J.Hicks,2.28,1.0000000000000002,San Francisco Giants,Chicago Cubs,1.0,0.75,1,0.8,1,0.9,1
0,A.Judge o1.5 total bases,Rotowire Prizepicks,100,1.5,A.Judge,3.0,1.5,New York Yankees,Toronto Blue Jays,0.0,0.5125,1,0.6,1,0.6,1
0,J.Hicks u15.5 Outs,SBK5065,-150,0.75,J.Hicks,1.25,0.5,San Francisco Giants,Chicago Cubs,1.0,0.75,1,0.8,1,0.9,1
1,J.Hicks u15.5 Outs,PropBetGuy,-128,1.28,J.Hicks,2.28,1.0000000000000002,San Francisco Giants,Chicago Cubs,1.0,0.75,1,0.8,1,0.9,1
2,T.Rogers u4.5 Ks,kylemurray03,-120,1.2,T.Rogers,2.2,1.0000000000000002,Miami Marlins,Philadelphia Phillies,0.0,0.6,1,0.6,1,0.7,1
3,T.Rogers u4.5 ks,Jason Radowitz,-136,1.0,T.Rogers,1.7352941176470589,0.7352941176470589,Miami Marlins,Philadelphia Phillies,0.0,0.6,1,0.6,1,0.7,1
4,J.Gray u4.5 ks,Jason Radowitz,-166,1.0,J.Gray,1.6024096385542168,0.6024096385542168,Texas Rangers,Baltimore Orioles,0.0,0.6153846153846154,1,1.0,1,0.6,1
5,M.Wacha u3.5 ks,Jason Radowitz,-116,1.0,M.Wacha,1.862068965517241,0.8620689655172413,Kansas City Royals,Cleveland Guardians,1.0,0.3076923076923077,0,0.4,0,0.4,0
6,J.Flaherty u7.5 strikeouts,Rotowire,100,0.75,J.Flaherty,1.5,0.75,Detroit Tigers,Los Angeles Angels,0.0,0.5,0,0.4,0,0.5,0
7,M.Mikolas u4.5 strikeouts,Rotowire,100,0.75,M.Mikolas,1.5,0.75,St Louis Cardinals,Cincinnati Reds,1.0,0.5625,1,0.4,0,0.6,1
8,T.Rogers u4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Rogers,3.0,1.5,Miami Marlins,Philadelphia Phillies,0.0,0.6,1,0.6,1,0.7,1
0,J.Burger o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Burger,1.5,0.75,Miami Marlins,Philadelphia Phillies,0.0,0.6140350877192983,1,0.6,1,0.6,1
0,J.Montgomery o5.5 Hits Allowed,PropBetGuy,-125,1.25,J.Montgomery,2.25,1.0,Arizona Diamondbacks,Minnesota Twins,1.0,0.6666666666666666,1,0.6,1,0.7,1
