Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
7,C.Kieboom o0.5 Runs Scored,Thespinzone,165,0.15,0.3974999999999999,0.2474999999999999,C.Kieboom,Washington Nationals,Miami Marlins,0,0.75,1.0,0.75,1.0,0.75,1.0
20,C.Blackmon o0.5 Runs Scored,Thespinzone,115,0.15,0.3224999999999999,0.1724999999999999,C.Blackmon,Colorado Rockies,Baltimore Orioles,0,,,,,,
24,C.Kieboom o0.5 Runs Scored,Thespinzone,165,0.15,0.3974999999999999,0.2474999999999999,C.Kieboom,Washington Nationals,Miami Marlins,0,,,,,,
3,A.Nola u1.5 BB,SBK5065,-125,1.0,1.8,0.8,A.Nola,San Diego Padres,Milwaukee Brewers,0,0.9423076923076924,1.0,1.0,1.0,1.0,1.0
7,A.Nola u1.5 BB,SBK5065,-125,1.0,1.8,0.8,A.Nola,San Diego Padres,Milwaukee Brewers,0,,,,,,
1,B.Harper o0.5 RBI,Thespinzone,130,0.15,0.345,0.1949999999999999,B.Harper,Philadelphia Phillies,St. Louis Cardinals,1,0.3505154639175257,0.0,0.8,1.0,0.5,0.0
2,A.Bohm o0.5 RBI,Thespinzone,120,0.1,0.22,0.12,A.Bohm,Philadelphia Phillies,St. Louis Cardinals,1,0.396551724137931,0.0,0.6,1.0,0.5,0.0
4,I.Paredes o0.5 RBI,Thespinzone,155,0.15,0.3824999999999999,0.2324999999999999,I.Paredes,Tampa Bay Rays,New York Yankees,1,0.3931623931623931,0.0,0.6,1.0,0.6,1.0
6,R.Mountcastle o0.5 RBI,Thespinzone,135,0.15,0.3525,0.2024999999999999,R.Mountcastle,Baltimore Orioles,Colorado Rockies,1,0.3469387755102041,0.0,0.6,1.0,0.7,1.0
4,R.Palacios o0.5 RBI,Thespinzone,240,0.15,0.51,0.36,R.Palacios,St. Louis Cardinals,Philadelphia Phillies,0,,,,,,
5,B.Harper o0.5 RBI,Thespinzone,130,0.15,0.345,0.1949999999999999,B.Harper,Philadelphia Phillies,St. Louis Cardinals,1,,,,,,
8,A.Bregman o0.5 RBI,Thespinzone,175,0.1,0.275,0.175,A.Bregman,Houston Astros,Detroit Tigers,0,,,,,,
11,A.Judge o0.5 RBI,Thespinzone,120,0.1,0.22,0.12,A.Judge,New York Yankees,Tampa Bay Rays,0,,,,,,
22,R.Mountcastle o0.5 RBI,Thespinzone,135,0.15,0.3525,0.2024999999999999,R.Mountcastle,Baltimore Orioles,Colorado Rockies,1,,,,,,
26,F.Lindor o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,F.Lindor,New York Mets,Los Angeles Angels,1,,,,,,
2,A.Marsh o4.5 Hits Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,A.Marsh,Kansas City Royals,Seattle Mariners,0,,,,,,
16,N.Syndergaard u4.5 Ks,SBK5065,-164,0.82,1.32,0.5000000000000001,N.Syndergaard,Cleveland Guardians,Toronto Blue Jays,0,,,,,,
17,Y.Kikuchi u6.5 Ks,SBK5065,-160,0.8,1.3,0.5,Y.Kikuchi,Toronto Blue Jays,Cleveland Guardians,1,,,,,,
18,Y.Kikuchi u6.5 Ks,NicholaskMartin,-120,1.0,1.8333333333333337,0.8333333333333335,Y.Kikuchi,Toronto Blue Jays,Cleveland Guardians,1,,,,,,
27,G.Canning o4.5 Ks,PropBetGuy,-110,1.1,2.1,1.0,G.Canning,Los Angeles Angels,New York Mets,0,,,,,,
1,A.Faedo u4.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,0.9523809523809524,A.Faedo,Detroit Tigers,Houston Astros,1,,,,,,
