,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
7,C.Kieboom o0.5 Runs Scored,Thespinzone,165,0.15,0.3974999999999999,0.2474999999999999,C.Kieboom,Washington Nationals,Miami Marlins,0,0.75,1.0,0.75,1.0,0.75,1.0
20,C.Blackmon o0.5 Runs Scored,Thespinzone,115,0.15,0.3224999999999999,0.1724999999999999,C.Blackmon,Colorado Rockies,Baltimore Orioles,0,,,,,,
24,C.Kieboom o0.5 Runs Scored,Thespinzone,165,0.15,0.3974999999999999,0.2474999999999999,C.Kieboom,Washington Nationals,Miami Marlins,0,,,,,,
