,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,Z.Eflin,Baltimore Orioles,Detroit Tigers,0, 6.2,5,1,1,1,3,1,3.55,100,64,43,8,13,11,10,62,0.194,0.78,0.17,1.12,2.3,20,913
1,B.Brieske,Detroit Tigers,Baltimore Orioles,1, 1.1,0,0,0,0,1,0,3.97,16,11,6,3,2,1,2,55,0.072,0.71,0.03,0.43,0.7,4,913
2,J.Quintana,New York Mets,Philadelphia Phillies,0, 7 ,3,0,0,0,4,0,3.91,94,62,40,7,15,9,10,75,0.246,0.51,0.22,0.77,3.5,21,913
3,A.Nola,Philadelphia Phillies,New York Mets,1, 4.1,6,6,6,2,7,2,3.62,90,58,30,9,19,5,7,32,-0.247,0.90,-0.10,0.62,-3.8,13,913
4,A.Marsh,Kansas City Royals,Pittsburgh Pirates,0, 5.1,5,1,1,2,11,0,4.52,96,61,27,16,18,2,8,63,0.104,0.45,0.07,0.47,1.5,16,913
5,L.Ortiz,Pittsburgh Pirates,Kansas City Royals,1, 4 ,5,7,4,2,5,2,3.45,97,65,43,8,14,3,10,33,-0.371,0.59,0.00,0.00,-4.9,12,913
6,E.Cabrera,Miami Marlins,Washington Nationals,0, 6 ,1,2,0,1,9,0,4.55,100,65,36,15,14,9,2,74,0.046,0.81,0.00,0.00,0.9,18,913
7,D.Herz,Washington Nationals,Miami Marlins,1, 5 ,4,1,1,1,5,1,3.70,87,59,35,9,15,6,8,59,0.167,1.25,0.00,0.00,1.4,15,913
8,R.Fitts,Boston Red Sox,New York Yankees,0, 5 ,2,0,0,3,2,0,0.00,90,56,34,4,18,3,12,62,0.279,1.06,0.06,0.35,2.5,15,913
9,C.Schmidt,New York Yankees,Boston Red Sox,1, 5.2,5,2,2,1,5,1,2.41,86,61,30,12,19,9,7,55,0.025,1.07,0.02,1.42,0.9,17,913
10,E.Fedde,St Louis Cardinals,Toronto Blue Jays,0, 5 ,6,3,3,1,3,0,3.45,94,61,39,6,16,4,12,45,-0.139,1.24,-0.01,0.07,-0.6,15,913
11,K.Gausman,Toronto Blue Jays,St. Louis Cardinals,1, 7 ,9,2,2,2,3,0,4.02,104,70,46,9,15,10,16,52,0.201,1.51,0.00,0.00,1.4,21,913
12,Z.Littell,Tampa Bay Rays,Cleveland Guardians,0, 6 ,2,0,0,0,5,0,3.73,89,65,34,17,14,9,6,73,0.315,0.80,0.01,0.04,3.0,18,913
13,T.Bibee,Cleveland Guardians,Tampa Bay Rays,1, 6 ,8,3,3,0,9,2,3.60,91,65,36,14,15,2,14,53,-0.081,0.70,-0.05,0.68,0.0,18,913
14,L.Knack,Los Angeles Dodgers,Atlanta Braves,0, 2 ,7,5,5,2,2,2,3.70,64,39,25,5,9,3,8,22,-0.305,0.83,-0.21,0.93,-4.0,6,913
15,S.Schwellenbach,Atlanta Braves,Los Angeles Dodgers,1, 6 ,4,2,2,1,6,1,3.73,92,59,29,13,17,2,14,61,0.170,0.68,0.14,0.96,1.1,18,913
16,B.Basso,Oakland Athletics,Chicago White Sox,0, 5.1,5,0,0,1,2,0,1.23,77,50,32,6,12,10,8,59,0.217,1.14,0.00,0.00,2.0,16,913
17,G.Crochet,Chicago White Sox,Oakland Athletics,1, 4 ,3,1,1,0,4,0,3.78,56,38,19,13,6,3,8,56,0.072,0.80,0.00,0.00,0.9,12,913
18,J.Aguiar,Cincinnati Reds,Minnesota Twins,0, 6.1,3,3,3,2,4,1,4.88,86,57,40,5,12,7,10,57,0.201,1.00,0.00,0.00,1.4,19,913
19,B.Ober,Minnesota Twins,Cincinnati Reds,1, 6.2,6,5,5,2,6,1,3.90,90,61,33,18,10,6,13,46,-0.094,1.04,-0.05,1.01,0.1,20,913
20,J.Assad,Chicago Cubs,Colorado Rockies,0, 6 ,7,4,4,3,5,1,3.27,93,54,29,12,13,8,10,44,-0.146,0.86,-0.01,0.10,-0.7,18,913
21,A.Gomber,Colorado Rockies,Chicago Cubs,1, 6 ,9,2,2,1,4,0,4.44,94,66,34,14,18,9,13,49,0.159,1.31,0.00,0.00,1.3,18,913
22,Y.Kikuchi,Houston Astros,Los Angeles Angels,0, 7 ,3,3,3,2,6,1,4.29,85,57,31,8,18,8,10,63,0.213,1.02,0.12,0.95,0.6,21,913
23,S.Aldegheri,Los Angeles Angels,Houston Astros,1, 2 ,6,4,4,5,0,1,4.85,53,26,17,3,6,3,8,23,-0.296,1.13,0.00,0.00,-4.0,6,913
24,F.Peralta,Milwaukee Brewers,Arizona Diamondbacks,0, 5 ,6,1,1,4,5,0,3.75,103,56,31,13,12,7,7,52,0.177,1.18,0.11,1.26,1.6,15,913
25,E.Rodriguez,Arizona Diamondbacks,Milwaukee Brewers,1, 5 ,5,2,2,3,7,1,5.50,90,57,33,7,17,4,8,53,0.017,1.19,0.01,1.35,0.6,15,913
26,J.deGrom,Texas Rangers,Seattle Mariners,0, 3.2,4,0,0,0,4,0,0.00,61,41,22,9,10,3,8,57,0.146,1.16,0.00,0.03,1.3,11,913
27,E.Hancock,Seattle Mariners,Texas Rangers,1, 5 ,6,3,3,1,5,1,4.83,90,60,34,13,13,3,13,47,-0.128,1.00,-0.05,0.70,-0.8,15,913
28,D.Cease,San Diego Padres,San Francisco Giants,0, 6 ,4,0,0,2,10,0,3.58,97,65,28,22,15,3,8,72,0.242,0.82,0.17,0.96,2.8,18,913
29,L.Webb,San Francisco Giants,San Diego Padres,1, 4 ,7,4,3,1,4,1,3.53,83,52,29,7,16,7,8,37,-0.236,0.68,-0.00,0.00,-2.1,12,913
