,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,L.Webb,San Francisco Giants,Baltimore Orioles,0, 5 ,4,3,3,2,8,0,3.58,96,62,35,13,14,5,6,53,-0.163,1.29,0.00,0.00,-0.7,15,919
1,Z.Eflin,Baltimore Orioles,San Francisco Giants,1, 6 ,6,2,2,1,5,1,3.53,93,63,39,12,12,8,10,56,0.086,1.11,0.03,0.69,0.8,18,919
2,C.Sale,Atlanta Braves,Cincinnati Reds,0, 5 ,5,2,2,2,6,1,2.38,93,57,32,16,9,7,6,53,0.137,0.90,0.13,1.40,0.7,15,919
3,J.Aguiar,Cincinnati Reds,Atlanta Braves,1, 4 ,6,7,7,2,4,2,6.25,75,49,33,5,11,5,8,24,-0.304,0.85,0.00,0.00,-4.4,12,919
4,S.Woods,Minnesota Twins,Cleveland Guardians,0, 4.2,5,1,1,1,6,1,4.00,72,51,28,8,15,4,8,55,0.116,0.97,0.11,1.62,1.2,14,919
5,J.Cantillo,Cleveland Guardians,Minnesota Twins,1, 4.1,3,2,1,3,6,0,4.63,86,57,27,12,18,4,6,54,-0.086,1.19,-0.02,0.45,-0.2,13,919
6,K.Gausman,Toronto Blue Jays,Texas Rangers,0, 5 ,0,0,0,1,6,0,3.91,58,38,20,6,12,4,5,72,0.280,0.84,0.00,0.00,2.4,15,919
7,K.Rocker,Texas Rangers,Toronto Blue Jays,1, 3 ,2,2,1,4,5,0,2.57,71,41,17,7,17,4,3,50,-0.085,1.48,0.00,0.00,-0.6,9,919
8,C.Schmidt,New York Yankees,Seattle Mariners,0, 5 ,6,3,1,3,7,0,2.37,99,57,29,9,19,7,8,51,-0.101,0.99,-0.03,0.43,-0.8,15,919
9,L.Gilbert,Seattle Mariners,New York Yankees,1, 5.1,6,2,2,2,9,1,3.24,97,65,28,20,17,7,7,55,0.111,1.49,0.03,0.65,0.4,16,919
10,J.Flaherty,Los Angeles Dodgers,Miami Marlins,0, 6 ,5,3,3,2,5,2,3.10,96,59,31,10,18,5,13,53,0.035,0.54,0.03,0.77,0.3,18,919
11,E.Cabrera,Miami Marlins,Los Angeles Dodgers,1, 2.1,4,7,7,5,3,0,5.12,73,37,25,7,5,1,7,19,-0.334,1.39,0.00,0.00,-4.0,7,919
12,B.Bello,Boston Red Sox,Tampa Bay Rays,0, 5.2,5,1,1,2,7,0,4.49,101,62,35,9,18,5,9,60,0.138,0.98,0.02,0.21,1.7,17,919
13,Z.Littell,Tampa Bay Rays,Boston Red Sox,1, 7 ,1,0,0,0,7,0,3.56,75,51,30,9,12,2,13,82,0.454,0.87,0.00,0.01,3.4,21,919
14,B.Pfaadt,Arizona Diamondbacks,Milwaukee Brewers,0, 7 ,2,1,1,0,12,1,4.66,104,72,33,17,22,4,7,81,0.317,0.82,0.28,1.21,2.6,21,919
15,T.Myers,Milwaukee Brewers,Arizona Diamondbacks,1, 4 ,4,3,1,3,5,0,3.05,93,52,36,4,12,6,6,48,-0.131,1.12,-0.11,1.52,-1.3,12,919
16,T.Walker,Philadelphia Phillies,New York Mets,0, 3.1,6,8,8,3,2,4,6.91,71,42,25,4,13,6,7,15,-0.538,0.69,-0.22,0.47,-5.6,10,919
17,L.Severino,New York Mets,Philadelphia Phillies,1, 6 ,5,3,3,2,7,1,3.79,86,63,36,13,14,7,8,55,-0.094,0.75,-0.08,1.02,-0.1,18,919
18,L.Ortiz,Pittsburgh Pirates,St. Louis Cardinals,0, 6 ,5,2,2,2,7,0,3.43,89,62,36,10,16,10,5,59,0.034,1.24,0.00,0.00,1.1,18,919
19,E.Fedde,St Louis Cardinals,St. Louis Cardinals,0, 6 ,4,1,1,1,3,0,3.38,85,56,40,6,10,9,10,62,0.226,1.17,0.00,0.01,2.1,18,919
20,P.Corbin,Washington Nationals,Chicago Cubs,0, 4.1,8,5,5,1,4,1,5.58,85,53,33,12,8,8,9,30,-0.348,1.27,0.00,0.00,-2.9,13,919
21,J.Assad,Chicago Cubs,Washington Nationals,1, 5 ,7,3,3,1,5,0,3.34,91,55,31,8,16,9,7,45,-0.056,1.17,0.00,0.00,-0.5,15,919
22,J.Suarez,Los Angeles Angels,Houston Astros,0, 5 ,3,1,0,2,5,0,6.08,96,60,36,16,8,3,11,62,0.147,1.35,0.00,0.00,1.4,15,919
23,Y.Kikuchi,Houston Astros,Los Angeles Angels,1, 6 ,5,1,1,1,9,1,4.19,101,61,31,12,18,5,9,66,0.221,0.99,0.07,0.50,1.9,18,919
