,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,K.Harrison,San Francisco Giants,Washington Nationals,0, 4.2,5,2,2,0,3,0,4.08,61,41,22,5,14,7,9,49,0.005,1.16,0.00,0.78,0.3,14,808
1,D.Herz,Washington Nationals,San Francisco Giants,1, 2.2,4,2,2,4,4,0,4.41,74,39,26,5,8,2,6,42,-0.136,1.50,-0.00,0.06,-1.2,8,808
2,F.Montas,Milwaukee Brewers,Atlanta Braves,0, 4 ,2,3,3,4,7,1,5.10,91,55,30,13,12,2,6,49,0.048,0.59,0.04,0.86,-0.9,12,808
3,C.Morton,Atlanta Braves,Milwaukee Brewers,1, 2.2,9,8,8,1,3,4,4.47,83,53,31,4,18,8,6,10,-0.403,0.40,-0.32,0.53,-6.7,8,808
4,R.Vasquez,San Diego Padres,Pittsburgh Pirates,0, 5.2,6,3,3,1,3,0,4.63,85,55,34,6,15,8,11,47,0.140,0.83,0.13,1.33,1.5,17,808
5,L.Ortiz,Pittsburgh Pirates,San Diego Padres,1, 6 ,4,4,4,1,3,2,3.40,92,59,36,6,17,5,14,50,-0.203,0.45,-0.07,0.27,-1.0,18,808
6,D.Peterson,New York Mets,Colorado Rockies,0, 5 ,4,1,1,3,5,0,3.34,88,51,32,12,7,3,11,57,0.146,0.58,0.10,0.67,1.7,15,808
7,A.Gomber,Colorado Rockies,New York Mets,1, 3 ,6,5,5,1,1,2,4.92,68,45,36,3,6,1,13,27,-0.301,0.50,0.00,0.00,-3.4,9,808
8,H.Greene,Cincinnati Reds,Miami Marlins,0, 6 ,6,3,3,2,5,0,2.90,108,72,42,11,19,6,12,51,0.023,1.41,0.00,0.41,0.2,18,808
9,K.Tyler,Miami Marlins,Cincinnati Reds,1, 4.1,5,3,3,2,3,1,5.40,84,48,22,12,14,5,10,42,-0.171,0.86,0.00,0.00,-1.3,13,808
10,T.Anderson,Los Angeles Angels,New York Yankees,0, 6 ,3,1,1,1,7,1,2.99,95,61,33,13,15,4,10,68,0.135,0.64,0.01,0.04,2.0,18,808
11,N.Cortes,New York Yankees,Los Angeles Angels,1, 4.2,9,6,6,1,2,1,4.42,95,64,48,8,8,4,15,23,-0.221,1.11,-0.17,1.39,-1.9,14,808
12,D.Kremer,Baltimore Orioles,Toronto Blue Jays,0, 4.1,4,5,5,5,6,1,4.70,96,60,36,11,13,4,8,36,-0.303,0.82,-0.24,1.07,-3.1,13,808
13,K.Gausman,Toronto Blue Jays,Baltimore Orioles,1, 8 ,3,2,2,3,2,1,4.42,100,69,46,7,16,9,16,67,0.161,0.71,0.00,0.02,1.9,24,808
14,S.Baz,Tampa Bay Rays,St. Louis Cardinals,0, 4.1,6,4,4,2,2,0,4.30,91,56,34,7,15,12,5,35,-0.234,0.97,-0.07,0.45,-2.0,13,808
15,K.Gibson,St Louis Cardinals,St. Louis Cardinals,0, 6 ,8,2,2,1,6,0,3.99,91,58,34,11,13,8,10,53,0.146,1.17,0.09,1.15,1.1,18,808
16,K.Allard,Philadelphia Phillies,Arizona Diamondbacks,0, 5 ,6,1,1,0,3,1,3.46,59,41,28,4,9,9,6,54,0.118,0.97,0.08,1.05,1.5,15,808
17,J.Montgomery,Arizona Diamondbacks,Philadelphia Phillies,1, 5.2,8,4,4,3,4,0,6.37,92,56,33,12,11,9,11,38,0.087,1.35,0.08,2.06,1.2,17,808
18,B.Hanifee,Detroit Tigers,Seattle Mariners,0, 2 ,0,0,0,1,1,0,3.00,28,18,10,2,6,4,1,56,0.095,0.67,0.01,0.09,0.9,6,808
19,B.Woo,Seattle Mariners,Detroit Tigers,1, 6.2,5,3,3,1,7,0,2.27,88,63,37,7,19,10,8,58,-0.103,0.82,-0.06,0.82,-0.3,20,808
