Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
C.Quantrill,Colorado Rockies,Chicago White Sox,0,5.1,7,5,5,0,8,3,3.78,90,62,34,14,14,7,8,42,-0.38,1.05,-0.0,0.01,-2.4,16,629
J.Cannon,Chicago White Sox,Colorado Rockies,1,5.2,3,3,3,1,3,2,4.62,89,56,37,9,10,4,13,53,-0.067,0.7,0.0,0.0,-0.3,17,629
C.Spiers,Cincinnati Reds,St. Louis Cardinals,0,6.0,3,2,1,1,4,1,3.13,90,54,30,8,16,4,14,63,0.126,0.76,0.04,0.37,1.0,18,629
S.Gray,St Louis Cardinals,St. Louis Cardinals,0,4.1,7,6,3,1,6,0,2.98,92,61,36,14,11,6,9,36,-0.212,1.11,-0.13,1.11,-2.1,13,629
N.Cortes,New York Yankees,Toronto Blue Jays,0,4.1,7,3,3,1,5,1,3.51,87,53,32,6,15,5,9,41,-0.19,0.65,-0.11,0.64,-1.8,13,629
C.Bassitt,Toronto Blue Jays,New York Yankees,1,6.0,6,1,0,2,8,0,3.24,94,66,42,8,16,7,8,64,0.237,1.05,0.04,0.27,1.9,18,629
R.Munoz,Miami Marlins,Philadelphia Phillies,0,4.2,5,2,2,2,4,1,5.58,79,50,29,8,13,2,13,48,-0.022,1.19,0.0,0.01,0.3,14,629
A.Nola,Philadelphia Phillies,Miami Marlins,1,6.2,6,3,3,0,9,1,3.43,100,71,40,12,19,9,9,59,0.074,1.02,0.03,0.7,1.2,20,629
H.Harris,Oakland Athletics,Arizona Diamondbacks,0,3.1,10,3,3,1,3,0,3.18,73,45,30,7,8,3,14,30,-0.193,1.05,-0.0,0.01,-2.4,10,629
Z.Gallen,Arizona Diamondbacks,Oakland Athletics,1,6.0,1,0,0,1,7,0,2.83,77,50,26,11,13,8,3,76,0.305,0.76,0.1,0.44,3.0,18,629
P.Skenes,Pittsburgh Pirates,Atlanta Braves,0,6.0,6,1,1,2,9,1,2.06,102,61,38,11,12,9,4,63,0.228,1.06,0.1,0.74,2.1,18,629
M.Fried,Atlanta Braves,Pittsburgh Pirates,1,6.0,6,1,1,3,4,0,2.91,103,64,38,7,19,8,12,57,0.228,1.43,0.14,1.51,2.1,18,629
M.King,San Diego Padres,Boston Red Sox,0,6.0,5,1,1,1,6,1,3.61,89,63,32,9,22,5,10,63,0.196,0.56,0.12,0.58,2.1,18,629
T.Houck,Boston Red Sox,San Diego Padres,1,4.1,9,8,7,1,4,3,2.67,80,58,34,11,13,7,11,18,-0.293,0.76,-0.15,0.66,-5.7,13,629
T.Bibee,Cleveland Guardians,Kansas City Royals,0,6.0,4,2,2,0,3,2,3.47,89,66,45,6,15,6,11,59,0.072,0.78,0.05,0.92,1.0,18,629
C.Ragans,Kansas City Royals,Cleveland Guardians,1,4.2,6,5,5,1,6,1,3.33,93,52,29,10,13,4,9,37,-0.247,1.08,-0.19,1.42,-1.8,14,629
J.Steele,Chicago Cubs,Milwaukee Brewers,0,6.0,7,3,3,0,5,0,3.2,88,63,39,10,14,12,7,51,0.004,1.35,0.0,0.56,0.1,18,629
T.Myers,Milwaukee Brewers,Chicago Cubs,1,6.0,7,3,3,2,6,1,3.26,82,58,37,9,12,5,13,50,0.004,1.25,0.0,1.44,0.1,18,629
F.Valdez,Houston Astros,New York Mets,0,4.2,10,6,6,3,5,1,4.11,95,62,33,7,22,9,9,22,-0.375,0.95,-0.15,0.65,-4.0,14,629
T.Megill,New York Mets,Houston Astros,1,5.1,5,4,4,3,6,1,5.08,101,66,37,10,19,6,9,45,-0.067,1.03,-0.03,0.82,-1.7,16,629
J.Irvin,Washington Nationals,Tampa Bay Rays,0,6.0,1,1,1,3,5,1,3.03,96,57,37,6,14,8,5,68,0.266,1.0,0.08,0.5,1.8,18,629
A.Civale,Tampa Bay Rays,Washington Nationals,1,5.2,6,2,2,4,2,1,5.07,102,58,37,5,16,8,11,47,0.001,1.21,0.0,0.67,0.2,17,629
M.Lorenzen,Texas Rangers,Baltimore Orioles,0,5.0,4,5,5,4,3,2,3.4,80,45,27,7,11,4,11,38,-0.389,1.42,-0.07,0.42,-2.7,15,629
C.Povich,Baltimore Orioles,Texas Rangers,1,5.0,5,2,2,0,3,2,4.05,86,59,44,3,12,4,13,52,-0.01,0.83,-0.01,0.86,0.3,15,629
T.Glasnow,Los Angeles Dodgers,San Francisco Giants,0,3.0,7,5,5,2,1,0,3.23,61,39,26,7,6,6,8,24,-0.416,1.26,-0.26,1.3,-3.6,9,629
E.Miller,San Francisco Giants,Los Angeles Dodgers,1,1.0,0,0,0,0,1,0,3.69,13,7,6,0,1,1,1,54,0.047,0.62,0.02,0.42,0.5,3,629
R.Olson,Detroit Tigers,Los Angeles Angels,0,6.0,5,2,2,3,9,0,3.32,98,63,37,15,11,7,7,60,0.108,1.56,0.01,0.34,1.0,18,629
G.Canning,Los Angeles Angels,Detroit Tigers,1,6.0,6,5,4,2,4,1,4.71,102,65,42,8,15,9,12,44,-0.289,1.13,-0.03,0.19,-2.0,18,629
P.Lopez,Minnesota Twins,Seattle Mariners,0,6.0,4,1,1,1,9,1,4.88,94,64,35,17,12,4,8,68,0.189,1.15,0.13,1.27,1.7,18,629
B.Miller,Seattle Mariners,Minnesota Twins,1,5.0,5,2,2,1,6,0,3.88,87,58,37,13,8,7,6,54,-0.017,0.97,-0.01,1.04,0.3,15,629
