Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
T.Skubal,Detroit Tigers,Atlanta Braves,0,4.0,7,5,4,2,7,2,2.5,83,55,27,19,9,2,10,35,-0.235,1.0,-0.06,0.44,-3.0,12,619
R.Lopez,Atlanta Braves,Detroit Tigers,1,5.0,7,0,0,1,6,0,1.57,93,59,35,10,14,4,11,58,0.226,0.96,0.14,1.02,2.5,15,619
H.Greene,Cincinnati Reds,Pittsburgh Pirates,0,6.1,2,0,0,0,9,0,3.35,106,68,44,13,11,4,8,78,0.317,0.96,0.14,0.73,2.8,19,619
M.Keller,Pittsburgh Pirates,Cincinnati Reds,1,7.0,2,0,0,2,7,0,3.11,83,59,31,9,19,5,11,78,0.372,1.06,0.17,0.82,3.1,21,619
M.Liberatore,St Louis Cardinals,Miami Marlins,0,3.2,3,2,2,1,1,2,4.46,48,30,21,6,3,4,8,47,0.008,0.81,0.0,0.74,-0.0,11,619
Y.Chirinos,Miami Marlins,St. Louis Cardinals,1,5.0,8,2,2,0,6,1,3.6,87,62,39,9,14,8,9,49,0.037,1.35,0.0,0.01,0.2,15,619
M.Waldron,San Diego Padres,Philadelphia Phillies,0,7.0,5,1,1,2,6,1,3.46,104,64,33,7,24,7,12,67,0.345,1.22,0.14,0.85,2.5,21,619
R.Suarez,Philadelphia Phillies,San Diego Padres,1,6.0,6,1,1,0,4,1,1.75,94,67,40,10,17,10,9,60,0.237,0.99,0.1,0.68,2.0,18,619
E.Miller,San Francisco Giants,Chicago Cubs,0,1.0,0,0,0,1,2,0,4.11,23,14,9,2,3,0,1,54,0.048,0.86,0.02,0.7,0.5,3,619
K.Hendricks,Chicago Cubs,San Francisco Giants,1,5.2,2,1,1,1,8,0,7.46,75,52,27,10,15,6,5,68,0.215,0.88,0.09,0.59,1.8,17,619
B.Pfaadt,Arizona Diamondbacks,Washington Nationals,0,6.1,5,3,3,4,0,1,4.37,77,49,31,0,18,11,10,47,-0.055,1.05,-0.03,0.92,0.5,19,619
P.Corbin,Washington Nationals,Arizona Diamondbacks,1,5.0,3,1,1,3,7,0,5.6,90,53,26,11,16,2,9,61,0.122,1.27,0.05,0.93,1.4,15,619
B.Woo,Seattle Mariners,Cleveland Guardians,0,4.0,4,3,3,1,1,1,1.67,64,52,38,4,10,2,13,42,-0.163,0.78,-0.12,0.93,-1.1,12,619
T.Bibee,Cleveland Guardians,Seattle Mariners,1,6.0,3,0,0,1,12,0,3.65,93,62,22,20,20,3,6,77,0.24,0.75,0.19,1.01,2.8,18,619
C.Povich,Baltimore Orioles,New York Yankees,0,4.2,1,1,1,5,1,0,3.94,94,55,35,4,16,5,9,54,0.136,1.07,0.12,1.53,1.2,14,619
G.Cole,New York Yankees,Baltimore Orioles,1,4.0,3,2,2,1,5,0,4.5,62,41,21,6,14,3,7,52,0.06,1.0,0.05,1.31,0.6,12,619
B.Bello,Boston Red Sox,Toronto Blue Jays,0,6.0,7,2,2,2,6,0,4.83,88,60,30,11,19,9,9,54,0.077,1.54,0.04,1.25,0.8,18,619
K.Gausman,Toronto Blue Jays,Boston Red Sox,1,5.2,6,5,4,3,4,2,4.24,97,62,36,10,16,9,11,40,-0.261,1.06,-0.07,0.51,-1.6,17,619
T.Bradley,Tampa Bay Rays,Minnesota Twins,0,6.0,7,2,2,2,3,1,4.06,104,63,42,8,13,8,13,51,0.028,1.05,0.01,0.39,0.9,18,619
J.Ryan,Minnesota Twins,Tampa Bay Rays,1,6.0,6,1,1,1,5,1,3.13,94,66,33,18,15,4,14,60,0.229,1.14,0.16,1.35,1.9,18,619
S.Manaea,New York Mets,Texas Rangers,0,5.2,2,3,3,3,6,0,4.16,95,61,39,11,11,2,11,56,0.037,1.02,0.01,0.67,0.6,17,619
A.Heaney,Texas Rangers,New York Mets,1,6.0,4,3,3,2,9,1,4.21,89,57,25,14,18,5,8,59,-0.105,1.18,-0.02,0.42,-0.1,18,619
H.Brown,Houston Astros,Chicago White Sox,0,6.0,7,1,1,0,6,1,4.72,89,61,39,11,11,8,10,60,0.246,1.22,0.06,0.46,1.9,18,619
G.Crochet,Chicago White Sox,Houston Astros,1,6.0,9,3,3,1,8,0,3.25,85,63,39,19,5,8,10,49,-0.078,1.24,0.0,0.0,-0.1,18,619
B.Miller,Los Angeles Dodgers,Colorado Rockies,0,6.1,6,5,5,3,2,1,6.0,79,48,31,8,9,11,9,40,-0.072,1.13,-0.04,1.17,-1.1,19,619
R.Feltner,Colorado Rockies,Los Angeles Dodgers,1,5.0,7,6,6,2,6,0,6.02,95,61,34,13,14,6,10,33,-0.362,1.14,-0.01,0.03,-3.2,15,619
F.Peralta,Milwaukee Brewers,Los Angeles Angels,0,6.0,3,0,0,2,8,0,4.06,101,60,32,17,11,7,6,72,0.392,1.47,0.27,1.71,3.0,18,619
T.Anderson,Los Angeles Angels,Milwaukee Brewers,1,7.0,4,1,1,3,5,0,2.48,99,64,36,11,17,6,13,67,0.251,0.99,0.01,0.09,2.5,21,619
C.Ragans,Kansas City Royals,Oakland Athletics,0,6.0,4,2,2,4,7,0,3.13,102,65,31,17,17,7,8,59,0.017,0.89,0.01,0.96,0.7,18,619
L.Medina,Oakland Athletics,Kansas City Royals,1,5.2,6,1,1,2,3,0,4.71,88,54,40,4,10,7,12,54,0.189,1.16,0.0,0.04,1.5,17,619
