Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
R.Munoz,Miami Marlins,Tampa Bay Rays,0,5.0,4,2,2,1,7,1,5.45,78,50,27,9,14,4,7,57,0.047,1.08,0.0,0.0,0.4,15,731
T.Bradley,Tampa Bay Rays,Miami Marlins,1,5.0,4,4,4,1,6,2,2.71,94,62,34,12,16,4,9,48,-0.244,0.85,-0.11,0.62,-1.6,15,731
P.Espino,Toronto Blue Jays,Baltimore Orioles,0,4.0,5,4,4,3,1,1,8.31,75,45,33,2,10,3,14,34,-0.239,0.8,-0.01,0.09,-2.2,12,731
G.Rodriguez,Baltimore Orioles,Toronto Blue Jays,1,6.0,6,4,3,3,8,1,3.86,96,68,42,13,13,10,7,51,-0.022,0.83,-0.02,1.04,-1.2,18,731
N.Cortes,New York Yankees,Philadelphia Phillies,0,5.1,3,3,3,2,6,1,4.16,99,61,36,13,12,4,9,54,-0.004,0.91,-0.0,1.11,-0.2,16,731
C.Sanchez,Philadelphia Phillies,New York Yankees,1,5.2,8,6,6,1,7,1,3.36,94,66,33,17,16,9,8,35,-0.184,0.84,-0.1,0.77,-1.4,17,731
P.Lopez,Minnesota Twins,New York Mets,0,6.0,3,2,2,3,7,1,4.65,103,66,40,16,10,6,7,62,-0.011,0.63,-0.01,0.75,0.9,18,731
L.Severino,New York Mets,Minnesota Twins,1,3.0,6,6,6,2,2,2,3.93,62,37,24,5,8,4,8,23,-0.481,0.97,-0.34,1.12,-4.6,9,731
B.Singer,Kansas City Royals,Chicago White Sox,0,7.0,6,3,3,0,4,0,2.88,89,59,35,7,17,12,11,57,0.078,1.04,0.06,1.32,0.4,21,731
D.Thorpe,Chicago White Sox,Kansas City Royals,1,5.0,7,6,6,2,0,1,5.48,79,50,36,5,9,5,17,27,-0.398,1.04,0.0,0.0,-3.5,15,731
C.Sale,Atlanta Braves,Milwaukee Brewers,0,5.2,6,2,2,3,6,0,2.71,100,68,37,10,21,3,13,52,0.067,1.09,0.06,1.55,0.7,17,731
F.Peralta,Milwaukee Brewers,Atlanta Braves,1,6.0,3,2,2,2,7,2,3.89,101,59,35,9,15,4,10,63,0.132,0.89,0.11,1.29,1.2,18,731
A.Heaney,Texas Rangers,St. Louis Cardinals,0,4.1,6,6,6,1,2,0,4.12,86,58,39,7,12,6,12,28,-0.22,0.71,-0.07,0.36,-3.0,13,731
M.McGreevy,St Louis Cardinals,St. Louis Cardinals,0,7.0,5,1,1,1,3,0,1.29,99,60,31,9,20,13,10,65,0.247,0.5,0.15,0.51,2.6,21,731
M.Gore,Washington Nationals,Arizona Diamondbacks,0,5.1,8,3,3,1,1,0,4.54,98,63,44,5,14,11,11,40,-0.06,1.06,-0.01,0.13,0.1,16,731
Z.Gallen,Arizona Diamondbacks,Washington Nationals,1,6.0,6,1,1,1,6,0,3.56,91,64,39,11,14,12,6,61,0.233,1.18,0.18,1.49,2.0,18,731
G.Kirby,Seattle Mariners,Boston Red Sox,0,5.1,7,2,2,1,2,0,3.04,95,65,43,5,17,8,14,47,-0.003,1.23,-0.0,1.42,0.6,16,731
B.Bello,Boston Red Sox,Seattle Mariners,1,6.1,7,2,2,2,7,1,5.13,98,62,35,13,14,8,10,56,-0.04,1.29,-0.03,1.45,0.5,19,731
K.Hendricks,Chicago Cubs,Cincinnati Reds,0,5.0,4,3,3,2,4,1,6.86,73,44,26,7,11,7,6,49,0.054,0.68,0.01,0.14,-0.4,15,731
N.Lodolo,Cincinnati Reds,Chicago Cubs,1,5.2,11,8,8,0,6,1,3.99,103,70,43,10,17,9,12,21,-0.389,0.56,-0.11,0.26,-4.9,17,731
J.Woodford,Pittsburgh Pirates,Houston Astros,0,5.0,2,3,0,0,3,0,6.75,71,42,27,2,13,8,8,60,0.013,0.99,0.01,1.05,-0.6,15,731
F.Valdez,Houston Astros,Pittsburgh Pirates,1,6.0,6,4,4,0,10,1,3.56,92,67,27,21,19,7,8,54,-0.101,0.73,-0.06,0.78,-1.1,18,731
C.Kershaw,Los Angeles Dodgers,San Diego Padres,0,3.2,6,7,3,1,0,1,5.87,83,55,39,2,14,10,10,28,-0.342,0.71,-0.31,1.07,-5.2,11,731
D.Cease,San Diego Padres,Los Angeles Dodgers,1,5.2,3,1,1,3,6,0,3.42,101,59,30,15,14,8,5,62,0.147,0.65,0.14,1.0,1.8,17,731
K.Freeland,Colorado Rockies,Los Angeles Angels,0,7.0,6,1,1,0,6,1,5.64,91,61,36,8,17,9,10,67,0.309,1.2,0.0,0.0,2.5,21,731
D.Daniel,Los Angeles Angels,Colorado Rockies,1,5.0,5,1,1,1,5,0,4.91,85,60,42,6,12,4,11,57,0.145,0.96,0.01,0.08,1.5,15,731
R.Stripling,Oakland Athletics,San Francisco Giants,0,5.2,4,1,1,1,0,0,5.64,78,48,32,4,12,8,13,56,0.13,1.0,0.0,0.01,1.6,17,731
L.Webb,San Francisco Giants,Oakland Athletics,1,9.0,5,0,0,1,6,0,3.49,106,73,46,10,17,17,10,82,0.721,1.39,0.21,0.66,4.3,27,731
