Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
B.Francis,Toronto Blue Jays,Baltimore Orioles,0,5.2,6,3,3,1,2,2,5.68,76,51,36,4,11,6,13,46,-0.05,0.9,-0.0,0.11,-0.5,17,729
C.Povich,Baltimore Orioles,Toronto Blue Jays,1,4.1,7,6,3,5,1,0,6.27,94,58,39,6,13,7,13,27,-0.42,1.18,-0.32,1.52,-3.6,13,729
Y.Rodriguez,Toronto Blue Jays,Baltimore Orioles,0,0.2,1,4,3,4,1,0,4.31,43,21,12,3,5,1,1,33,-0.338,1.67,-0.03,0.27,-4.3,2,729
Z.Eflin,Baltimore Orioles,Toronto Blue Jays,1,6.0,10,3,3,0,7,1,4.11,98,71,39,10,22,8,13,47,0.096,0.65,0.08,0.87,-0.2,18,729
T.Bibee,Cleveland Guardians,Detroit Tigers,0,6.0,7,2,2,0,2,0,3.48,95,68,47,9,12,10,12,52,0.187,0.51,0.12,0.53,0.5,18,729
B.Brieske,Detroit Tigers,Cleveland Guardians,1,0.2,5,3,3,0,1,0,5.0,30,22,17,0,5,4,2,31,-0.264,0.95,-0.06,0.35,-2.9,2,729
L.Gil,New York Yankees,Philadelphia Phillies,0,5.1,5,3,3,3,8,1,3.2,92,59,30,13,16,5,7,51,-0.058,1.06,-0.05,1.42,-1.2,16,729
Z.Wheeler,Philadelphia Phillies,New York Yankees,1,5.0,7,7,7,3,6,3,2.94,103,64,36,12,16,4,10,28,-0.418,0.76,-0.18,0.56,-4.5,15,729
L.Gilbert,Seattle Mariners,Boston Red Sox,0,2.2,7,7,7,0,4,1,3.11,69,47,25,13,9,6,5,20,-0.299,0.99,-0.22,1.22,-4.8,8,729
N.Pivetta,Boston Red Sox,Seattle Mariners,1,6.2,6,3,3,1,10,2,4.47,109,71,35,14,22,4,12,59,0.158,0.38,0.11,0.45,0.2,20,729
J.Taillon,Chicago Cubs,Cincinnati Reds,0,4.1,6,6,6,1,4,2,3.35,81,54,37,8,9,8,7,30,-0.225,0.76,-0.05,0.26,-3.7,13,729
C.Spiers,Cincinnati Reds,Chicago Cubs,1,5.0,1,0,0,2,4,0,3.46,68,40,26,6,8,5,7,67,0.25,0.85,0.06,0.33,2.6,15,729
S.Woods,Minnesota Twins,New York Mets,0,3.1,7,6,6,3,2,1,3.74,81,52,36,6,10,4,11,21,-0.357,1.1,-0.28,1.45,-4.2,10,729
J.Quintana,New York Mets,Minnesota Twins,1,6.0,5,1,1,1,5,0,3.89,97,59,38,8,13,6,12,62,0.122,0.73,0.08,0.8,1.9,18,729
N.Eovaldi,Texas Rangers,St. Louis Cardinals,0,6.0,6,3,3,0,2,1,3.38,82,59,37,11,11,15,7,50,-0.041,1.06,-0.01,0.54,-0.8,18,729
A.Pallante,St Louis Cardinals,St. Louis Cardinals,0,5.0,7,3,3,2,5,0,4.04,92,58,35,10,13,11,6,44,-0.108,1.33,-0.07,1.43,-0.5,15,729
A.Marsh,Kansas City Royals,Chicago White Sox,0,4.2,6,2,2,1,3,0,4.71,69,45,32,2,11,9,6,46,-0.048,1.03,-0.03,1.23,-0.0,14,729
C.Flexen,Chicago White Sox,Kansas City Royals,1,6.0,9,2,2,0,2,0,5.13,97,58,39,7,12,8,16,48,0.083,1.14,0.0,0.0,0.9,18,729
P.Skenes,Pittsburgh Pirates,Houston Astros,0,6.0,5,2,1,3,6,0,1.9,101,65,34,16,15,7,8,59,0.032,1.26,0.02,1.12,0.9,18,729
T.Scott,Houston Astros,Pittsburgh Pirates,1,3.0,0,0,0,0,4,0,1.37,35,22,9,7,6,2,3,63,0.151,0.67,0.11,0.82,1.4,9,729
G.Holmes,Atlanta Braves,Milwaukee Brewers,0,5.0,3,1,1,0,8,1,2.54,70,53,28,9,16,5,5,65,0.173,0.99,0.14,1.28,1.6,15,729
C.Rea,Milwaukee Brewers,Atlanta Braves,1,5.1,3,2,2,2,6,2,3.59,82,52,29,8,15,3,10,58,0.014,0.82,0.01,1.12,0.6,16,729
M.Parker,Washington Nationals,Arizona Diamondbacks,0,5.0,4,2,2,2,3,0,4.31,74,48,29,6,13,6,9,52,0.061,0.46,0.01,0.12,0.5,15,729
J.Montgomery,Arizona Diamondbacks,Washington Nationals,1,4.0,9,6,6,3,1,1,6.51,78,49,30,6,13,11,7,18,-0.371,0.51,-0.26,0.6,-4.0,12,729
