,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
15,N.Pivetta,Boston Red Sox,Philadelphia Phillies,1, 4 ,6,4,4,4,4,0,3.88,93,58,38,7,13,5,9,34,-0.218,0.88,-0.07,0.49,-2.0,12,612
16,T.Bibee,Cleveland Guardians,Cincinnati Reds,0, 5.1,4,4,4,1,11,2,3.94,102,69,37,14,18,5,4,54,-0.260,1.12,-0.14,0.99,-1.2,16,612
17,N.Lodolo,Cincinnati Reds,Cleveland Guardians,1, 6 ,7,2,2,3,6,0,2.93,102,60,37,13,10,10,8,53,0.074,1.43,0.03,1.04,1.1,18,612
18,B.Garrett,Miami Marlins,New York Mets,0, 4.2,7,6,4,0,4,2,6.10,89,54,33,8,13,7,12,34,-0.460,0.81,-0.01,0.04,-3.8,14,612
19,D.Peterson,New York Mets,Miami Marlins,1, 5 ,8,4,4,2,1,0,4.32,84,59,45,2,12,14,7,34,-0.161,1.08,-0.04,0.40,-1.7,15,612
20,B.Falter,Pittsburgh Pirates,St. Louis Cardinals,0, 4 ,8,3,3,1,5,0,3.86,82,55,33,8,14,7,7,38,-0.125,1.21,-0.07,1.07,-1.0,12,612
21,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 7 ,4,1,1,1,9,0,3.01,84,58,35,11,12,8,8,73,0.284,0.99,0.14,0.82,2.5,21,612
22,C.Poteet,New York Yankees,Kansas City Royals,0, 5.1,4,2,2,3,2,0,2.14,88,52,35,4,13,7,9,51,0.075,0.36,0.03,0.28,1.1,16,612
23,D.Altavilla,Kansas City Royals,New York Yankees,1, 0.1,3,5,5,2,1,0,33.75,27,13,6,3,4,2,1,24,-0.263,1.65,-0.18,1.83,-3.1,1,612
24,J.Soriano,Los Angeles Angels,Arizona Diamondbacks,0, 8 ,5,2,2,2,5,1,3.48,97,63,32,13,18,13,7,67,0.180,0.39,0.01,0.04,2.5,24,612
25,S.Cecconi,Arizona Diamondbacks,Los Angeles Angels,1, 3 ,10,7,7,0,4,2,6.70,75,49,32,7,10,5,9,15,-0.315,0.81,-0.14,0.61,-5.2,9,612
26,J.Cannon,Chicago White Sox,Seattle Mariners,0, 7 ,4,1,1,1,7,1,4.56,104,65,33,17,15,8,9,71,0.162,0.94,0.00,0.00,2.2,21,612
27,B.Miller,Seattle Mariners,Chicago White Sox,1, 7 ,2,0,0,2,8,0,3.48,92,64,41,11,12,6,8,79,0.424,1.04,0.24,0.98,3.2,21,612
28,J.Gray,Texas Rangers,Los Angeles Dodgers,0, 3 ,4,1,1,1,3,1,2.17,65,36,22,7,7,2,8,49,0.032,1.00,0.01,0.58,0.5,9,612
29,W.Buehler,Los Angeles Dodgers,Texas Rangers,1, 5 ,7,3,2,1,2,1,4.64,88,58,38,7,13,11,9,44,-0.136,1.25,-0.09,1.33,-0.5,15,612
