Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
B.Garrett,Miami Marlins,San Diego Padres,0,5.0,6,1,1,0,2,1,4.56,88,56,38,4,14,7,11,53,0.151,1.15,0.01,0.1,1.5,15,529
Y.Darvish,San Diego Padres,Miami Marlins,1,3.0,6,3,2,1,2,0,3.2,66,43,28,8,7,6,8,38,-0.17,1.01,-0.1,1.04,-1.5,9,529
K.Crawford,Boston Red Sox,Baltimore Orioles,0,6.0,4,5,5,2,5,1,3.29,96,63,42,10,11,4,12,47,-0.326,0.76,-0.18,0.7,-2.1,18,529
C.Burnes,Baltimore Orioles,Boston Red Sox,1,7.0,3,1,0,3,5,0,2.35,108,67,37,16,14,11,8,71,0.146,0.81,0.11,1.03,2.4,21,529
J.Estes,Oakland Athletics,Tampa Bay Rays,0,5.0,2,1,1,2,5,0,6.1,87,60,36,9,15,3,9,62,0.145,1.09,0.03,0.39,1.5,15,529
R.Pepiot,Tampa Bay Rays,Oakland Athletics,1,5.2,3,2,2,1,7,0,3.88,88,59,33,10,16,4,9,61,0.145,0.97,0.04,0.5,1.5,17,529
M.Gore,Washington Nationals,Atlanta Braves,0,5.1,6,2,1,0,10,0,2.91,97,63,39,13,11,6,6,60,0.086,0.99,0.03,0.65,0.8,16,529
S.Schwellenbach,Atlanta Braves,Washington Nationals,1,5.0,5,3,3,1,5,1,5.4,88,60,35,10,15,5,10,49,-0.11,1.19,-0.08,1.39,-0.3,15,529
A.Manoah,Toronto Blue Jays,Chicago White Sox,0,1.2,1,0,0,0,3,0,3.7,23,15,6,7,2,0,3,56,0.062,0.93,0.02,0.47,0.7,5,529
C.Flexen,Chicago White Sox,Toronto Blue Jays,1,5.0,4,2,2,5,6,0,5.5,90,52,26,12,14,7,5,52,0.017,1.16,0.0,0.01,0.6,15,529
S.Imanaga,Chicago Cubs,Milwaukee Brewers,0,4.1,8,7,7,1,1,2,1.86,81,56,41,6,9,3,17,19,-0.375,0.71,-0.26,0.83,-4.9,13,529
B.Wilson,Milwaukee Brewers,Chicago Cubs,1,4.0,6,4,3,2,1,1,3.19,82,53,36,4,13,5,12,35,-0.013,0.75,-0.01,1.06,-1.3,12,529
S.Lugo,Kansas City Royals,Minnesota Twins,0,6.0,6,1,1,3,5,0,1.72,100,65,41,8,16,10,9,58,0.144,0.92,0.11,1.22,2.1,18,529
B.Ober,Minnesota Twins,Kansas City Royals,1,5.0,9,6,6,0,4,3,4.89,82,61,35,14,12,6,14,29,-0.334,0.78,-0.23,0.9,-3.4,15,529
L.Allen,Cleveland Guardians,Colorado Rockies,0,1.2,6,7,7,2,1,1,5.83,59,32,21,4,7,4,5,14,-0.477,1.06,-0.3,1.1,-6.2,5,529
T.Blach,Colorado Rockies,Cleveland Guardians,1,7.0,6,2,2,2,5,0,4.15,94,65,43,8,14,11,10,60,0.064,0.69,0.01,0.1,2.2,21,529
L.Gil,New York Yankees,Los Angeles Angels,0,8.0,2,1,1,2,9,1,1.99,95,67,32,15,20,8,9,81,0.503,1.08,0.33,1.19,3.3,24,529
T.Anderson,Los Angeles Angels,New York Yankees,1,5.0,4,1,1,6,4,1,2.47,95,57,31,9,17,5,8,53,0.145,1.25,0.02,0.34,1.7,15,529
J.Verlander,Houston Astros,Seattle Mariners,0,7.0,3,1,1,1,9,1,3.26,98,66,35,16,15,1,14,75,0.286,1.03,0.11,0.64,2.4,21,529
G.Kirby,Seattle Mariners,Houston Astros,1,6.0,6,1,1,0,8,0,4.08,94,63,34,14,15,7,9,64,0.199,1.19,0.14,1.35,1.9,18,529
