,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,R.Pepiot,Tampa Bay Rays,Detroit Tigers,0, 5 ,3,2,2,4,6,0,3.64,86,59,36,15,8,3,9,55,-0.009,1.32,0.00,0.09,0.4,15,924
1,T.Skubal,Detroit Tigers,Tampa Bay Rays,1, 7 ,2,0,0,1,7,0,2.39,103,71,40,16,15,8,7,79,0.411,0.83,0.51,1.73,3.4,21,924
2,C.Spiers,Cincinnati Reds,Cleveland Guardians,0, 4 ,5,3,3,2,2,2,5.46,69,39,21,6,12,4,10,40,-0.152,0.58,0.00,0.00,-1.0,12,924
3,T.Bibee,Cleveland Guardians,Cincinnati Reds,1, 7 ,4,1,1,2,7,0,3.47,88,57,25,16,16,9,7,70,0.257,1.00,0.04,0.23,2.5,21,924
4,J.Steele,Chicago Cubs,Philadelphia Phillies,0, 4 ,4,2,2,0,3,1,3.07,62,50,33,8,9,7,6,49,0.005,0.60,0.00,0.00,0.0,12,924
5,T.Banks,Philadelphia Phillies,Chicago Cubs,1, 1.1,3,3,3,0,1,0,4.09,20,15,9,3,3,2,4,37,-0.061,1.01,-0.01,0.28,-0.6,4,924
6,T.Myers,Milwaukee Brewers,Pittsburgh Pirates,0, 4 ,6,2,2,0,2,0,3.09,49,35,26,3,6,4,12,44,0.035,1.09,0.00,0.18,0.1,12,924
7,B.Falter,Pittsburgh Pirates,Milwaukee Brewers,1, 5 ,5,4,4,1,5,0,4.26,92,60,37,6,16,7,9,45,-0.177,1.05,0.00,0.00,-1.4,15,924
8,C.Ragans,Kansas City Royals,Washington Nationals,0, 6 ,3,0,0,3,6,0,3.14,89,57,36,10,11,9,5,69,0.351,1.15,0.49,2.65,2.9,18,924
9,M.Parker,Washington Nationals,Kansas City Royals,1, 5 ,5,0,0,2,5,0,4.29,91,59,34,10,15,11,4,60,0.277,1.30,0.00,0.00,2.4,15,924
10,D.Kremer,Baltimore Orioles,New York Yankees,0, 5 ,3,1,1,2,3,1,4.10,83,49,28,8,13,6,8,58,0.181,1.16,0.01,0.16,1.5,15,924
11,C.Schmidt,New York Yankees,Baltimore Orioles,1, 5.1,4,3,3,1,7,1,2.55,100,63,39,11,13,3,10,54,-0.087,0.89,-0.01,0.14,-0.3,16,924
12,B.Bello,Boston Red Sox,Toronto Blue Jays,0, 4 ,2,2,2,2,4,0,4.49,75,42,21,7,14,6,4,52,-0.053,0.82,-0.01,0.13,-0.1,12,924
13,B.Francis,Toronto Blue Jays,Boston Red Sox,1, 5 ,3,0,0,1,4,0,3.30,71,48,30,7,11,7,6,64,0.266,1.11,0.00,0.00,2.4,15,924
