Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
A.Pallante,St Louis Cardinals,Chicago Cubs,0,3.1,5,2,1,0,4,0,4.61,59,40,23,5,12,6,4,48,0.066,1.31,0.04,1.28,0.8,10,615
S.Imanaga,Chicago Cubs,St. Louis Cardinals,1,7.0,4,1,1,0,6,0,1.89,103,69,45,13,11,3,16,71,0.328,1.39,0.14,1.01,2.6,21,615
C.Carrasco,Cleveland Guardians,Toronto Blue Jays,0,5.0,6,5,5,2,2,0,5.8,81,52,34,6,12,11,7,35,-0.245,0.68,-0.14,0.65,-2.6,15,615
T.Richards,Toronto Blue Jays,Cleveland Guardians,1,2.1,1,0,0,0,1,0,3.09,31,20,15,4,1,3,4,56,0.117,0.91,0.03,0.44,1.2,7,615
T.Walker,Philadelphia Phillies,Baltimore Orioles,0,5.2,6,3,3,2,4,1,5.33,92,55,29,8,18,9,10,47,-0.154,1.15,-0.06,0.76,-0.7,17,615
G.Rodriguez,Baltimore Orioles,Philadelphia Phillies,1,7.0,7,2,2,1,6,1,3.2,99,73,44,13,16,8,13,60,0.183,1.09,0.1,0.95,1.2,21,615
P.Sandoval,Los Angeles Angels,San Francisco Giants,0,5.0,8,3,3,2,5,1,5.24,98,60,38,10,12,7,10,42,-0.11,0.97,-0.01,0.13,-0.7,15,615
K.Winn,San Francisco Giants,Los Angeles Angels,1,6.0,5,3,3,2,6,2,6.66,91,58,30,16,12,8,9,54,-0.037,1.07,-0.02,0.81,-0.2,18,615
T.Rogers,Miami Marlins,Washington Nationals,0,7.0,6,2,2,0,3,1,5.09,93,62,38,4,20,9,14,60,0.027,0.58,0.0,0.01,1.3,21,615
D.Herz,Washington Nationals,Miami Marlins,1,6.0,1,0,0,0,13,0,3.77,84,57,28,18,11,3,3,83,0.331,0.87,0.13,0.58,2.9,18,615
R.Pepiot,Tampa Bay Rays,Atlanta Braves,0,4.2,6,5,5,3,4,3,4.57,90,52,30,9,13,5,10,33,-0.277,1.26,-0.07,0.49,-2.6,14,615
C.Morton,Atlanta Braves,Tampa Bay Rays,1,6.0,3,1,1,2,8,0,3.91,105,66,30,21,15,4,7,68,0.178,0.87,0.11,0.87,2.0,18,615
J.Flaherty,Detroit Tigers,Houston Astros,0,5.0,3,0,0,1,6,0,3.01,73,46,23,8,15,4,8,66,0.065,0.19,0.02,0.11,2.4,15,615
S.Arrighetti,Houston Astros,Detroit Tigers,1,1.1,5,7,7,2,2,3,6.37,48,28,17,3,8,2,5,16,-0.409,0.82,-0.12,0.39,-6.3,4,615
A.Abbott,Cincinnati Reds,Milwaukee Brewers,0,5.0,4,3,3,3,3,1,3.42,94,59,38,6,15,8,8,47,-0.078,0.99,-0.04,0.94,-0.4,15,615
J.Koenig,Milwaukee Brewers,Cincinnati Reds,1,0.2,1,0,0,0,0,0,1.69,9,7,5,0,2,0,3,50,0.026,0.63,0.02,0.87,0.3,2,615
A.Mazur,San Diego Padres,New York Mets,0,3.2,3,2,2,6,4,0,7.82,84,48,30,6,12,2,8,45,0.029,1.41,0.02,1.48,0.6,11,615
J.Quintana,New York Mets,San Diego Padres,1,6.0,2,1,1,2,6,1,4.98,88,49,26,5,18,6,7,68,0.243,0.89,0.07,0.45,1.8,18,615
C.Rodon,New York Yankees,Boston Red Sox,0,5.0,7,5,5,3,7,0,3.28,109,67,39,15,13,5,10,37,-0.307,0.8,-0.14,0.61,-2.5,15,615
C.Criswell,Boston Red Sox,New York Yankees,1,4.0,3,2,2,2,6,0,4.15,88,55,27,8,20,6,3,52,0.013,1.05,0.01,0.64,-0.0,12,615
N.Eovaldi,Texas Rangers,Seattle Mariners,0,3.0,4,4,4,4,6,1,3.15,75,46,24,11,11,4,3,37,-0.244,0.88,-0.12,0.71,-2.7,9,615
G.Kirby,Seattle Mariners,Texas Rangers,1,6.0,3,1,0,2,6,0,3.54,90,56,37,13,6,7,8,68,0.209,0.81,0.15,0.96,1.7,18,615
J.Jones,Pittsburgh Pirates,Colorado Rockies,0,4.2,6,6,6,4,6,1,3.76,85,54,33,10,11,2,11,30,-0.301,0.85,-0.13,0.62,-3.5,14,615
T.Blach,Colorado Rockies,Pittsburgh Pirates,1,5.2,7,2,2,1,5,1,4.65,78,55,32,8,15,9,9,51,0.091,0.94,0.0,0.05,0.5,17,615
S.Lugo,Kansas City Royals,Los Angeles Dodgers,0,6.0,6,2,2,1,4,0,2.4,98,63,39,6,18,11,8,55,0.042,1.42,0.03,1.51,1.0,18,615
Y.Yamamoto,Los Angeles Dodgers,Kansas City Royals,1,2.0,1,0,0,1,1,0,2.92,28,14,9,1,4,3,3,54,0.099,0.69,0.07,0.8,1.0,6,615
E.Fedde,Chicago White Sox,Arizona Diamondbacks,0,6.0,8,2,2,0,6,0,3.09,108,68,39,6,23,12,8,54,0.144,1.31,0.0,0.0,0.9,18,615
S.McGough,Arizona Diamondbacks,Chicago White Sox,1,2.1,1,1,1,1,2,0,5.64,32,22,11,5,6,5,1,52,0.078,0.82,0.04,0.64,0.8,7,615
