,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,Z.Littell,Tampa Bay Rays,New York Yankees,0, 5.2,9,5,5,2,6,3,4.46,102,70,41,9,20,8,10,35,-0.226,0.57,-0.08,0.35,-2.4,17,722
1,C.Rodon,New York Yankees,Tampa Bay Rays,1, 7 ,2,1,1,2,10,1,4.42,101,67,32,14,21,3,10,77,0.254,0.63,0.20,0.84,2.5,21,722
2,T.Skubal,Detroit Tigers,Cleveland Guardians,0, 7 ,10,1,1,1,6,0,2.34,97,73,40,14,19,12,12,58,0.214,1.03,0.07,0.54,2.4,21,722
3,C.Carrasco,Cleveland Guardians,Detroit Tigers,1, 5.1,9,6,6,0,6,1,5.32,96,63,37,7,19,6,12,32,-0.268,0.56,-0.19,0.67,-3.0,16,722
4,D.Peterson,New York Mets,Miami Marlins,0, 5 ,6,2,2,4,4,1,3.14,88,49,32,8,9,6,8,47,0.104,1.05,0.06,0.94,0.7,15,722
5,Y.Chirinos,Miami Marlins,New York Mets,1, 5 ,9,5,5,4,4,2,6.30,89,54,29,7,18,8,10,29,-0.255,0.91,0.00,0.00,-2.3,15,722
6,A.Pallante,St Louis Cardinals,Pittsburgh Pirates,0, 6 ,3,1,1,2,3,0,3.92,98,55,35,7,13,13,5,63,0.217,0.94,0.17,1.24,2.0,18,722
7,M.Keller,Pittsburgh Pirates,St. Louis Cardinals,1, 7 ,6,1,1,2,3,1,3.34,97,62,40,3,19,9,14,62,0.304,1.19,0.19,1.25,2.5,21,722
8,H.Greene,Cincinnati Reds,Atlanta Braves,0, 7 ,2,0,0,3,7,0,3.14,112,75,46,11,18,7,9,77,0.325,1.01,0.08,0.40,3.6,21,722
9,R.Lopez,Atlanta Braves,Cincinnati Reds,1, 6 ,7,4,4,2,5,1,2.12,85,59,33,12,14,7,13,45,-0.151,0.57,-0.10,0.66,-0.9,18,722
10,R.Suarez,Philadelphia Phillies,Minnesota Twins,0, 5.1,7,3,3,1,4,0,2.87,79,56,30,7,19,6,13,45,-0.146,1.18,-0.05,0.68,-0.6,16,722
11,B.Ober,Minnesota Twins,Philadelphia Phillies,1, 7 ,4,2,2,1,4,1,4.04,83,58,39,10,9,9,11,64,0.195,0.87,0.15,1.12,1.4,21,722
12,T.Myers,Milwaukee Brewers,Chicago Cubs,0, 5.1,6,3,2,2,6,1,3.14,87,61,38,10,13,7,9,50,-0.066,0.99,-0.05,1.27,-0.4,16,722
13,J.Assad,Chicago Cubs,Milwaukee Brewers,1, 3.1,1,0,0,6,2,0,3.15,76,41,22,8,11,5,4,54,0.106,1.12,0.03,0.49,1.1,10,722
14,E.Fedde,Chicago White Sox,Texas Rangers,0, 6.1,3,2,2,2,5,2,2.98,98,60,35,10,15,5,12,62,0.075,0.90,0.00,0.00,0.8,19,722
15,M.Lorenzen,Texas Rangers,Chicago White Sox,1, 5 ,6,2,2,2,8,1,3.53,94,57,32,11,14,3,9,53,0.003,1.18,0.00,0.51,0.4,15,722
16,Y.Diaz,Arizona Diamondbacks,Kansas City Royals,0, 3 ,9,7,7,1,0,1,5.40,71,49,33,3,13,6,12,12,-0.496,1.02,-0.29,1.00,-4.8,9,722
17,C.Ragans,Kansas City Royals,Arizona Diamondbacks,1, 6 ,6,3,3,2,5,1,3.23,105,66,39,9,18,6,13,51,-0.089,0.75,-0.07,1.01,0.0,18,722
18,T.Houck,Boston Red Sox,Colorado Rockies,0, 6 ,10,4,4,3,2,1,2.71,92,53,35,8,10,14,11,35,-0.046,0.94,-0.03,1.11,-0.7,18,722
19,A.Gomber,Colorado Rockies,Boston Red Sox,1, 5.2,6,4,4,1,5,1,4.70,101,67,36,14,17,9,9,45,-0.082,0.91,0.00,0.00,-1.0,17,722
20,S.Arrighetti,Houston Astros,Oakland Athletics,0, 6 ,7,4,4,1,3,0,5.65,94,64,42,8,14,4,18,44,-0.197,0.59,-0.14,0.69,-1.2,18,722
21,H.Harris,Oakland Athletics,Houston Astros,1, 6.2,7,0,0,2,7,0,2.98,93,65,38,10,17,10,8,65,0.267,1.00,0.00,0.00,3.0,20,722
22,T.Anderson,Los Angeles Angels,Seattle Mariners,0, 5.2,3,1,1,1,8,0,2.91,96,62,36,17,9,5,7,66,0.110,0.89,0.01,0.08,1.3,17,722
23,B.Miller,Seattle Mariners,Los Angeles Angels,1, 7 ,3,0,0,0,5,0,3.41,94,62,36,8,18,8,11,76,0.448,1.10,0.31,1.25,3.2,21,722
24,B.Snell,San Francisco Giants,Los Angeles Dodgers,0, 6 ,4,2,2,2,4,1,5.83,83,52,27,12,13,11,6,58,0.025,0.92,0.01,0.51,1.0,18,722
25,R.Ryan,Los Angeles Dodgers,San Francisco Giants,1, 5.1,4,1,0,3,2,0,0.00,73,42,27,5,10,7,10,57,0.044,1.29,0.03,1.49,0.8,16,722
