Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
B.Miller,Los Angeles Dodgers,Minnesota Twins,0,4.0,5,2,2,3,4,1,5.4,73,41,23,10,8,5,6,45,-0.007,1.35,-0.01,1.51,0.1,12,410
C.Paddack,Minnesota Twins,Los Angeles Dodgers,1,4.2,6,2,2,2,5,1,4.15,86,55,33,9,13,4,11,47,-0.007,1.19,-0.0,0.88,0.1,14,410
A.Nola,Philadelphia Phillies,St. Louis Cardinals,0,6.0,3,2,2,3,3,2,4.5,93,55,36,5,14,6,11,58,0.148,1.01,0.08,0.96,1.1,18,410
L.Lynn,St Louis Cardinals,St. Louis Cardinals,0,5.0,1,2,0,4,6,0,2.63,94,52,34,6,12,2,9,63,0.072,0.95,0.04,0.83,0.6,15,410
L.Gilbert,Seattle Mariners,Toronto Blue Jays,0,7.2,5,1,1,1,8,1,2.66,89,56,26,15,15,6,13,72,0.268,1.12,0.12,0.86,2.6,23,410
Y.Kikuchi,Toronto Blue Jays,Seattle Mariners,1,6.0,3,1,1,2,9,0,2.3,89,58,29,13,16,5,7,69,0.194,0.97,0.1,0.87,2.0,18,410
T.Henry,Arizona Diamondbacks,Colorado Rockies,0,5.0,4,3,2,3,6,1,5.79,95,62,42,7,13,6,9,52,-0.043,1.15,-0.02,1.06,-0.0,15,410
A.Gomber,Colorado Rockies,Arizona Diamondbacks,1,6.0,6,2,2,2,4,1,4.91,98,61,34,9,18,11,9,54,0.187,1.04,0.08,0.72,1.6,18,410
P.Corbin,Washington Nationals,San Francisco Giants,0,5.2,11,7,7,0,2,0,8.44,85,58,43,3,12,13,12,21,-0.282,0.67,-0.16,0.62,-3.6,17,410
J.Hicks,San Francisco Giants,Washington Nationals,1,6.0,4,1,1,2,2,1,1.0,79,51,31,6,14,10,7,60,0.193,1.1,0.09,0.85,2.1,18,410
Z.Littell,Tampa Bay Rays,Los Angeles Angels,0,4.1,6,1,1,3,4,0,1.17,99,62,47,7,8,5,10,48,0.061,1.02,0.03,0.95,0.7,13,410
J.Soriano,Los Angeles Angels,Tampa Bay Rays,1,4.0,6,4,4,0,6,1,6.3,72,49,25,8,16,6,6,40,-0.223,0.64,-0.13,0.63,-1.9,12,410
E.Fedde,Chicago White Sox,Cleveland Guardians,0,5.0,4,5,4,3,3,3,4.3,93,56,36,4,16,8,9,41,-0.358,0.95,-0.12,0.56,-3.4,15,410
T.Bibee,Cleveland Guardians,Chicago White Sox,1,4.1,6,5,5,3,2,1,5.93,84,54,33,5,16,7,8,30,-0.297,0.8,-0.21,0.93,-3.2,13,410
W.Miley,Milwaukee Brewers,Cincinnati Reds,0,4.0,1,1,1,2,0,0,2.25,52,29,17,4,8,6,5,54,0.113,0.51,0.08,0.59,1.2,12,410
H.Greene,Cincinnati Reds,Milwaukee Brewers,1,6.0,6,7,6,1,9,2,4.86,105,68,39,14,15,8,7,42,-0.331,0.54,-0.2,0.54,-3.7,18,410
K.Hendricks,Chicago Cubs,San Diego Padres,0,5.0,9,7,7,0,2,2,12.08,83,60,45,2,13,12,9,23,-0.373,0.82,-0.23,0.85,-4.5,15,410
D.Cease,San Diego Padres,Chicago Cubs,1,6.0,2,2,0,2,7,1,2.16,100,62,35,12,15,4,10,69,0.102,0.94,0.05,0.8,1.0,18,410
R.Weathers,Miami Marlins,New York Yankees,0,5.0,3,0,0,3,1,0,2.57,94,53,32,5,16,8,8,59,0.223,0.81,0.06,0.37,2.6,15,410
M.Stroman,New York Yankees,Miami Marlins,1,5.0,4,4,4,4,7,1,2.12,95,58,29,9,20,8,2,46,-0.194,0.83,-0.13,0.92,-1.4,15,410
C.Irvin,Baltimore Orioles,Boston Red Sox,0,5.0,7,5,5,3,4,1,8.1,78,48,27,5,16,8,8,34,-0.176,0.98,-0.11,0.99,-2.3,15,410
K.Crawford,Boston Red Sox,Baltimore Orioles,1,5.0,2,0,0,4,6,0,0.57,86,50,25,12,13,5,6,65,0.273,1.31,0.18,1.42,2.7,15,410
S.Arrighetti,Houston Astros,Kansas City Royals,0,3.0,7,7,7,3,3,0,21.0,79,47,27,9,11,3,10,17,-0.314,0.91,-0.14,0.69,-5.5,9,410
S.Lugo,Kansas City Royals,Houston Astros,1,6.0,7,2,2,2,2,0,1.45,90,60,38,4,18,11,12,50,0.161,0.78,0.1,0.82,1.1,18,410
R.Stripling,Oakland Athletics,Texas Rangers,0,6.0,11,6,6,3,5,0,5.5,97,58,37,10,11,11,10,28,-0.307,0.75,-0.16,0.64,-2.8,18,410
C.Bradford,Texas Rangers,Oakland Athletics,1,6.2,5,1,0,1,7,0,1.4,94,62,33,12,17,7,12,68,0.162,0.77,0.1,0.81,2.3,20,410
