,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Quintana,New York Mets,Atlanta Braves,0, 5.1,5,3,3,2,4,0,3.45,100,60,39,9,12,7,10,48,0.074,0.55,0.04,0.51,-0.3,16,411
1,A.Winans,Atlanta Braves,New York Mets,1, 5 ,8,7,6,2,1,1,10.80,82,52,31,10,11,13,9,24,-0.336,0.64,-0.24,0.76,-4.3,15,411
2,H.Brown,Houston Astros,Kansas City Royals,0, 0.2,11,9,9,1,0,1,16.43,40,26,17,1,8,6,7,-7,-0.435,0.64,-0.19,0.45,-9.3,2,411
3,B.Singer,Kansas City Royals,Houston Astros,1, 5 ,5,1,1,2,4,1,0.98,87,56,32,5,19,6,10,55,0.067,0.36,0.04,0.38,1.6,15,411
4,J.Sears,Oakland Athletics,Texas Rangers,0, 6.1,1,0,0,3,5,0,5.17,88,56,28,12,16,5,9,73,0.394,1.21,0.19,1.00,3.2,19,411
5,J.Gray,Texas Rangers,Oakland Athletics,1, 5 ,3,1,1,1,9,1,4.38,91,61,29,13,19,5,4,65,0.152,0.96,0.10,1.07,1.7,15,411
6,J.Jones,Pittsburgh Pirates,Philadelphia Phillies,0, 6.1,6,3,3,0,8,2,4.00,85,59,29,14,16,5,11,57,0.030,0.90,0.02,1.01,0.4,19,411
7,R.Suarez,Philadelphia Phillies,Pittsburgh Pirates,1, 6 ,2,0,0,2,8,0,2.65,97,62,33,10,19,7,5,74,0.368,0.98,0.21,0.95,3.1,18,411
8,G.Rodriguez,Baltimore Orioles,Boston Red Sox,0, 5.2,6,2,2,2,5,0,2.50,94,61,34,12,15,7,11,52,0.047,0.78,0.03,0.85,1.0,17,411
9,G.Whitlock,Boston Red Sox,Baltimore Orioles,1, 5 ,4,1,1,2,4,1,1.26,85,54,32,9,13,5,9,57,0.174,1.07,0.11,1.17,1.7,15,411
