Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
M.Wacha,Kansas City Royals,Chicago White Sox,0,6.0,4,2,2,2,4,1,3.75,92,60,39,8,13,6,12,58,0.058,1.07,0.04,1.15,1.2,18,417
E.Fedde,Chicago White Sox,Kansas City Royals,1,5.2,3,0,0,3,5,0,3.1,94,55,28,7,20,7,7,65,0.3,0.95,0.05,0.29,2.7,17,417
K.Winn,San Francisco Giants,Miami Marlins,0,6.0,4,1,1,1,4,1,4.09,81,53,33,6,14,8,8,63,0.212,1.09,0.1,0.84,2.2,18,417
T.Rogers,Miami Marlins,San Francisco Giants,1,5.2,4,1,1,0,6,0,3.92,93,59,29,12,18,8,7,63,0.163,0.89,0.04,0.39,1.8,17,417
P.Lopez,Minnesota Twins,Baltimore Orioles,0,6.0,2,1,1,0,7,1,3.97,87,55,32,12,11,4,9,71,0.168,0.69,0.07,0.5,1.9,18,417
A.Suarez,Baltimore Orioles,Minnesota Twins,1,5.2,3,0,0,0,4,0,0.0,75,50,29,13,8,5,11,67,0.328,1.03,0.21,1.1,2.7,17,417
D.Dunning,Texas Rangers,Detroit Tigers,0,5.0,3,2,1,4,5,1,3.91,97,56,26,11,19,5,7,56,0.111,0.97,0.07,0.97,1.0,15,417
T.Skubal,Detroit Tigers,Texas Rangers,1,6.1,5,4,2,1,6,0,2.28,86,68,43,11,14,9,10,56,-0.157,1.17,-0.1,1.22,-0.9,19,417
M.King,San Diego Padres,Milwaukee Brewers,0,7.2,2,1,1,2,10,0,3.33,109,68,28,15,25,6,8,79,0.478,1.07,0.31,1.15,3.8,23,417
B.Wilson,Milwaukee Brewers,San Diego Padres,1,3.2,2,0,0,1,2,0,3.65,57,41,28,3,10,5,6,58,0.164,0.83,0.11,0.92,1.6,11,417
B.Falter,Pittsburgh Pirates,New York Mets,0,5.0,4,2,2,1,4,1,4.05,73,47,28,5,14,2,13,54,0.01,0.93,0.01,1.04,0.6,15,417
L.Severino,New York Mets,Pittsburgh Pirates,1,6.0,5,1,0,3,4,0,2.14,96,61,38,7,15,13,3,61,0.251,1.36,0.15,1.34,2.1,18,417
B.Singer,Kansas City Royals,Chicago White Sox,0,5.0,3,2,2,3,5,1,1.54,93,53,26,10,17,4,8,55,0.029,0.85,0.02,0.91,0.6,15,417
J.Cannon,Chicago White Sox,Kansas City Royals,1,5.0,3,1,1,1,3,0,1.8,79,54,36,5,13,6,9,59,0.186,0.87,0.04,0.3,1.6,15,417
M.Fried,Atlanta Braves,Houston Astros,0,5.0,7,3,3,4,2,1,7.71,96,52,35,8,9,10,8,39,-0.134,1.31,-0.09,1.48,-0.4,15,417
