,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,D.Festa,Minnesota Twins,Arizona Diamondbacks,0, 5 ,7,5,5,1,2,1,9.00,78,53,37,6,10,9,11,34,0.064,0.24,0.04,0.25,-2.5,15,627
1,J.Montgomery,Arizona Diamondbacks,Minnesota Twins,1, 2.2,9,8,4,1,1,0,6.03,74,48,31,6,10,9,8,16,-0.406,1.03,-0.17,0.71,-6.7,8,627
2,S.Imanaga,Chicago Cubs,San Francisco Giants,0, 6 ,5,3,3,2,3,0,3.07,93,66,40,7,19,7,13,51,-0.113,1.26,-0.03,0.52,-0.2,18,627
3,J.Hicks,San Francisco Giants,Chicago Cubs,1, 5 ,5,3,3,2,7,1,3.36,94,55,29,11,15,6,6,50,-0.135,0.76,-0.05,0.48,-0.7,15,627
4,C.Sale,Atlanta Braves,Chicago White Sox,0, 7 ,4,1,1,1,11,1,2.79,105,71,40,14,17,5,7,75,0.206,0.76,0.13,0.79,2.4,21,627
5,C.Kuhl,Chicago White Sox,Atlanta Braves,1, 3 ,1,0,0,2,3,0,4.91,49,27,11,6,10,4,2,58,0.077,0.82,0.00,0.00,0.8,9,627
6,T.Rogers,Miami Marlins,Philadelphia Phillies,0, 6 ,6,3,3,4,4,1,4.87,103,57,42,7,8,12,8,48,-0.066,0.83,0.00,0.01,0.0,18,627
7,Z.Wheeler,Philadelphia Phillies,Miami Marlins,1, 6.2,7,2,2,2,5,0,2.73,115,74,51,14,9,8,11,55,0.329,1.13,0.13,0.77,3.1,20,627
8,J.Gray,Texas Rangers,Baltimore Orioles,0, 5 ,9,8,8,1,1,2,3.77,73,49,37,2,10,7,15,17,-0.359,0.55,-0.10,0.24,-5.7,15,627
9,C.Burnes,Baltimore Orioles,Texas Rangers,1, 7 ,9,1,1,0,5,1,2.28,88,59,35,17,7,13,11,60,0.140,0.51,0.09,0.55,2.2,21,627
10,C.Rodon,New York Yankees,Toronto Blue Jays,0, 5 ,10,8,8,1,8,2,4.42,107,69,38,15,16,9,7,22,-0.400,0.36,-0.23,0.35,-5.6,15,627
11,J.Berrios,Toronto Blue Jays,New York Yankees,1, 7 ,2,2,2,3,8,1,3.38,93,60,26,11,23,7,8,70,0.093,0.36,0.02,0.10,1.3,21,627
12,A.Abbott,Cincinnati Reds,St. Louis Cardinals,0, 5 ,2,2,2,6,2,1,3.41,102,57,32,7,18,6,9,51,0.062,0.91,0.02,0.41,0.5,15,627
13,M.Mikolas,St Louis Cardinals,St. Louis Cardinals,0, 4.1,12,10,9,1,1,1,5.32,94,68,45,8,15,7,17,1,-0.426,0.76,-0.26,0.77,-7.2,13,627
14,B.Lively,Cleveland Guardians,Kansas City Royals,0, 6 ,6,2,2,1,5,0,3.03,76,50,24,7,19,8,9,56,-0.012,1.25,-0.01,1.19,1.0,18,627
15,M.Wacha,Kansas City Royals,Cleveland Guardians,1, 5.1,7,1,1,2,6,0,3.91,99,62,39,10,13,7,9,54,0.054,1.17,0.04,1.38,0.8,16,627
16,J.Flaherty,Detroit Tigers,Los Angeles Angels,0, 5.2,7,5,5,1,7,3,3.24,98,66,40,14,12,6,11,41,-0.177,0.48,-0.03,0.15,-2.5,17,627
17,D.Daniel,Los Angeles Angels,Detroit Tigers,1, 8 ,4,0,0,0,8,0,0.00,99,73,38,13,22,7,11,82,0.326,0.66,0.03,0.09,4.0,24,627
