,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Bermudez,Miami Marlins,Pittsburgh Pirates,0, 2 ,3,3,3,1,0,1,8.10,46,24,19,1,4,4,5,37,-0.197,1.06,0.00,0.00,-2.0,6,911
1,B.Falter,Pittsburgh Pirates,Miami Marlins,1, 7.1,2,0,0,3,5,0,4.20,93,57,33,17,7,6,11,76,0.331,0.90,0.00,0.00,3.6,22,911
2,M.Boyd,Cleveland Guardians,Chicago White Sox,0, 4.1,6,4,1,2,9,0,2.18,95,65,32,16,17,4,7,48,-0.135,1.28,-0.09,1.43,-2.2,13,911
3,D.Martin,Chicago White Sox,Cleveland Guardians,1, 3 ,6,5,5,1,4,1,4.14,72,48,29,7,12,5,5,30,-0.299,0.97,0.00,0.00,-3.5,9,911
4,S.Manaea,New York Mets,Toronto Blue Jays,0, 6.2,3,1,1,4,8,0,3.35,109,70,35,15,20,5,10,68,0.167,1.01,0.15,1.48,2.0,20,911
5,B.Francis,Toronto Blue Jays,New York Mets,1, 8 ,1,1,1,1,1,1,3.50,111,68,48,9,11,5,19,76,0.233,1.13,0.00,0.00,2.9,24,911
6,C.Bradford,Texas Rangers,Arizona Diamondbacks,0, 3.2,9,8,8,0,4,3,3.97,59,42,22,4,16,3,13,15,-0.400,0.48,-0.01,0.02,-6.1,11,911
7,M.Kelly,Arizona Diamondbacks,Texas Rangers,1, 4 ,4,3,3,2,3,1,4.26,65,44,25,4,15,6,7,43,0.050,0.89,0.04,1.10,-0.3,12,911
8,T.Gordon,Colorado Rockies,Detroit Tigers,0, 3.1,10,7,7,0,1,2,8.65,67,48,34,6,8,5,13,13,-0.370,0.48,0.00,0.00,-4.9,10,911
9,C.Mize,Detroit Tigers,Colorado Rockies,1, 4.2,6,4,4,0,7,1,4.47,66,47,24,13,10,3,10,43,-0.008,0.47,-0.00,0.31,-1.7,14,911
10,S.Baz,Tampa Bay Rays,Philadelphia Phillies,0, 5.1,3,2,2,1,4,1,3.28,78,52,36,6,10,8,7,57,0.065,0.84,0.00,0.08,0.7,16,911
11,Z.Wheeler,Philadelphia Phillies,Tampa Bay Rays,1, 6 ,4,2,2,3,9,1,2.60,103,69,41,17,11,5,9,62,0.106,1.27,0.05,0.92,1.0,18,911
12,M.Fried,Atlanta Braves,Washington Nationals,0, 6 ,11,4,4,0,6,1,3.46,94,63,35,9,19,12,8,40,-0.157,0.88,-0.13,1.21,-1.1,18,911
13,J.Irvin,Washington Nationals,Atlanta Braves,1, 6 ,2,1,1,1,5,0,4.19,84,52,31,10,11,8,7,68,0.244,0.70,0.00,0.00,1.9,18,911
14,C.Ragans,Kansas City Royals,New York Yankees,0, 6 ,3,2,2,3,7,1,3.32,100,61,33,12,16,5,8,62,-0.011,0.96,-0.01,1.21,1.0,18,911
15,L.Gil,New York Yankees,Kansas City Royals,1, 5 ,5,1,1,2,5,1,3.18,97,58,33,10,15,3,12,56,0.131,1.18,0.12,1.85,1.5,15,911
16,D.Kremer,Baltimore Orioles,Boston Red Sox,0, 7 ,5,2,1,2,7,0,4.10,103,70,37,16,17,7,12,66,0.102,1.01,0.10,1.59,1.6,21,911
17,N.Pivetta,Boston Red Sox,Baltimore Orioles,1, 6 ,4,1,1,1,9,1,4.24,94,66,34,10,22,8,5,68,0.249,0.98,0.06,0.38,2.1,18,911
