,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,E.Rodriguez,Arizona Diamondbacks,Miami Marlins,0, 5.1,6,1,1,1,5,0,3.94,100,67,40,9,18,6,11,56,0.053,1.17,0.04,1.44,0.8,16,820
1,E.Cabrera,Miami Marlins,Arizona Diamondbacks,1, 6 ,4,3,3,3,3,2,5.65,90,59,34,2,23,8,10,52,-0.045,0.85,0.00,0.00,0.2,18,820
2,A.Gomber,Colorado Rockies,Washington Nationals,0, 7 ,3,1,1,2,5,1,4.64,96,63,42,10,11,7,12,70,0.356,1.13,0.00,0.00,2.4,21,820
3,D.Herz,Washington Nationals,Colorado Rockies,1, 5.2,6,3,2,2,7,0,4.15,93,61,36,12,13,6,10,52,0.012,1.14,0.00,0.01,0.4,17,820
4,M.Boyd,Cleveland Guardians,New York Yankees,0, 5.1,4,3,3,4,2,2,3.38,85,47,30,5,12,6,12,46,-0.065,1.08,-0.06,1.60,-0.5,16,820
5,L.Gil,New York Yankees,Cleveland Guardians,1, 3 ,3,3,3,6,3,1,3.39,76,36,20,8,8,5,5,38,-0.241,1.43,-0.20,1.97,-2.1,9,820
6,C.Spiers,Cincinnati Reds,Toronto Blue Jays,0, 4.1,13,10,9,2,3,5,5.43,85,53,31,11,11,13,9,0,-0.427,0.49,-0.06,0.12,-7.8,13,820
7,J.Berrios,Toronto Blue Jays,Cincinnati Reds,1, 7 ,6,2,2,2,7,0,3.79,96,65,35,15,15,8,11,62,0.073,0.57,0.00,0.01,1.4,21,820
8,D.Kremer,Baltimore Orioles,New York Mets,0, 6 ,2,1,1,3,7,0,4.30,100,59,32,8,19,3,10,68,0.113,0.79,0.10,1.16,1.9,18,820
9,J.Quintana,New York Mets,Baltimore Orioles,1, 5 ,8,7,7,2,3,2,4.57,90,57,34,10,13,7,12,24,-0.377,0.58,-0.22,0.57,-4.6,15,820
10,Z.Wheeler,Philadelphia Phillies,Atlanta Braves,0, 6 ,6,2,2,0,8,1,2.73,97,66,34,20,12,3,13,60,0.050,0.98,0.04,1.39,1.1,18,820
11,R.Lopez,Atlanta Braves,Philadelphia Phillies,1, 5 ,5,1,1,1,10,0,2.05,90,60,29,18,13,6,4,62,0.163,1.40,0.14,2.00,1.6,15,820
12,F.Montas,Milwaukee Brewers,St. Louis Cardinals,0, 7 ,1,0,0,1,3,0,4.57,89,56,31,13,12,8,11,77,0.455,0.98,0.33,1.16,3.6,21,820
13,E.Fedde,St Louis Cardinals,St. Louis Cardinals,0, 5.2,6,2,2,4,2,0,3.39,95,53,33,2,18,7,11,47,0.024,0.96,0.01,0.35,0.6,17,820
