,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,G.Stone,Los Angeles Dodgers,New York Mets,0, 7 ,3,0,0,0,7,0,3.16,87,63,35,9,19,6,11,78,0.404,0.86,0.31,1.09,3.6,21,528
1,J.Quintana,New York Mets,Los Angeles Dodgers,1, 6 ,8,3,3,0,3,2,5.06,89,54,35,5,14,7,16,47,-0.046,0.77,-0.01,0.35,0.1,18,528
2,T.Glasnow,Los Angeles Dodgers,New York Mets,0, 7 ,2,2,2,4,8,1,3.04,92,56,33,13,10,6,7,69,0.049,0.68,0.04,0.85,1.6,21,528
3,T.Megill,New York Mets,Los Angeles Dodgers,1, 7 ,3,0,0,1,9,0,1.69,98,65,35,12,18,6,9,79,0.412,0.95,0.11,0.43,3.6,21,528
4,B.Bello,Boston Red Sox,Baltimore Orioles,0, 5 ,5,3,3,2,7,0,4.18,90,59,26,15,18,10,3,50,-0.167,1.32,-0.08,1.09,-1.5,15,528
5,G.Rodriguez,Baltimore Orioles,Boston Red Sox,1, 6 ,7,4,4,1,10,1,3.53,90,65,30,17,18,4,11,51,-0.119,0.93,-0.08,1.11,-1.1,18,528
6,K.Gibson,St Louis Cardinals,Cincinnati Reds,0, 6 ,2,1,1,2,6,1,3.60,95,61,30,14,17,4,10,68,0.255,0.82,0.13,0.71,2.3,18,528
7,A.Abbott,Cincinnati Reds,St. Louis Cardinals,1, 6 ,7,6,6,2,3,2,3.29,94,60,41,5,14,6,16,35,-0.206,0.67,-0.07,0.41,-2.6,18,528
8,M.Spence,Oakland Athletics,Tampa Bay Rays,0, 5.1,1,0,0,1,4,0,3.52,98,61,39,5,17,3,10,69,0.276,0.85,0.05,0.28,2.5,16,528
9,Z.Littell,Tampa Bay Rays,Oakland Athletics,1, 7 ,5,3,0,1,9,1,3.03,95,65,35,15,15,9,8,69,-0.041,1.09,-0.01,0.60,0.5,21,528
10,J.Irvin,Washington Nationals,Atlanta Braves,0, 6 ,2,0,0,2,10,0,3.43,90,58,34,13,11,5,3,76,0.368,0.94,0.16,0.67,3.3,18,528
11,M.Fried,Atlanta Braves,Washington Nationals,1, 8 ,7,0,0,1,6,0,2.97,103,62,37,9,16,10,10,73,0.540,1.22,0.37,1.41,4.4,24,528
12,K.Gausman,Toronto Blue Jays,Chicago White Sox,0, 6 ,4,1,1,1,3,0,4.14,87,55,35,7,13,9,9,62,0.252,0.95,0.07,0.41,2.2,18,528
13,J.Woodford,Chicago White Sox,Toronto Blue Jays,1, 4.1,5,3,3,2,4,0,6.23,86,56,31,7,18,4,10,43,-0.123,0.81,-0.00,0.01,-0.9,13,528
14,B.Brown,Chicago Cubs,Milwaukee Brewers,0, 7 ,0,0,0,2,10,0,2.72,93,64,30,14,20,7,4,85,0.501,1.12,0.33,1.24,3.6,21,528
15,F.Peralta,Milwaukee Brewers,Chicago Cubs,1, 5.2,3,1,1,2,11,1,3.61,111,70,36,21,13,2,7,68,0.122,0.85,0.10,1.19,1.3,17,528
16,C.Ragans,Kansas City Royals,Minnesota Twins,0, 5 ,9,3,3,1,7,0,3.49,95,64,37,12,15,7,9,43,-0.079,0.82,-0.06,1.09,-0.4,15,528
17,S.Woods,Minnesota Twins,Kansas City Royals,1, 5 ,3,2,2,2,4,0,2.70,83,53,32,7,14,7,7,55,0.080,1.09,0.06,1.27,0.6,15,528
18,B.Pfaadt,Arizona Diamondbacks,Texas Rangers,0, 7 ,6,4,4,1,5,1,4.16,91,63,35,15,13,8,14,53,-0.175,0.99,-0.08,0.76,-0.3,21,528
19,N.Eovaldi,Texas Rangers,Arizona Diamondbacks,1, 3 ,5,2,2,0,2,0,2.84,37,27,17,3,7,5,7,43,-0.065,0.88,-0.03,0.60,-0.4,9,528
20,T.McKenzie,Cleveland Guardians,Colorado Rockies,0, 5 ,6,4,4,3,9,2,3.77,94,63,32,15,16,5,7,45,-0.142,1.20,-0.09,1.23,-1.0,15,528
21,R.Feltner,Colorado Rockies,Cleveland Guardians,1, 4.1,8,7,6,2,1,2,5.61,78,52,35,5,12,7,14,20,-0.520,1.06,-0.06,0.21,-4.6,13,528
22,N.Cortes,New York Yankees,Los Angeles Angels,0, 5.1,5,2,2,0,4,1,3.30,88,59,44,5,10,4,12,54,0.075,0.90,0.05,0.92,0.6,16,528
23,G.Canning,Los Angeles Angels,New York Yankees,1, 5 ,9,3,3,2,5,1,5.08,90,60,38,11,11,10,9,40,-0.078,1.17,-0.01,0.33,-0.3,15,528
24,J.Luzardo,Miami Marlins,San Diego Padres,0, 6 ,7,3,3,2,4,1,4.18,94,55,30,11,14,7,13,48,-0.085,0.63,-0.01,0.07,-0.0,18,528
25,M.Waldron,San Diego Padres,Miami Marlins,1, 7 ,6,0,0,0,8,0,4.26,85,67,39,15,13,8,11,73,0.358,0.86,0.22,0.88,3.5,21,528
26,H.Brown,Houston Astros,Seattle Mariners,0, 6 ,4,1,1,0,9,0,6.39,87,57,31,12,14,9,3,69,0.253,0.99,0.11,0.71,1.9,18,528
27,L.Castillo,Seattle Mariners,Houston Astros,1, 6 ,5,2,2,1,6,1,3.28,95,65,37,15,13,6,11,59,0.054,1.00,0.04,1.12,0.9,18,528
28,Z.Wheeler,Philadelphia Phillies,San Francisco Giants,0, 6 ,2,0,0,2,9,0,2.32,101,70,42,13,15,5,5,75,0.358,1.03,0.18,0.89,3.1,18,528
29,E.Miller,San Francisco Giants,Philadelphia Phillies,1, 1 ,0,0,0,1,2,0,4.21,20,11,3,7,1,0,1,54,0.048,0.67,0.03,0.68,0.5,3,528
