,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,M.Keller,Pittsburgh Pirates,Toronto Blue Jays,0, 6 ,5,1,1,1,8,0,3.42,106,72,44,8,20,4,11,65,0.219,0.74,0.09,0.48,2.0,18,601
1,Y.Kikuchi,Toronto Blue Jays,Pittsburgh Pirates,1, 5.1,9,6,5,1,4,1,3.66,89,61,36,12,13,6,14,31,-0.250,0.58,-0.09,0.34,-3.4,16,601
2,T.Bradley,Tampa Bay Rays,Baltimore Orioles,0, 3.1,9,9,9,3,3,4,5.81,79,49,34,8,7,7,9,6,-0.725,1.03,-0.25,0.59,-7.3,10,601
3,K.Bradish,Baltimore Orioles,Tampa Bay Rays,1, 2.2,7,5,5,3,6,0,3.18,76,42,22,3,17,6,4,27,-0.440,1.46,-0.29,1.61,-4.3,8,601
4,A.Brooks,Oakland Athletics,Atlanta Braves,0, 4.1,7,7,7,1,1,1,5.82,79,49,30,7,12,9,10,21,-0.308,0.71,-0.04,0.17,-3.8,13,601
5,C.Sale,Atlanta Braves,Oakland Athletics,1, 4 ,9,8,8,1,4,2,3.06,71,50,28,7,15,8,9,15,-0.519,0.82,-0.33,0.87,-5.8,12,601
6,R.Olson,Detroit Tigers,Boston Red Sox,0, 5.1,6,5,5,1,5,2,2.48,95,62,34,11,17,10,7,40,-0.191,0.81,-0.08,0.57,-2.0,16,601
7,C.Criswell,Boston Red Sox,Detroit Tigers,1, 5 ,4,1,1,1,5,0,3.92,83,53,27,6,20,8,5,59,0.104,0.97,0.04,0.69,1.1,15,601
8,M.Parker,Washington Nationals,Cleveland Guardians,0, 5.2,4,3,3,4,5,0,3.60,98,64,35,12,17,8,8,50,-0.077,0.95,-0.03,0.61,-0.5,17,601
9,B.Lively,Cleveland Guardians,Washington Nationals,1, 5.2,5,2,2,1,4,0,2.84,86,62,38,5,19,5,11,54,0.129,0.96,0.08,0.97,0.7,17,601
