,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Burnes,Baltimore Orioles,Tampa Bay Rays,0, 7 ,5,2,0,1,6,1,2.08,92,57,33,13,11,10,10,68,0.159,1.18,0.10,1.18,1.3,21,610
1,R.Pepiot,Tampa Bay Rays,Baltimore Orioles,1, 6 ,9,4,4,0,9,2,4.17,93,67,37,13,17,9,8,47,-0.221,1.08,-0.06,0.50,-1.2,18,610
2,D.Hudson,Colorado Rockies,Minnesota Twins,0, 6.2,4,2,1,2,1,0,4.87,75,48,32,4,12,11,11,59,0.007,0.69,0.00,0.06,0.9,20,610
3,C.Paddack,Minnesota Twins,Colorado Rockies,1, 6.1,6,0,0,0,6,0,4.79,93,61,34,12,15,5,12,67,0.365,1.01,0.19,0.87,3.0,19,610
4,C.Rodon,New York Yankees,Kansas City Royals,0, 7 ,5,1,1,0,3,0,2.93,103,74,48,15,11,9,12,66,0.270,0.83,0.14,0.73,2.5,21,610
5,S.Lugo,Kansas City Royals,New York Yankees,1, 7 ,8,4,4,1,4,0,2.36,101,65,33,7,25,14,9,48,-0.162,0.65,-0.12,0.78,-0.5,21,610
6,J.Berrios,Toronto Blue Jays,Milwaukee Brewers,0, 5.2,5,3,3,1,4,2,2.93,105,64,37,10,17,8,9,50,-0.087,0.93,-0.03,0.51,-0.2,17,610
7,C.Rea,Milwaukee Brewers,Toronto Blue Jays,1, 7 ,3,1,1,0,4,1,3.31,85,61,37,4,20,8,11,71,0.322,0.89,0.23,1.06,2.6,21,610
8,J.Estes,Oakland Athletics,San Diego Padres,0, 5 ,8,3,3,2,3,2,4.78,96,63,44,7,12,4,15,40,-0.131,1.10,-0.01,0.14,-0.6,15,610
9,D.Cease,San Diego Padres,Oakland Athletics,1, 6 ,8,1,1,1,8,1,3.36,104,69,40,12,17,7,11,59,0.222,1.09,0.12,0.97,1.9,18,610
10,E.Fedde,Chicago White Sox,Seattle Mariners,0, 7 ,5,1,1,1,4,1,3.10,93,57,31,9,17,9,12,66,0.348,1.03,0.00,0.00,2.2,21,610
11,L.Gilbert,Seattle Mariners,Chicago White Sox,1, 6.2,6,3,3,0,8,1,3.19,95,67,32,19,16,7,11,58,-0.068,0.91,-0.04,0.92,-0.2,20,610
12,S.Arrighetti,Houston Astros,San Francisco Giants,0, 5.2,4,1,1,3,6,0,5.33,99,61,33,11,17,9,6,60,0.106,1.11,0.03,0.51,1.5,17,610
13,K.Harrison,San Francisco Giants,Houston Astros,1, 6.1,4,1,1,0,3,0,3.96,77,54,31,8,15,12,8,64,0.106,1.19,0.05,1.00,1.6,19,610
