,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,K.Bradish,Baltimore Orioles,St. Louis Cardinals,0, 5 ,4,1,1,1,6,0,2.41,74,52,26,11,15,6,7,60,0.153,0.91,0.00,0.00,1.6,15,521
1,L.Lynn,St Louis Cardinals,St. Louis Cardinals,0, 6 ,2,1,0,0,5,0,3.68,82,57,36,8,13,8,8,71,0.229,1.01,0.00,0.00,2.1,18,521
2,A.Houser,New York Mets,Cleveland Guardians,0, 5 ,6,6,6,1,4,1,7.88,72,49,30,9,10,6,11,34,-0.331,0.76,-0.11,0.43,-2.9,15,521
3,X.Curry,Cleveland Guardians,New York Mets,1, 4.1,7,2,2,0,2,1,1.93,66,44,25,6,13,7,10,43,-0.057,1.06,-0.04,1.25,-0.4,13,521
4,J.Musgrove,San Diego Padres,Cincinnati Reds,0, 3 ,3,2,0,2,3,0,5.93,66,40,23,11,6,5,4,50,-0.065,1.33,-0.04,1.25,-0.4,9,521
5,A.Abbott,Cincinnati Reds,San Diego Padres,1, 7 ,4,0,0,1,2,0,2.68,92,59,38,8,13,11,11,70,0.423,0.88,0.11,0.40,3.8,21,521
6,R.Gasser,Milwaukee Brewers,Miami Marlins,0, 6 ,10,5,4,0,0,0,2.65,80,59,35,8,16,15,12,34,-0.326,1.59,-0.22,1.83,-1.8,18,521
7,T.Rogers,Miami Marlins,Milwaukee Brewers,1, 3.2,6,4,4,4,4,0,6.11,90,53,31,8,14,7,6,33,-0.230,1.23,-0.02,0.15,-2.2,11,521
8,J.Gray,Texas Rangers,Philadelphia Phillies,0, 5 ,4,2,2,3,4,0,2.21,75,50,27,12,11,5,8,52,0.010,1.03,0.01,0.94,0.6,15,521
9,R.Suarez,Philadelphia Phillies,Texas Rangers,1, 7 ,5,1,1,2,10,0,1.36,108,70,41,9,20,6,9,71,0.323,1.17,0.17,1.04,2.6,21,521
10,L.Webb,San Francisco Giants,Pittsburgh Pirates,0, 6 ,6,2,2,1,6,0,3.03,103,72,44,8,20,8,9,57,0.179,1.14,0.09,0.93,1.1,18,521
11,M.Perez,Pittsburgh Pirates,San Francisco Giants,1, 4.1,5,4,2,3,4,1,4.80,98,56,38,7,11,8,7,42,-0.213,0.93,-0.10,0.72,-2.1,13,521
12,J.Ryan,Minnesota Twins,Washington Nationals,0, 7 ,3,0,0,2,6,0,3.15,95,62,38,10,14,4,13,75,0.205,0.39,0.10,0.33,3.6,21,521
13,P.Corbin,Washington Nationals,Minnesota Twins,1, 6 ,9,8,8,3,3,3,6.29,106,60,40,9,11,8,15,22,-0.292,0.51,-0.11,0.33,-4.9,18,521
14,C.Criswell,Boston Red Sox,Tampa Bay Rays,0, 5.1,6,2,2,1,6,0,2.86,79,56,31,9,16,10,5,53,0.028,0.92,0.01,0.78,0.5,16,521
15,Z.Littell,Tampa Bay Rays,Boston Red Sox,1, 5.2,3,2,2,1,7,1,3.42,77,54,29,7,18,1,12,61,0.089,1.00,0.05,0.90,0.9,17,521
16,B.Woo,Seattle Mariners,New York Yankees,0, 6 ,2,0,0,0,7,0,0.57,77,58,28,15,15,6,7,75,0.365,0.83,0.25,0.94,3.1,18,521
17,C.Schmidt,New York Yankees,Seattle Mariners,1, 5 ,4,2,2,2,6,1,2.59,100,62,33,12,17,7,5,55,0.011,0.77,0.01,0.87,0.6,15,521
18,G.Crochet,Chicago White Sox,Toronto Blue Jays,0, 6 ,2,0,0,1,4,0,3.75,85,55,30,10,15,7,9,71,0.337,0.92,0.02,0.07,3.0,18,521
19,Y.Kikuchi,Toronto Blue Jays,Chicago White Sox,1, 6 ,5,3,2,3,6,0,2.64,101,66,38,12,16,10,8,55,-0.059,0.99,-0.02,0.56,0.0,18,521
20,C.Morton,Atlanta Braves,Chicago Cubs,0, 5 ,4,2,1,4,8,0,3.35,94,54,30,13,11,5,6,57,0.101,1.42,0.07,1.63,0.7,15,521
21,J.Assad,Chicago Cubs,Atlanta Braves,1, 4.2,4,3,2,5,4,2,1.70,102,54,33,6,15,6,9,45,-0.108,1.18,-0.07,1.38,-0.8,14,521
22,C.Mize,Detroit Tigers,Kansas City Royals,0, 1.2,9,6,6,0,2,1,4.57,52,37,26,6,5,3,10,15,-0.348,0.76,-0.18,0.67,-5.4,5,521
23,A.Marsh,Kansas City Royals,Detroit Tigers,1, 6 ,5,3,3,2,5,0,2.72,94,59,32,10,17,5,13,53,0.128,0.42,0.10,0.56,0.1,18,521
24,G.Canning,Los Angeles Angels,Houston Astros,0, 5 ,5,2,2,3,2,2,5.05,89,54,39,7,8,8,8,48,0.087,1.07,0.02,0.44,0.6,15,521
25,C.Javier,Houston Astros,Los Angeles Angels,1, 4 ,8,4,4,3,1,1,3.89,71,40,28,6,6,2,15,28,-0.233,1.10,-0.08,0.66,-2.0,12,521
26,C.Quantrill,Colorado Rockies,Oakland Athletics,0, 6 ,3,2,2,1,8,1,3.59,98,60,30,12,18,5,8,65,0.118,1.11,0.01,0.20,0.8,18,521
27,A.Brooks,Oakland Athletics,Colorado Rockies,1, 6 ,6,3,3,1,3,2,4.15,85,58,34,12,12,10,12,50,-0.085,0.79,-0.02,0.25,-0.2,18,521
28,B.Pfaadt,Arizona Diamondbacks,Los Angeles Dodgers,0, 6 ,4,3,2,1,7,0,4.05,94,59,37,8,14,3,12,60,0.042,1.13,0.02,0.87,0.2,18,521
29,G.Stone,Los Angeles Dodgers,Arizona Diamondbacks,1, 6 ,8,4,4,1,5,1,3.60,93,59,40,7,12,10,10,44,-0.144,0.92,-0.10,1.05,-0.8,18,521
