Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
M.Mercado,Philadelphia Phillies,Atlanta Braves,0,1.2,5,5,5,3,1,3,7.04,57,29,18,4,7,2,7,23,-0.309,1.25,-0.14,0.95,-4.1,5,707
R.Lopez,Atlanta Braves,Philadelphia Phillies,1,6.0,2,0,0,3,6,0,1.71,91,62,41,7,14,9,5,71,0.198,0.66,0.14,0.8,3.1,18,707
S.Manaea,New York Mets,Pittsburgh Pirates,0,6.0,2,0,0,3,6,0,3.43,89,54,29,8,17,6,7,71,0.355,0.97,0.16,0.72,3.0,18,707
L.Ortiz,Pittsburgh Pirates,New York Mets,1,6.0,4,0,0,0,5,0,2.95,86,61,34,11,16,7,9,69,0.355,1.09,0.13,0.67,3.0,18,707
K.Gibson,St Louis Cardinals,Washington Nationals,0,5.0,9,3,3,2,8,0,3.96,96,61,32,16,13,7,6,43,-0.153,1.02,-0.1,1.15,-1.6,15,707
D.Herz,Washington Nationals,St. Louis Cardinals,1,4.1,5,5,4,2,4,0,5.17,102,65,34,14,16,6,7,37,-0.188,0.94,-0.06,0.5,-1.5,13,707
T.Skubal,Detroit Tigers,Cincinnati Reds,0,7.0,3,1,1,0,13,0,2.37,93,67,31,21,15,8,4,80,0.353,1.46,0.05,0.38,2.6,21,707
G.Ashcraft,Cincinnati Reds,Detroit Tigers,1,4.2,6,1,1,3,2,0,5.24,80,47,27,8,12,8,8,47,0.114,1.24,0.03,0.6,1.4,14,707
H.Birdsong,San Francisco Giants,Cleveland Guardians,0,4.2,5,2,2,2,5,0,4.4,85,54,33,11,10,7,6,49,0.004,1.27,0.0,0.87,-0.0,14,707
C.Carrasco,Cleveland Guardians,San Francisco Giants,1,5.0,6,3,3,1,4,1,5.22,86,60,36,7,17,5,11,46,-0.097,0.89,-0.05,0.73,-0.6,15,707
J.Cannon,Chicago White Sox,Miami Marlins,0,6.0,3,1,1,4,3,0,4.2,89,49,29,6,14,11,7,61,0.245,1.08,0.0,0.0,2.2,18,707
E.Cabrera,Miami Marlins,Chicago White Sox,1,3.2,4,2,2,1,4,1,6.84,82,47,21,14,12,5,7,48,-0.035,1.02,0.0,0.0,0.0,11,707
S.Arrighetti,Houston Astros,Minnesota Twins,0,5.0,7,2,2,2,6,0,5.96,101,64,37,12,15,5,10,49,0.044,1.15,0.03,1.29,0.4,15,707
S.Woods,Minnesota Twins,Houston Astros,1,6.0,3,2,2,2,4,0,3.48,88,59,38,10,11,6,11,60,0.118,1.02,0.09,1.26,0.9,18,707
J.Soriano,Los Angeles Angels,Chicago Cubs,0,5.0,6,3,3,1,3,0,3.87,73,43,25,4,14,10,7,45,-0.087,0.84,-0.01,0.08,-0.4,15,707
H.Wesneski,Chicago Cubs,Los Angeles Angels,1,6.1,1,0,0,1,2,0,3.67,86,53,30,4,19,10,9,72,0.276,0.79,0.05,0.24,2.7,19,707
Z.Littell,Tampa Bay Rays,Texas Rangers,0,4.0,9,7,7,1,5,1,4.44,83,51,31,7,13,7,8,20,-0.483,1.12,-0.15,0.57,-5.1,12,707
N.Eovaldi,Texas Rangers,Tampa Bay Rays,1,7.0,4,2,2,0,5,1,3.1,88,63,35,15,13,9,10,66,-0.014,0.5,-0.0,0.18,1.4,21,707
B.Singer,Kansas City Royals,Colorado Rockies,0,7.0,6,1,1,2,7,0,2.93,86,54,27,13,14,7,11,66,0.269,0.83,0.15,0.78,2.9,21,707
T.Gordon,Colorado Rockies,Kansas City Royals,1,6.1,8,5,5,0,4,2,7.11,78,62,41,8,13,8,14,41,-0.199,0.56,-0.0,0.0,-1.7,19,707
G.Rodriguez,Baltimore Orioles,Oakland Athletics,0,6.0,6,3,3,1,8,0,3.52,95,60,32,15,13,6,10,55,-0.067,0.77,-0.04,0.74,-0.6,18,707
M.Spence,Oakland Athletics,Baltimore Orioles,1,6.0,7,5,4,1,5,2,4.29,96,60,40,9,11,6,15,44,-0.32,0.38,-0.0,0.0,-2.6,18,707
D.Keuchel,Milwaukee Brewers,Los Angeles Dodgers,0,4.1,3,0,0,5,0,0,4.61,94,42,22,5,15,10,6,52,0.212,1.18,0.19,1.77,2.0,13,707
J.Wrobleski,Los Angeles Dodgers,Milwaukee Brewers,1,5.0,5,4,4,2,4,2,7.2,76,53,31,8,14,6,7,43,-0.168,0.85,-0.13,1.12,-1.5,15,707
R.Nelson,Arizona Diamondbacks,San Diego Padres,0,6.2,3,1,1,1,5,1,5.08,87,64,39,8,17,6,11,68,0.317,0.96,0.17,0.85,2.4,20,707
D.Cease,San Diego Padres,Arizona Diamondbacks,1,7.0,5,3,3,1,8,2,4.21,103,75,41,15,19,5,12,62,-0.033,0.89,-0.02,1.08,0.5,21,707
J.Berrios,Toronto Blue Jays,Seattle Mariners,0,6.0,7,4,4,1,10,2,3.76,98,61,32,12,17,9,7,51,-0.368,0.93,-0.03,0.14,-2.2,18,707
G.Kirby,Seattle Mariners,Toronto Blue Jays,1,6.0,7,3,3,1,8,0,3.39,93,65,35,15,15,6,11,53,0.067,1.08,0.04,1.14,0.8,18,707
K.Crawford,Boston Red Sox,New York Yankees,0,7.0,4,0,0,0,4,0,3.24,68,54,28,9,17,7,12,73,0.463,1.22,0.32,1.43,3.5,21,707
L.Gil,New York Yankees,Boston Red Sox,1,6.2,4,1,1,0,9,1,3.27,96,62,35,12,15,5,9,71,0.202,1.11,0.14,1.32,2.4,20,707
