,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Koenig,Milwaukee Brewers,Philadelphia Phillies,0, 1 ,0,0,0,0,0,0,2.05,5,5,4,0,1,3,0,53,0.048,0.63,0.04,0.82,0.5,3,603
1,Z.Wheeler,Philadelphia Phillies,Milwaukee Brewers,1, 7 ,5,1,1,3,6,1,2.23,114,67,42,9,16,7,10,66,0.295,1.03,0.16,0.94,2.5,21,603
2,T.Megill,New York Mets,Washington Nationals,0, 5 ,7,5,4,3,4,1,3.00,87,49,29,6,14,7,11,36,-0.347,1.36,-0.07,0.43,-2.6,15,603
3,M.Gore,Washington Nationals,New York Mets,1, 4.1,7,6,6,4,2,1,3.57,92,58,41,8,9,3,14,23,-0.314,1.33,-0.13,0.90,-2.2,13,603
4,G.Rodriguez,Baltimore Orioles,Toronto Blue Jays,0, 6.2,7,2,1,0,4,1,3.28,86,66,41,9,16,8,15,58,0.131,0.83,0.09,0.91,0.8,20,603
5,K.Gausman,Toronto Blue Jays,Baltimore Orioles,1, 6.1,6,6,6,1,3,3,4.60,97,67,48,9,10,7,16,39,-0.312,0.66,-0.11,0.40,-3.0,19,603
6,T.Skubal,Detroit Tigers,Texas Rangers,0, 6 ,7,1,1,2,6,1,1.97,96,65,38,10,17,9,9,58,0.230,1.23,0.09,0.84,1.8,18,603
7,N.Eovaldi,Texas Rangers,Detroit Tigers,1, 5.2,3,1,1,0,7,1,2.70,71,55,30,10,15,6,7,66,0.179,0.78,0.08,0.61,1.5,17,603
8,K.Gibson,St Louis Cardinals,Houston Astros,0, 5.2,5,3,3,3,8,1,3.69,96,59,28,14,17,10,4,52,-0.104,1.20,-0.05,1.03,-0.9,17,603
9,J.Verlander,Houston Astros,St. Louis Cardinals,1, 5 ,7,4,4,2,4,3,3.63,104,72,47,8,17,4,14,39,-0.214,0.80,-0.05,0.30,-1.7,15,603
10,A.Abbott,Cincinnati Reds,Colorado Rockies,0, 6 ,7,3,3,1,6,1,3.39,96,65,41,11,13,4,15,51,-0.055,0.76,-0.02,0.39,0.3,18,603
11,R.Feltner,Colorado Rockies,Cincinnati Reds,1, 4.1,10,8,8,0,3,1,6.22,73,53,32,7,14,9,10,14,-0.501,0.90,-0.05,0.15,-5.3,13,603
12,M.Waldron,San Diego Padres,Los Angeles Angels,0, 6.1,2,1,1,0,4,0,3.98,95,55,35,4,16,7,10,69,0.266,1.06,0.16,1.04,2.2,19,603
13,T.Anderson,Los Angeles Angels,San Diego Padres,1, 6.2,5,1,1,3,2,1,2.37,91,56,31,7,18,10,11,59,0.226,1.14,0.01,0.12,2.0,20,603
14,E.Miller,San Francisco Giants,Arizona Diamondbacks,0, 1 ,2,0,0,0,0,0,3.86,15,11,9,0,2,2,2,49,0.048,1.52,0.02,1.27,0.5,3,603
15,R.Nelson,Arizona Diamondbacks,San Francisco Giants,1, 7.2,6,2,2,0,1,1,5.44,80,52,36,4,12,9,17,60,0.223,1.24,0.09,0.87,1.8,23,603
