,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,T.Glasnow,Los Angeles Dodgers,Toronto Blue Jays,0, 6 ,2,1,1,3,9,0,2.72,95,56,28,10,17,3,8,70,0.139,0.71,0.10,0.81,1.4,18,427
1,Y.Kikuchi,Toronto Blue Jays,Los Angeles Dodgers,1, 6 ,9,4,4,0,3,0,2.94,91,61,40,7,14,9,15,41,-0.179,0.75,-0.09,0.63,-1.0,18,427
2,J.Sears,Oakland Athletics,Baltimore Orioles,0, 6.1,8,7,7,1,8,3,4.64,98,70,37,16,17,6,13,36,-0.203,0.62,-0.09,0.46,-3.8,19,427
3,C.Irvin,Baltimore Orioles,Oakland Athletics,1, 7 ,4,0,0,0,5,0,3.49,89,63,39,7,17,10,8,74,0.294,0.65,0.21,0.75,3.4,21,427
4,S.Gray,St Louis Cardinals,New York Mets,0, 6 ,4,4,1,3,9,1,1.16,92,58,26,15,17,3,10,60,0.037,0.84,0.02,0.67,-0.9,18,427
5,A.Houser,New York Mets,St. Louis Cardinals,1, 4.1,9,6,6,2,2,0,8.37,89,57,34,6,17,5,15,21,-0.314,0.64,-0.18,0.61,-3.6,13,427
6,H.Greene,Cincinnati Reds,Texas Rangers,0, 7 ,1,0,0,1,6,0,3.63,98,63,41,5,17,7,9,80,0.335,0.82,0.17,0.71,3.7,21,427
7,M.Lorenzen,Texas Rangers,Cincinnati Reds,1, 6 ,6,5,5,1,3,1,4.24,100,68,45,10,13,8,11,42,-0.138,0.83,-0.08,0.80,-1.8,18,427
8,B.Brown,Chicago Cubs,Boston Red Sox,0, 3.2,7,3,3,0,4,1,4.30,61,38,23,5,10,7,7,39,-0.136,0.84,-0.09,0.93,-1.2,11,427
9,J.Winckowski,Boston Red Sox,Chicago Cubs,1, 3 ,3,0,0,0,1,0,3.50,52,32,21,4,7,7,4,54,0.155,0.92,0.09,0.87,1.6,9,427
10,M.Parker,Washington Nationals,Miami Marlins,0, 4 ,6,1,1,2,2,0,1.69,82,55,40,8,7,9,6,46,0.112,1.41,0.05,0.98,1.1,12,427
11,E.Cabrera,Miami Marlins,Washington Nationals,1, 4.1,4,6,5,2,4,1,5.28,78,49,27,4,18,9,5,35,-0.316,1.22,-0.04,0.24,-3.6,13,427
12,R.Blanco,Houston Astros,Colorado Rockies,0, 5.2,5,2,2,2,8,1,1.65,102,61,33,19,8,6,8,57,0.074,0.90,0.02,0.32,0.5,17,427
13,C.Quantrill,Colorado Rockies,Houston Astros,1, 5 ,6,6,6,2,2,2,5.34,95,58,45,6,7,9,10,31,-0.320,0.79,-0.06,0.25,-3.4,15,427
14,B.Singer,Kansas City Royals,Detroit Tigers,0, 5 ,4,1,1,3,6,0,2.62,93,59,28,7,24,9,5,58,0.204,1.27,0.15,1.57,1.6,15,427
15,C.Mize,Detroit Tigers,Kansas City Royals,1, 5 ,6,3,2,0,2,0,3.08,87,57,35,6,16,11,10,47,-0.074,0.94,-0.05,1.04,-0.4,15,427
16,A.Civale,Tampa Bay Rays,Chicago White Sox,0, 4.1,8,6,6,0,3,1,5.06,73,55,29,10,16,8,11,26,-0.376,1.23,-0.18,1.00,-2.8,13,427
17,J.Cannon,Chicago White Sox,Tampa Bay Rays,1, 5 ,8,4,4,2,5,2,7.24,102,65,36,14,15,6,11,38,-0.197,1.19,-0.02,0.17,-1.4,15,427
18,C.Rodon,New York Yankees,Milwaukee Brewers,0, 6 ,2,1,1,1,8,1,2.48,93,57,29,11,17,2,10,71,0.100,0.43,0.07,0.48,2.1,18,427
19,J.Ross,Milwaukee Brewers,New York Yankees,1, 5 ,8,7,6,3,5,1,5.40,99,56,36,9,11,6,13,27,-0.375,0.73,-0.26,0.82,-4.4,15,427
20,T.Bibee,Cleveland Guardians,Atlanta Braves,0, 7 ,2,0,0,0,9,0,3.45,91,60,29,14,17,6,7,82,0.460,0.96,0.32,1.11,3.8,21,427
21,C.Morton,Atlanta Braves,Cleveland Guardians,1, 7 ,4,0,0,1,6,0,3.60,91,63,36,14,13,9,8,74,0.460,1.00,0.32,1.17,3.8,21,427
22,R.Suarez,Philadelphia Phillies,San Diego Padres,0, 8 ,3,1,1,0,8,1,1.32,96,64,38,6,20,12,6,80,0.295,0.53,0.20,0.61,3.0,24,427
23,D.Cease,San Diego Padres,Philadelphia Phillies,1, 6 ,6,5,5,3,5,1,2.78,91,54,33,12,9,7,12,42,-0.201,0.68,-0.11,0.61,-2.0,18,427
24,M.Perez,Pittsburgh Pirates,San Francisco Giants,0, 6 ,4,1,0,2,4,0,2.86,81,56,32,8,16,5,11,64,0.164,1.23,0.08,1.04,2.1,18,427
25,J.Hicks,San Francisco Giants,Pittsburgh Pirates,1, 6 ,5,1,1,0,9,0,1.59,88,62,31,15,16,10,3,67,0.288,1.12,0.15,1.01,2.7,18,427
26,C.Paddack,Minnesota Twins,Los Angeles Angels,0, 5 ,8,4,4,1,2,1,5.88,95,60,39,9,12,8,13,36,-0.089,0.64,-0.04,0.54,-1.3,15,427
27,J.Soriano,Los Angeles Angels,Minnesota Twins,1, 1.2,3,4,4,3,1,0,4.76,48,21,11,5,5,2,4,31,-0.218,1.41,-0.09,1.00,-2.4,5,427
28,S.Cecconi,Arizona Diamondbacks,Seattle Mariners,0, 6 ,3,1,1,1,8,0,2.25,84,54,26,10,18,5,8,69,0.157,0.87,0.07,0.67,1.9,18,427
29,G.Kirby,Seattle Mariners,Arizona Diamondbacks,1, 7 ,2,0,0,1,12,0,4.18,95,71,37,20,14,3,8,84,0.450,1.06,0.28,1.10,3.4,21,427
