,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,V.Bellozo,Miami Marlins,New York Mets,0, 5.1,7,2,2,2,4,1,2.45,83,50,30,8,12,4,13,48,-0.044,1.32,0.00,0.00,0.4,16,818
1,P.Blackburn,New York Mets,Miami Marlins,1, 6 ,4,1,1,1,4,0,4.19,92,62,41,7,14,3,13,63,0.203,0.88,0.12,0.87,1.9,18,818
2,K.Crawford,Boston Red Sox,Baltimore Orioles,0, 5.1,2,3,3,1,4,1,4.25,75,50,34,6,10,4,10,55,-0.007,0.86,-0.01,1.08,0.3,16,818
3,A.Suarez,Baltimore Orioles,Boston Red Sox,1, 6 ,7,0,0,0,6,0,3.18,99,60,38,13,9,10,9,64,0.350,1.35,0.34,2.15,2.8,18,818
4,J.Irvin,Washington Nationals,Philadelphia Phillies,0, 6 ,8,4,4,1,5,3,3.81,100,66,45,8,13,7,13,44,-0.183,1.00,-0.00,0.01,-1.0,18,818
5,T.Walker,Philadelphia Phillies,Washington Nationals,1, 4.2,4,3,3,3,3,2,5.69,99,61,39,6,16,6,8,44,-0.113,1.08,-0.07,1.14,-0.6,14,818
6,G.Kirby,Seattle Mariners,Pittsburgh Pirates,0, 6 ,4,2,2,2,5,1,3.40,97,60,36,9,15,7,10,59,0.140,0.46,0.07,0.37,1.0,18,818
7,J.Woodford,Pittsburgh Pirates,Seattle Mariners,1, 4 ,9,7,5,1,4,2,6.67,91,56,39,4,13,9,9,23,-0.338,0.64,-0.03,0.08,-5.0,12,818
8,B.Singer,Kansas City Royals,Cincinnati Reds,0, 6 ,5,0,0,1,6,0,3.18,94,60,31,12,17,4,11,67,0.302,0.95,0.26,1.33,3.2,18,818
9,A.Abbott,Cincinnati Reds,Kansas City Royals,1, 5 ,6,4,4,1,4,1,3.72,83,52,34,9,9,5,12,42,-0.153,0.96,-0.03,0.28,-1.4,15,818
10,M.Kelly,Arizona Diamondbacks,Tampa Bay Rays,0, 5 ,8,6,6,2,4,1,3.63,96,62,36,9,17,5,14,29,-0.203,0.70,-0.16,0.91,-3.6,15,818
11,D.Rasmussen,Tampa Bay Rays,Arizona Diamondbacks,1, 2 ,0,0,0,0,2,0,3.86,21,16,7,1,8,2,2,58,0.097,0.65,0.01,0.15,0.9,6,818
12,K.Bush,Chicago White Sox,Houston Astros,0, 6 ,4,1,1,3,5,1,3.68,87,55,32,12,11,7,9,62,0.151,1.17,0.00,0.00,1.9,18,818
13,F.Valdez,Houston Astros,Chicago White Sox,1, 7 ,3,0,0,1,9,0,3.20,82,57,26,15,16,8,5,79,0.445,1.10,0.28,1.16,3.4,21,818
14,B.Lively,Cleveland Guardians,Milwaukee Brewers,0, 6 ,5,2,2,2,5,0,3.68,80,57,27,9,21,9,7,57,0.027,0.76,0.02,1.03,1.1,18,818
15,C.Rea,Milwaukee Brewers,Cleveland Guardians,1, 7 ,2,0,0,0,5,0,3.52,88,55,32,4,19,5,13,78,0.346,0.94,0.26,1.17,3.3,21,818
16,C.Kershaw,Los Angeles Dodgers,St. Louis Cardinals,0, 6 ,4,0,0,1,2,0,2.63,70,42,24,4,14,11,6,65,0.361,1.19,0.30,1.64,3.1,18,818
17,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 5 ,7,2,2,3,6,1,3.91,94,56,27,15,14,6,9,48,0.008,1.18,0.00,0.58,0.6,15,818
18,B.Francis,Toronto Blue Jays,Chicago Cubs,0, 7 ,3,0,0,0,7,0,4.38,95,71,42,13,16,8,10,78,0.503,1.35,0.01,0.02,3.6,21,818
19,S.Imanaga,Chicago Cubs,Toronto Blue Jays,1, 5 ,4,1,1,1,6,1,3.11,97,69,38,15,16,5,8,60,0.146,0.82,0.02,0.23,1.6,15,818
20,P.Lopez,Minnesota Twins,Texas Rangers,0, 6 ,6,0,0,3,3,0,4.47,107,71,45,13,13,7,12,60,0.235,1.15,0.20,1.66,2.9,18,818
21,T.Mahle,Texas Rangers,Minnesota Twins,1, 3 ,6,4,4,0,1,1,4.97,61,41,26,6,9,7,6,32,-0.260,0.70,-0.00,0.01,-2.6,9,818
22,J.Musgrove,San Diego Padres,Colorado Rockies,0, 4.1,3,1,1,2,6,0,4.97,73,47,20,14,13,4,4,57,0.103,0.98,0.09,1.36,1.2,13,818
23,B.Blalock,Colorado Rockies,San Diego Padres,1, 5.2,6,1,1,3,2,0,2.92,87,57,38,6,13,5,16,52,0.187,1.17,0.00,0.00,1.8,17,818
24,C.Morton,Atlanta Braves,Los Angeles Angels,0, 5.1,2,1,1,2,7,0,4.29,82,51,25,13,13,3,7,65,0.213,1.39,0.16,1.70,1.8,16,818
25,J.Kochanowicz,Los Angeles Angels,Atlanta Braves,1, 6 ,7,2,2,3,0,1,6.53,85,57,38,6,13,11,11,47,0.066,1.08,0.00,0.00,1.0,18,818
26,B.Snell,San Francisco Giants,Oakland Athletics,0, 7 ,6,1,1,2,10,0,3.67,109,71,29,22,20,5,11,69,0.227,1.42,0.06,0.62,2.3,21,818
27,J.Sears,Oakland Athletics,San Francisco Giants,1, 7.2,7,1,1,0,9,1,4.15,105,66,35,16,15,7,10,70,0.253,1.25,0.00,0.00,2.4,23,818
28,M.Stroman,New York Yankees,Detroit Tigers,0, 6 ,4,0,0,2,5,0,3.82,87,53,28,8,17,5,12,67,0.364,1.16,0.29,1.52,2.9,18,818
29,T.Skubal,Detroit Tigers,New York Yankees,1, 6 ,3,1,1,4,5,0,2.49,100,61,34,11,16,9,5,63,0.166,1.10,0.01,0.10,1.9,18,818
