Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
G.Ashcraft,Cincinnati Reds,Chicago Cubs,0,4.2,5,3,3,2,4,1,4.76,83,47,29,9,9,8,6,44,-0.028,1.22,-0.01,0.62,-0.1,14,531
J.Assad,Chicago Cubs,Cincinnati Reds,1,5.1,5,2,2,3,7,0,2.27,98,56,31,6,19,4,8,54,0.104,1.27,0.06,1.14,1.0,16,531
M.Mikolas,St Louis Cardinals,Philadelphia Phillies,0,6.0,5,3,3,1,5,1,5.54,96,62,39,8,15,8,9,54,-0.058,0.68,-0.03,0.66,0.1,18,531
A.Nola,Philadelphia Phillies,St. Louis Cardinals,1,6.1,3,2,2,2,6,2,3.03,96,65,36,10,19,7,9,63,0.178,0.89,0.1,0.79,1.4,19,531
A.Civale,Tampa Bay Rays,Baltimore Orioles,0,5.1,6,1,1,1,3,0,5.37,92,58,39,6,13,5,14,54,0.296,1.21,0.12,0.82,2.4,16,531
A.Suarez,Baltimore Orioles,Tampa Bay Rays,1,5.0,4,1,1,2,5,0,1.57,95,58,37,9,12,8,6,58,0.136,0.98,0.1,1.17,1.5,15,531
B.Falter,Pittsburgh Pirates,Toronto Blue Jays,0,6.0,2,0,0,2,5,0,3.22,81,56,32,7,17,7,7,71,0.378,1.07,0.16,0.78,3.0,18,531
J.Berrios,Toronto Blue Jays,Pittsburgh Pirates,1,7.0,6,1,1,0,5,0,2.78,101,69,44,10,15,6,16,66,0.24,1.12,0.08,0.6,2.5,21,531
K.Maeda,Detroit Tigers,Boston Red Sox,0,4.2,8,5,5,2,6,1,6.25,85,51,28,10,13,5,10,32,-0.27,1.02,-0.12,0.76,-2.6,14,531
T.Houck,Boston Red Sox,Detroit Tigers,1,7.0,3,1,1,2,6,0,1.85,95,65,35,10,20,7,13,71,0.2,0.69,0.08,0.49,2.8,21,531
P.Corbin,Washington Nationals,Cleveland Guardians,0,6.0,6,2,2,3,5,0,5.83,90,57,30,13,14,10,8,54,0.013,0.85,0.01,0.62,1.0,18,531
T.Bibee,Cleveland Guardians,Washington Nationals,1,6.1,3,1,1,1,7,0,3.74,89,60,36,13,11,4,12,69,0.173,1.04,0.11,1.12,1.8,19,531
J.Urena,Texas Rangers,Miami Marlins,0,2.1,4,4,2,2,1,1,3.74,65,38,27,5,6,4,7,36,-0.226,0.81,-0.1,0.62,-3.0,7,531
S.Sanchez,Miami Marlins,Texas Rangers,1,4.0,4,2,2,1,0,1,6.06,53,29,17,0,12,7,7,45,0.007,0.78,0.0,0.08,-0.2,12,531
J.Montgomery,Arizona Diamondbacks,New York Mets,0,4.0,9,8,6,3,4,0,5.48,83,53,29,11,13,8,10,17,-0.557,1.02,-0.2,0.6,-5.9,12,531
L.Severino,New York Mets,Arizona Diamondbacks,1,5.1,6,5,4,1,4,1,3.52,97,68,44,7,16,7,11,41,-0.157,1.16,-0.03,0.4,-2.2,16,531
J.Sears,Oakland Athletics,Atlanta Braves,0,7.0,6,4,4,2,5,0,4.01,97,62,32,13,17,8,14,52,-0.115,0.67,-0.02,0.17,-0.2,21,531
R.Lopez,Atlanta Braves,Oakland Athletics,1,6.0,4,1,1,2,8,0,1.73,87,57,30,14,13,8,6,66,0.258,1.07,0.16,1.13,2.3,18,531
P.Lopez,Minnesota Twins,Houston Astros,0,7.0,6,1,1,1,6,1,4.84,93,67,37,16,14,11,10,66,0.233,1.06,0.15,1.12,2.6,21,531
R.Blanco,Houston Astros,Minnesota Twins,1,4.2,3,4,4,3,6,1,2.44,95,62,42,9,11,4,7,45,-0.211,0.98,-0.06,0.48,-1.6,14,531
D.Cease,San Diego Padres,Kansas City Royals,0,5.1,5,3,3,1,5,0,3.42,98,61,32,15,14,4,11,50,-0.158,1.22,-0.09,1.21,-0.3,16,531
M.Wacha,Kansas City Royals,San Diego Padres,1,5.1,5,2,2,1,2,0,4.24,78,47,34,4,9,7,11,51,-0.046,1.11,-0.03,1.29,-0.1,16,531
E.Fedde,Chicago White Sox,Milwaukee Brewers,0,5.0,9,4,4,4,8,0,3.12,98,61,41,7,13,12,3,37,-0.203,1.76,0.0,0.0,-1.4,15,531
T.Myers,Milwaukee Brewers,Chicago White Sox,1,4.1,7,5,5,1,4,1,5.4,78,49,31,5,13,4,11,32,-0.264,1.17,-0.19,1.38,-1.8,13,531
D.Hudson,Colorado Rockies,Los Angeles Dodgers,0,7.0,4,1,1,1,3,0,5.02,101,65,37,8,20,10,12,67,0.231,0.66,0.03,0.13,2.8,21,531
W.Buehler,Los Angeles Dodgers,Colorado Rockies,1,6.0,6,4,3,4,7,1,4.32,92,56,26,8,22,5,11,49,-0.157,1.02,-0.11,1.19,-0.8,18,531
J.Soriano,Los Angeles Angels,Seattle Mariners,0,6.0,7,4,4,2,3,0,3.86,98,57,34,9,14,7,15,43,-0.192,0.67,-0.03,0.18,-1.1,18,531
B.Woo,Seattle Mariners,Los Angeles Angels,1,6.0,3,0,0,0,2,0,1.3,66,47,31,4,12,8,9,68,0.253,0.78,0.16,0.82,2.9,18,531
M.Stroman,New York Yankees,San Francisco Giants,0,7.1,6,2,2,2,2,0,2.73,91,56,31,4,21,10,12,58,0.221,0.85,0.13,0.84,1.8,22,531
J.Hicks,San Francisco Giants,New York Yankees,1,5.1,8,5,4,0,4,2,2.7,101,68,40,7,21,10,9,38,-0.192,0.79,-0.11,0.74,-1.5,16,531
