,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,B.Falter,Pittsburgh Pirates,Atlanta Braves,0, 5 ,2,1,1,4,5,0,3.87,81,49,32,8,9,3,7,60,0.134,0.93,0.06,0.67,1.6,15,630
1,S.Schwellenbach,Atlanta Braves,Pittsburgh Pirates,1, 5 ,5,4,4,2,7,2,5.68,85,55,27,9,19,8,6,46,-0.228,1.03,-0.15,1.16,-1.4,15,630
2,M.Waldron,San Diego Padres,Boston Red Sox,0, 4.1,6,4,3,1,3,2,3.56,74,48,27,5,16,5,11,39,-0.180,0.60,-0.11,0.62,-1.7,13,630
3,J.Winckowski,Boston Red Sox,San Diego Padres,1, 5 ,4,0,0,0,1,0,2.80,58,40,28,3,9,11,5,60,0.245,1.12,0.13,0.98,2.6,15,630
4,Y.Chirinos,Miami Marlins,Philadelphia Phillies,0, 4.1,9,3,3,1,4,1,3.77,87,59,31,10,18,3,15,36,-0.086,0.99,0.00,0.00,-1.2,13,630
5,R.Suarez,Philadelphia Phillies,Miami Marlins,1, 4.2,9,6,6,2,0,1,2.27,91,58,45,3,9,14,9,20,-0.389,1.02,-0.16,0.71,-3.7,14,630
6,G.Cole,New York Yankees,Toronto Blue Jays,0, 5 ,3,1,1,1,6,0,6.23,90,61,37,10,14,5,6,62,0.125,0.87,0.08,0.88,1.4,15,630
7,K.Gausman,Toronto Blue Jays,New York Yankees,1, 4.1,7,7,7,5,7,1,4.75,107,62,39,10,13,4,9,23,-0.325,0.76,-0.05,0.20,-4.0,13,630
8,S.Dubin,Houston Astros,New York Mets,0, 3.1,0,0,0,3,2,0,4.91,55,31,17,2,12,3,5,59,0.155,0.81,0.07,0.56,1.4,10,630
9,L.Severino,New York Mets,Houston Astros,1, 7 ,8,4,4,1,3,1,3.42,79,50,40,5,5,10,14,47,-0.138,0.72,-0.07,0.56,-0.7,21,630
10,P.Corbin,Washington Nationals,Tampa Bay Rays,0, 6 ,8,4,4,1,5,2,5.49,94,61,35,12,14,7,13,44,-0.205,0.40,-0.07,0.21,-1.2,18,630
