,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,L.Castillo,Seattle Mariners,New York Yankees,0, 5 ,7,2,2,3,3,2,3.31,91,54,34,10,10,9,8,45,-0.001,0.83,-0.00,0.97,0.6,15,523
1,L.Gil,New York Yankees,Seattle Mariners,1, 6.1,1,0,0,2,8,0,2.11,96,65,38,13,14,6,6,77,0.379,1.09,0.27,1.32,3.4,19,523
2,E.Miller,San Francisco Giants,Pittsburgh Pirates,0, 1.2,2,1,1,0,3,1,4.56,27,19,10,5,4,2,2,50,-0.043,0.77,-0.02,0.67,-0.3,5,523
3,P.Skenes,Pittsburgh Pirates,San Francisco Giants,1, 6 ,6,1,1,1,3,0,2.25,93,62,37,13,12,9,10,58,0.169,0.94,0.08,0.73,2.1,18,523
4,A.Heaney,Texas Rangers,Philadelphia Phillies,0, 3.1,9,4,3,2,1,1,4.69,82,52,35,9,8,5,13,27,-0.300,1.36,-0.15,1.11,-3.5,10,523
5,Z.Wheeler,Philadelphia Phillies,Texas Rangers,1, 7 ,5,2,2,2,5,1,2.53,91,58,34,12,12,7,14,62,0.193,1.11,0.09,0.90,1.6,21,523
6,M.Waldron,San Diego Padres,Cincinnati Reds,0, 5 ,6,2,2,2,7,0,4.86,90,58,28,10,20,5,7,52,0.120,1.50,0.07,1.49,0.7,15,523
7,F.Montas,Cincinnati Reds,San Diego Padres,1, 6 ,9,4,4,1,3,0,4.61,94,64,41,8,15,8,15,40,-0.109,0.97,-0.03,0.46,-0.7,18,523
8,A.Smith-Shawver,Atlanta Braves,Chicago Cubs,0, 4.1,3,0,0,2,4,0,0.00,87,55,34,9,12,3,9,59,0.219,1.04,0.15,1.18,2.2,13,523
9,B.Brown,Chicago Cubs,Atlanta Braves,1, 4 ,1,0,0,2,6,0,3.20,66,42,25,9,8,2,5,64,0.221,1.20,0.16,1.41,2.2,12,523
10,R.Feltner,Colorado Rockies,Oakland Athletics,0, 6 ,4,0,0,2,6,0,5.07,94,63,37,12,14,3,13,68,0.311,1.31,0.03,0.23,2.8,18,523
11,J.Estes,Oakland Athletics,Colorado Rockies,1, 7 ,7,4,4,0,6,0,7.47,93,73,45,14,14,2,19,53,-0.127,0.61,-0.02,0.18,-0.7,21,523
12,K.Gausman,Toronto Blue Jays,Detroit Tigers,0, 6 ,3,1,1,2,10,0,4.47,98,60,31,18,11,4,5,70,0.202,1.31,0.07,0.77,2.1,18,523
13,J.Flaherty,Detroit Tigers,Toronto Blue Jays,1, 6.1,7,3,3,1,9,2,3.84,103,65,30,12,23,6,9,55,-0.096,1.11,-0.04,0.71,0.4,19,523
14,G.Rodriguez,Baltimore Orioles,Chicago White Sox,0, 5 ,3,2,2,5,7,0,3.20,94,58,29,12,17,4,7,55,0.035,1.17,0.03,1.36,0.6,15,523
15,M.Clevinger,Chicago White Sox,Baltimore Orioles,1, 4.2,7,5,5,3,5,2,6.75,98,61,33,12,16,7,8,32,-0.338,1.12,-0.01,0.06,-2.6,14,523
