,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,T.Rogers,Baltimore Orioles,Cleveland Guardians,0, 4.1,6,5,5,3,3,1,4.76,94,59,38,8,13,6,10,31,-0.312,0.73,-0.24,0.92,-3.1,13,801
1,B.Lively,Cleveland Guardians,Baltimore Orioles,1, 6 ,4,2,2,1,4,1,3.42,90,58,33,8,17,6,11,59,0.125,0.78,0.07,0.77,0.9,18,801
2,S.Lugo,Kansas City Royals,Detroit Tigers,0, 8 ,4,1,1,1,3,0,2.57,103,66,37,10,19,14,10,72,0.316,1.09,0.26,1.48,3.0,24,801
3,K.Montero,Detroit Tigers,Kansas City Royals,1, 7 ,6,4,4,1,3,1,6.18,88,66,42,2,22,11,12,51,-0.130,0.67,-0.02,0.14,-0.5,21,801
4,M.Meyer,Miami Marlins,Atlanta Braves,0, 5 ,7,4,4,1,7,3,3.81,92,64,40,12,12,6,8,43,-0.199,0.48,0.00,0.00,-1.4,15,801
5,C.Morton,Atlanta Braves,Miami Marlins,1, 6 ,5,1,0,2,6,0,3.94,96,59,32,15,12,8,7,64,0.212,0.99,0.18,1.38,2.1,18,801
6,S.Gray,St Louis Cardinals,Chicago Cubs,0, 7 ,5,2,2,1,9,1,3.72,93,65,34,15,16,7,9,67,0.143,1.06,0.10,1.23,1.6,21,801
7,S.Imanaga,Chicago Cubs,St. Louis Cardinals,1, 6.2,10,4,4,0,7,2,3.09,91,71,40,18,13,9,14,45,-0.116,1.12,-0.02,0.28,0.3,20,801
8,R.Feltner,Colorado Rockies,Los Angeles Angels,0, 6 ,7,3,3,1,3,2,4.97,93,58,38,7,13,8,14,48,-0.086,1.10,0.00,0.00,0.0,18,801
9,C.Fulmer,Los Angeles Angels,Colorado Rockies,1, 6 ,3,2,2,1,8,1,3.69,79,53,21,17,15,4,9,65,0.108,0.88,0.00,0.06,1.0,18,801
