,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,H.Brown,Houston Astros,Cincinnati Reds,0, 6 ,4,0,0,1,6,0,3.41,97,62,36,7,19,9,7,69,0.362,0.97,0.23,1.02,3.2,18,905
1,R.Lowder,Cincinnati Reds,Houston Astros,1, 6.1,4,0,0,4,3,0,0.87,82,55,39,5,11,9,10,64,0.247,1.03,0.00,0.00,2.5,19,905
2,P.Lopez,Minnesota Twins,Tampa Bay Rays,0, 6.2,7,3,3,1,9,0,4.05,91,62,32,17,13,11,7,56,0.066,1.23,0.05,1.50,0.0,20,905
3,T.Bradley,Tampa Bay Rays,Minnesota Twins,1, 7 ,6,4,4,1,10,2,4.40,100,68,30,19,19,8,8,58,-0.114,0.67,-0.02,0.22,-0.6,21,905
4,B.Woo,Seattle Mariners,Oakland Athletics,0, 5 ,8,2,2,0,6,1,2.36,88,59,31,11,17,6,11,49,0.086,1.22,0.03,0.75,0.3,15,905
5,J.Estes,Oakland Athletics,Seattle Mariners,1, 4 ,6,4,4,0,3,2,4.46,92,59,38,8,13,3,13,37,-0.239,0.80,0.00,0.00,-2.5,12,905
6,M.Kelly,Arizona Diamondbacks,San Francisco Giants,0, 7 ,6,2,2,0,8,0,4.08,94,61,33,12,16,7,12,65,0.178,1.36,0.12,1.49,1.4,21,905
7,B.Snell,San Francisco Giants,Arizona Diamondbacks,1, 1 ,2,2,1,2,2,0,3.62,42,24,10,5,9,3,1,43,-0.158,1.67,-0.00,0.02,-1.5,3,905
8,R.Suarez,Philadelphia Phillies,Miami Marlins,0, 5 ,3,0,0,2,4,0,2.90,82,48,29,8,11,10,3,63,0.312,1.14,0.21,1.25,2.7,15,905
9,A.Oller,Miami Marlins,Philadelphia Phillies,1, 5.1,5,4,4,5,6,1,4.15,90,51,26,11,14,3,11,43,-0.013,1.06,0.00,0.00,-0.0,16,905
10,J.Irvin,Washington Nationals,Pittsburgh Pirates,0, 5 ,7,6,6,3,4,0,4.28,87,52,28,8,16,11,6,30,-0.417,1.02,0.00,0.00,-3.4,15,905
11,B.Falter,Pittsburgh Pirates,Washington Nationals,1, 5 ,7,3,3,2,3,1,4.45,94,65,40,6,19,8,10,42,-0.054,0.98,0.00,0.00,-0.4,15,905
12,A.Gomber,Colorado Rockies,Atlanta Braves,0, 8 ,5,1,1,0,6,0,4.50,92,67,41,10,16,3,19,74,0.447,1.12,0.00,0.00,3.2,24,905
13,R.Lopez,Atlanta Braves,Colorado Rockies,1, 6 ,5,2,2,0,11,2,2.04,91,67,34,12,21,4,8,65,0.080,0.87,0.06,1.12,1.1,18,905
14,J.Kochanowicz,Los Angeles Angels,Texas Rangers,0, 6 ,8,3,3,1,0,1,4.89,93,65,43,6,16,11,13,43,-0.093,0.70,0.00,0.00,-0.1,18,905
15,C.Bradford,Texas Rangers,Los Angeles Angels,1, 6 ,2,1,1,2,4,0,3.05,90,58,33,6,19,7,9,66,0.232,0.82,0.01,0.05,1.9,18,905
16,C.Mize,Detroit Tigers,San Diego Padres,0, 5.1,6,3,3,1,2,2,4.30,83,58,34,6,18,9,10,45,-0.128,0.49,-0.03,0.18,-0.5,16,905
17,M.Perez,San Diego Padres,Detroit Tigers,1, 6.1,5,0,0,1,5,0,4.46,80,54,30,7,17,9,9,67,0.238,0.90,0.17,1.06,2.6,19,905
