Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
B.Lively,Cleveland Guardians,Atlanta Braves,0,4.1,4,1,1,2,5,0,2.3,88,53,31,11,11,2,9,54,0.104,1.12,0.07,1.3,1.2,13,428
B.Elder,Atlanta Braves,Cleveland Guardians,1,5.1,4,2,2,4,2,0,1.5,85,48,28,5,15,13,3,50,0.057,1.25,0.04,1.44,1.0,16,428
P.Blackburn,Oakland Athletics,Baltimore Orioles,0,4.0,7,6,6,1,5,3,3.34,79,48,28,14,6,4,10,28,-0.505,0.94,-0.22,0.69,-4.0,12,428
A.Suarez,Baltimore Orioles,Oakland Athletics,1,4.0,7,4,4,1,6,1,2.35,83,55,29,14,12,3,10,37,-0.247,1.03,-0.18,1.23,-2.0,12,428
M.Grove,Los Angeles Dodgers,Toronto Blue Jays,0,2.0,4,3,3,0,3,1,6.88,34,23,14,4,5,3,3,39,-0.198,0.86,-0.14,1.0,-2.0,6,428
K.Gausman,Toronto Blue Jays,Los Angeles Dodgers,1,7.0,5,1,1,0,5,1,4.5,93,68,40,7,21,8,13,68,0.29,0.94,0.14,0.75,2.5,21,428
M.Wacha,Kansas City Royals,Detroit Tigers,0,5.2,9,4,4,0,3,2,4.24,91,60,36,8,16,8,14,38,-0.156,0.71,-0.12,0.9,-1.0,17,428
T.Skubal,Detroit Tigers,Kansas City Royals,1,7.0,4,1,1,1,6,0,1.72,91,64,33,15,16,6,13,70,0.289,0.84,0.2,0.97,2.6,21,428
P.Corbin,Washington Nationals,Miami Marlins,0,4.0,8,7,4,2,4,1,6.82,93,53,33,10,10,9,7,26,-0.346,0.53,-0.16,0.41,-4.9,12,428
R.Weathers,Miami Marlins,Washington Nationals,1,4.0,5,6,6,3,3,1,4.55,87,56,30,10,16,5,10,28,-0.148,0.61,-0.01,0.11,-3.2,12,428
L.Lynn,St Louis Cardinals,New York Mets,0,5.0,5,1,1,3,3,1,2.64,87,49,30,10,9,8,8,53,-0.012,1.36,-0.01,1.14,0.6,15,428
J.Quintana,New York Mets,St. Louis Cardinals,1,8.0,3,1,1,1,3,0,3.48,99,68,41,9,18,12,13,74,0.385,1.11,0.2,0.98,3.1,24,428
Z.Littell,Tampa Bay Rays,Chicago White Sox,0,6.0,8,2,2,0,6,0,3.27,97,71,39,11,21,10,9,54,0.051,1.18,0.02,0.86,1.2,18,428
E.Fedde,Chicago White Sox,Tampa Bay Rays,1,8.1,7,2,2,0,9,1,2.6,108,72,44,12,16,6,17,70,0.399,1.03,0.04,0.16,2.0,25,428
M.Stroman,New York Yankees,Milwaukee Brewers,0,4.0,6,4,4,5,4,1,3.69,88,44,21,9,14,8,5,33,-0.257,1.38,-0.18,1.58,-2.3,12,428
T.Myers,Milwaukee Brewers,New York Yankees,1,5.0,5,4,4,0,5,2,4.5,64,46,29,4,13,5,10,46,-0.144,0.88,-0.1,1.01,-1.4,15,428
A.Abbott,Cincinnati Reds,Texas Rangers,0,5.1,6,4,4,0,7,2,3.27,85,56,34,7,15,4,10,47,-0.22,0.38,-0.13,0.37,-1.4,16,428
D.Dunning,Texas Rangers,Cincinnati Reds,1,5.1,3,2,1,0,10,0,4.13,69,49,24,16,9,4,5,66,0.125,0.6,0.07,0.56,1.5,16,428
F.Valdez,Houston Astros,Colorado Rockies,0,5.0,5,2,2,0,6,0,2.6,71,46,23,12,11,6,6,55,0.073,1.05,0.02,0.44,0.5,15,428
A.Gomber,Colorado Rockies,Houston Astros,1,7.0,6,4,4,0,2,3,4.5,79,56,37,4,15,7,17,51,-0.14,0.69,-0.02,0.19,-0.5,21,428
J.Jones,Pittsburgh Pirates,San Francisco Giants,0,5.0,6,3,3,1,3,2,3.18,83,55,38,6,11,5,11,45,-0.104,0.73,-0.06,0.67,-0.5,15,428
K.Winn,San Francisco Giants,Pittsburgh Pirates,1,6.0,3,1,1,1,5,0,3.18,80,51,31,9,11,10,5,66,0.243,1.02,0.12,0.86,2.1,18,428
P.Lopez,Minnesota Twins,Los Angeles Angels,0,5.0,4,4,4,1,8,2,4.83,87,55,30,13,12,3,8,50,-0.04,0.68,-0.02,0.61,-1.3,15,428
R.Detmers,Los Angeles Angels,Minnesota Twins,1,5.0,9,5,5,0,3,0,3.12,87,62,35,7,20,10,11,32,-0.235,0.85,-0.09,0.54,-2.7,15,428
T.Walker,Philadelphia Phillies,San Diego Padres,0,6.1,8,6,6,2,4,2,8.53,90,59,35,9,15,4,17,35,-0.251,0.89,-0.17,1.02,-2.8,19,428
M.King,San Diego Padres,Philadelphia Phillies,1,5.1,6,6,6,3,6,3,5.0,95,59,30,10,19,7,9,35,-0.431,0.83,-0.22,0.7,-3.5,16,428
B.Pfaadt,Arizona Diamondbacks,Seattle Mariners,0,6.0,5,2,2,0,11,1,4.63,96,65,31,14,19,5,6,65,0.055,0.9,0.02,0.63,0.9,18,428
L.Gilbert,Seattle Mariners,Arizona Diamondbacks,1,6.1,4,2,2,1,9,1,2.03,97,66,35,14,17,4,10,65,0.019,1.0,0.01,1.08,0.7,19,428
H.Wesneski,Chicago Cubs,Boston Red Sox,0,4.0,5,2,1,1,3,0,0.87,63,46,28,8,10,8,7,48,-0.024,0.98,-0.02,1.08,0.2,12,428
T.Houck,Boston Red Sox,Chicago Cubs,1,6.2,4,1,1,0,9,0,1.6,95,72,39,16,17,10,5,71,0.304,0.86,0.18,0.83,2.3,20,428
