Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
M.Black,San Francisco Giants,Philadelphia Phillies,0,4.1,8,5,5,3,4,1,10.38,84,51,32,5,14,4,13,28,-0.176,0.93,-0.07,0.64,-3.1,13,506
Z.Wheeler,Philadelphia Phillies,San Francisco Giants,1,7.0,4,1,0,1,11,0,1.64,102,66,26,18,22,3,11,77,0.316,0.84,0.23,1.0,2.6,21,506
J.Flaherty,Detroit Tigers,Cleveland Guardians,0,6.0,6,2,2,1,6,1,3.86,101,66,34,13,19,7,9,57,0.054,1.02,0.03,1.13,1.0,18,506
T.McKenzie,Cleveland Guardians,Detroit Tigers,1,5.0,3,1,1,3,6,1,3.97,83,50,26,8,16,2,10,60,0.176,1.24,0.14,1.66,1.5,15,506
T.Anderson,Los Angeles Angels,Pittsburgh Pirates,0,6.1,6,4,4,3,5,1,2.74,93,59,36,9,14,5,15,47,-0.174,0.82,-0.04,0.33,-1.0,19,506
M.Keller,Pittsburgh Pirates,Los Angeles Angels,1,9.0,5,1,1,1,5,1,4.41,109,75,51,6,18,16,9,77,0.352,0.74,0.16,0.58,3.7,27,506
M.Clevinger,Chicago White Sox,Tampa Bay Rays,0,2.0,6,4,3,4,0,0,13.5,54,31,20,1,10,5,7,26,-0.356,1.06,-0.02,0.12,-4.0,6,506
T.Alexander,Tampa Bay Rays,Chicago White Sox,1,4.0,4,2,2,1,7,1,4.96,75,55,29,13,13,8,3,52,-0.097,0.9,-0.04,0.66,-1.0,12,506
B.Wilson,Milwaukee Brewers,Kansas City Royals,0,6.0,1,0,0,3,6,0,2.4,89,53,30,10,13,5,7,73,0.361,1.22,0.26,1.44,3.1,18,506
C.Ragans,Kansas City Royals,Milwaukee Brewers,1,6.0,2,2,2,2,8,1,3.38,95,60,24,19,17,6,6,66,0.047,0.74,0.03,0.8,1.1,18,506
Y.Darvish,San Diego Padres,Chicago Cubs,0,5.0,3,0,0,1,5,0,2.94,83,62,40,14,8,5,8,65,0.29,1.01,0.17,0.97,2.7,15,506
J.Steele,Chicago Cubs,San Diego Padres,1,4.2,3,0,0,1,2,0,0.96,68,43,26,4,13,6,9,59,0.258,0.91,0.19,1.13,2.5,14,506
L.Castillo,Seattle Mariners,Minnesota Twins,0,6.2,3,3,3,3,7,0,3.54,98,67,36,12,19,7,9,60,-0.026,1.19,-0.02,1.35,1.1,20,506
S.Woods,Minnesota Twins,Seattle Mariners,1,6.0,1,0,0,1,8,0,1.74,82,51,28,9,14,2,9,77,0.365,1.06,0.25,1.2,3.1,18,506
S.Manaea,New York Mets,St. Louis Cardinals,0,6.0,6,3,3,1,1,0,3.31,89,57,40,3,14,7,15,48,-0.045,1.25,-0.02,1.03,0.1,18,506
K.Gibson,St Louis Cardinals,St. Louis Cardinals,0,6.0,7,3,2,2,4,0,3.68,91,60,30,12,18,9,11,50,-0.045,0.79,-0.02,0.57,0.1,18,506
A.Heaney,Texas Rangers,Oakland Athletics,0,6.0,7,2,1,0,5,0,4.5,97,71,45,12,14,8,13,57,-0.012,0.88,-0.01,1.05,0.2,18,506
A.Wood,Oakland Athletics,Texas Rangers,1,6.0,2,0,0,1,3,0,5.3,78,54,31,5,18,9,8,70,0.343,0.83,0.21,0.83,2.8,18,506
R.Munoz,Miami Marlins,Los Angeles Dodgers,0,4.2,7,6,6,4,5,4,5.17,104,63,34,10,19,2,14,27,-0.403,0.66,-0.04,0.12,-3.5,14,506
W.Buehler,Los Angeles Dodgers,Miami Marlins,1,4.0,6,3,3,0,4,1,6.75,77,49,28,8,13,8,5,42,-0.086,0.94,-0.06,1.14,-0.8,12,506
