Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
R.Ray,San Francisco Giants,Cincinnati Reds,0,5.0,3,2,2,1,9,2,4.4,86,55,27,17,11,3,6,61,0.057,0.9,0.02,0.51,0.6,15,804
C.Spiers,Cincinnati Reds,San Francisco Giants,1,5.2,5,3,3,0,5,2,3.59,86,57,38,7,12,4,12,52,-0.056,0.96,-0.01,0.34,0.1,17,804
E.Cabrera,Miami Marlins,Atlanta Braves,0,5.0,3,0,0,2,8,0,5.96,98,60,28,17,15,4,5,67,0.196,0.7,0.0,0.0,2.6,15,804
M.Fried,Atlanta Braves,Miami Marlins,1,3.1,4,5,5,5,6,0,3.4,82,46,20,13,13,4,4,33,-0.176,1.4,-0.16,2.09,-1.8,10,804
Y.Rodriguez,Toronto Blue Jays,New York Yankees,0,4.2,4,0,0,1,4,0,3.86,76,51,26,10,15,7,7,59,0.271,1.41,0.01,0.09,2.4,14,804
G.Cole,New York Yankees,Toronto Blue Jays,1,5.2,6,2,2,0,4,0,5.09,91,60,39,4,17,4,14,53,0.031,0.91,0.02,1.14,0.9,17,804
R.Nelson,Arizona Diamondbacks,Pittsburgh Pirates,0,5.0,6,4,4,2,7,0,4.65,97,59,35,8,16,3,10,44,-0.219,0.67,-0.2,1.01,-1.5,15,804
P.Skenes,Pittsburgh Pirates,Arizona Diamondbacks,1,5.1,5,2,2,3,4,0,1.99,100,56,30,10,16,6,9,51,0.102,0.76,0.07,0.83,1.1,16,804
T.Myers,Milwaukee Brewers,Washington Nationals,0,5.0,4,1,1,1,2,1,3.02,64,41,28,6,7,5,10,56,0.115,0.79,0.1,1.18,1.4,15,804
M.Parker,Washington Nationals,Milwaukee Brewers,1,6.0,3,0,0,3,3,0,4.06,87,52,29,8,15,3,13,66,0.362,1.18,0.01,0.08,2.9,18,804
C.Burnes,Baltimore Orioles,Cleveland Guardians,0,5.0,7,5,4,1,4,1,2.63,92,58,35,7,16,7,11,38,-0.221,0.97,-0.18,1.35,-2.5,15,804
G.Williams,Cleveland Guardians,Baltimore Orioles,1,4.0,8,6,6,2,8,2,4.91,86,53,27,10,16,5,7,28,-0.403,1.01,-0.23,0.96,-4.0,12,804
M.Wacha,Kansas City Royals,Detroit Tigers,0,6.0,7,2,2,4,2,0,3.55,99,58,38,4,16,8,14,48,0.036,0.95,0.03,1.23,1.0,18,804
A.Faedo,Detroit Tigers,Kansas City Royals,1,1.2,2,0,0,1,3,0,3.69,37,20,11,4,5,1,3,53,0.075,1.0,0.01,0.12,0.8,5,804
H.Bigge,Tampa Bay Rays,Houston Astros,0,0.2,1,0,0,2,1,0,1.5,22,8,5,2,1,0,2,49,-0.024,1.58,-0.01,0.92,-0.3,2,804
S.Arrighetti,Houston Astros,Tampa Bay Rays,1,6.0,5,1,1,2,12,0,5.33,100,67,29,19,19,3,6,68,0.183,1.06,0.11,1.1,1.9,18,804
C.Flexen,Chicago White Sox,Minnesota Twins,0,1.2,7,8,6,3,3,1,5.53,70,39,23,5,11,3,6,13,-0.369,0.78,0.0,0.0,-6.2,5,804
S.Woods,Minnesota Twins,Chicago White Sox,1,4.0,6,3,3,3,6,0,3.87,89,54,33,12,9,4,8,41,0.075,0.69,0.06,0.88,-1.0,12,804
N.Pivetta,Boston Red Sox,Texas Rangers,0,4.2,2,2,2,1,5,2,4.44,70,44,24,9,11,4,8,56,0.041,0.72,0.03,0.79,0.3,14,804
N.Eovaldi,Texas Rangers,Boston Red Sox,1,5.0,7,5,5,1,7,2,3.62,99,66,41,16,9,6,9,39,-0.254,0.93,-0.06,0.34,-2.1,15,804
J.Quintana,New York Mets,Los Angeles Angels,0,5.0,3,3,3,4,4,0,3.95,96,53,27,9,17,3,10,49,-0.1,0.99,-0.07,1.19,-0.5,15,804
G.Canning,Los Angeles Angels,New York Mets,1,5.0,3,2,1,4,8,0,5.1,97,54,22,14,18,4,6,59,0.06,1.26,0.0,0.04,0.6,15,804
R.Ryan,Los Angeles Dodgers,Oakland Athletics,0,4.2,5,2,2,3,4,1,1.72,75,48,30,7,11,9,5,47,-0.027,1.17,-0.02,1.69,-0.4,14,804
O.Bido,Oakland Athletics,Los Angeles Dodgers,1,6.0,6,3,2,3,6,0,4.64,100,63,34,16,13,5,12,53,-0.033,1.03,0.0,0.0,-0.2,18,804
C.Quantrill,Colorado Rockies,San Diego Padres,0,4.1,5,3,3,3,2,2,4.56,88,52,38,5,9,3,13,40,-0.16,0.91,0.0,0.0,-1.0,13,804
M.Waldron,San Diego Padres,Colorado Rockies,1,5.2,2,1,1,2,7,1,3.79,80,48,21,9,18,1,10,66,0.209,1.04,0.18,1.48,1.9,17,804
Z.Wheeler,Philadelphia Phillies,Seattle Mariners,0,8.0,2,0,0,1,9,0,2.77,96,68,39,14,15,6,11,86,0.489,0.94,0.34,1.09,3.6,24,804
L.Gilbert,Seattle Mariners,Philadelphia Phillies,1,6.0,4,1,1,0,7,1,3.05,98,65,35,16,14,5,10,67,0.173,0.85,0.11,0.89,1.7,18,804
M.Mikolas,St Louis Cardinals,Chicago Cubs,0,4.0,8,4,4,2,3,0,5.12,88,60,39,7,14,7,9,31,-0.316,1.11,-0.21,1.23,-2.8,12,804
J.Steele,Chicago Cubs,St. Louis Cardinals,1,6.2,3,2,2,2,6,1,3.33,99,65,29,12,24,8,10,64,0.104,0.86,0.02,0.25,1.1,20,804
