,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,B.Basso,Oakland Athletics,Chicago Cubs,0, 4.2,6,3,3,2,5,0,2.33,93,60,33,13,14,7,8,43,-0.181,1.38,0.00,0.00,-0.9,14,918
1,J.Steele,Chicago Cubs,Oakland Athletics,1, 2.2,2,0,0,3,1,0,3.03,57,37,22,5,10,8,0,52,0.072,0.98,0.00,0.02,0.7,8,918
2,E.Rodriguez,Arizona Diamondbacks,Colorado Rockies,0, 6.1,5,2,2,1,11,0,5.09,94,64,36,14,14,3,10,65,0.169,0.80,0.14,1.12,1.6,19,918
3,A.Gomber,Colorado Rockies,Arizona Diamondbacks,1, 2 ,6,6,5,1,1,3,4.67,49,34,23,1,10,2,10,22,-0.360,0.76,0.00,0.00,-4.9,6,918
4,J.Shuster,Chicago White Sox,Los Angeles Angels,0, 3 ,1,0,0,0,1,0,4.35,39,29,19,4,6,2,7,58,0.154,0.70,0.00,0.00,1.5,9,918
5,J.Kochanowicz,Los Angeles Angels,Chicago White Sox,1, 7 ,5,1,1,0,5,1,4.56,79,59,38,8,13,11,10,68,0.242,0.96,0.00,0.00,2.5,21,918
6,H.Birdsong,San Francisco Giants,Baltimore Orioles,0, 5.2,4,3,3,2,3,0,4.74,96,55,37,8,10,8,10,50,0.045,1.06,0.00,0.00,0.6,17,918
7,D.Kremer,Baltimore Orioles,San Francisco Giants,1, 6 ,7,5,4,0,7,2,4.19,86,58,30,14,14,10,8,47,-0.338,0.94,-0.19,0.88,-2.2,18,918
8,S.Schwellenbach,Atlanta Braves,Cincinnati Reds,0, 6 ,5,1,1,2,5,0,3.61,94,62,37,10,15,7,10,61,0.203,1.31,0.18,1.97,2.2,18,918
9,J.Junis,Cincinnati Reds,Atlanta Braves,1, 6 ,2,1,1,0,6,0,2.61,70,50,32,4,14,4,10,70,0.203,0.76,0.00,0.00,2.2,18,918
10,B.Ober,Minnesota Twins,Cleveland Guardians,0, 7 ,4,2,2,0,12,2,3.84,101,70,38,16,16,5,8,73,0.125,1.15,0.10,1.50,1.5,21,918
11,T.Bibee,Cleveland Guardians,Minnesota Twins,1, 6.2,5,2,2,1,5,0,3.56,96,62,34,15,13,9,11,60,0.113,1.06,0.05,0.79,1.4,20,918
12,L.Knack,Los Angeles Dodgers,Miami Marlins,0, 5 ,2,0,0,2,7,0,3.39,87,56,29,7,20,4,6,68,0.209,0.82,0.18,1.20,2.7,15,918
13,R.Weathers,Miami Marlins,Los Angeles Dodgers,1, 4.1,8,6,5,0,5,3,3.94,74,48,23,12,13,5,12,30,-0.273,0.68,0.00,0.00,-4.0,13,918
14,F.Valdez,Houston Astros,San Diego Padres,0, 7 ,5,1,1,2,6,1,2.85,94,63,37,11,15,13,7,67,0.207,1.05,0.10,0.82,2.6,21,918
15,D.Cease,San Diego Padres,Houston Astros,1, 8.1,2,0,0,0,5,0,3.42,103,70,44,12,14,12,11,84,0.551,0.99,0.36,1.08,3.4,25,918
16,T.Houck,Boston Red Sox,Tampa Bay Rays,0, 4 ,4,1,1,0,4,0,3.21,60,42,26,8,8,7,4,54,0.072,1.01,0.01,0.11,0.9,12,918
17,R.Pepiot,Tampa Bay Rays,Boston Red Sox,1, 6 ,2,1,1,0,12,1,3.64,76,56,26,22,8,1,7,76,0.193,0.94,0.00,0.03,1.9,18,918
18,D.Herz,Washington Nationals,New York Mets,0, 3.1,6,7,7,3,5,0,4.30,83,48,24,12,12,4,7,22,-0.234,0.95,0.00,0.00,-3.6,10,918
19,J.Quintana,New York Mets,Washington Nationals,1, 7 ,2,0,0,2,4,0,3.74,90,53,29,5,19,14,4,75,0.217,0.63,0.16,0.79,3.4,21,918
20,T.Skubal,Detroit Tigers,Kansas City Royals,0, 5 ,3,1,1,1,7,0,2.48,95,64,32,17,15,8,4,63,0.149,1.00,0.15,1.64,1.5,15,918
21,A.Marsh,Kansas City Royals,Detroit Tigers,1, 2.2,5,4,3,3,5,1,4.65,73,39,20,11,8,3,6,36,-0.295,1.42,-0.21,1.68,-2.8,8,918
22,A.Nola,Philadelphia Phillies,Milwaukee Brewers,0, 7 ,3,1,1,1,9,1,3.54,97,61,32,13,16,8,7,75,0.310,1.09,0.09,0.56,2.6,21,918
23,F.Peralta,Milwaukee Brewers,Philadelphia Phillies,1, 5 ,2,1,1,2,9,1,3.69,91,56,31,15,10,1,7,66,0.145,0.83,0.12,1.14,1.6,15,918
