Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
R.Nelson,Arizona Diamondbacks,Washington Nationals,0,7.0,3,2,2,0,2,2,5.18,70,46,32,5,9,10,12,65,0.187,0.73,0.1,0.62,1.4,21,620
M.Gore,Washington Nationals,Arizona Diamondbacks,1,5.0,10,4,4,2,7,0,3.49,103,72,50,9,13,6,12,36,-0.24,1.17,-0.11,0.91,-1.6,15,620
L.Castillo,Seattle Mariners,Cleveland Guardians,0,5.0,8,5,5,2,4,2,3.63,93,61,42,7,12,4,13,33,-0.383,1.07,-0.28,1.31,-2.6,15,620
L.Allen,Cleveland Guardians,Seattle Mariners,1,6.0,4,3,3,4,2,1,5.23,87,54,32,5,17,8,10,50,-0.029,1.16,-0.02,1.53,-0.2,18,620
Z.Littell,Tampa Bay Rays,Minnesota Twins,0,5.0,5,2,2,2,5,1,4.2,95,61,38,9,14,3,11,52,0.036,0.96,0.01,0.41,0.4,15,620
S.Woods,Minnesota Twins,Tampa Bay Rays,1,6.0,4,2,2,2,6,0,3.26,92,60,38,10,12,4,12,60,0.11,1.16,0.07,1.31,0.9,18,620
S.Arrighetti,Houston Astros,Chicago White Sox,0,4.1,5,3,3,4,2,0,6.36,80,47,26,7,14,4,11,39,-0.143,1.47,-0.03,0.6,-0.8,13,620
C.Flexen,Chicago White Sox,Houston Astros,1,6.0,5,1,1,3,6,1,5.03,96,62,35,11,16,6,10,61,0.198,1.1,0.0,0.0,1.9,18,620
G.Stone,Los Angeles Dodgers,Colorado Rockies,0,5.1,4,2,2,2,7,0,3.04,77,51,25,15,11,6,7,57,0.152,0.68,0.1,0.75,1.7,16,620
T.Blach,Colorado Rockies,Los Angeles Dodgers,1,4.0,10,5,5,1,2,3,5.13,76,46,30,4,12,4,16,23,-0.236,0.75,-0.01,0.03,-2.8,12,620
S.Lugo,Kansas City Royals,Oakland Athletics,0,6.2,6,2,2,3,8,1,2.42,95,60,34,11,15,7,8,59,0.002,1.05,0.0,1.13,0.9,20,620
M.Spence,Oakland Athletics,Kansas City Royals,1,6.0,6,2,2,1,7,2,3.86,98,64,38,12,14,7,10,58,0.012,0.75,0.0,0.03,0.7,18,620
C.Irvin,Baltimore Orioles,New York Yankees,0,4.2,5,5,5,2,2,2,3.45,84,56,36,6,14,4,13,34,0.021,0.29,0.02,0.41,-2.8,14,620
L.Gil,New York Yankees,Baltimore Orioles,1,1.1,8,7,7,2,1,1,2.77,47,27,17,5,5,4,7,9,-0.419,0.87,-0.34,1.17,-7.6,4,620
K.Winn,San Francisco Giants,St. Louis Cardinals,0,2.2,5,5,5,1,2,1,7.16,43,32,23,5,4,3,8,29,-0.333,1.03,-0.15,0.8,-3.1,8,620
A.Pallante,St Louis Cardinals,St. Louis Cardinals,0,5.1,7,5,5,3,5,1,5.23,95,57,34,3,20,10,6,36,-0.084,1.09,-0.04,0.97,-0.9,16,620
B.Wilson,Milwaukee Brewers,San Diego Padres,0,4.2,7,5,5,2,5,3,4.24,77,55,34,9,12,5,11,33,-0.38,0.67,-0.28,0.83,-3.1,14,620
A.Mazur,San Diego Padres,Milwaukee Brewers,1,4.2,5,3,3,3,3,1,7.27,87,54,36,4,14,7,9,42,-0.075,0.98,-0.04,0.83,-0.7,14,620
