,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,R.Lopez,Atlanta Braves,Baltimore Orioles,0, 6 ,2,0,0,1,8,0,1.69,91,58,33,14,11,6,6,75,0.281,0.88,0.17,0.87,2.8,18,613
1,C.Irvin,Baltimore Orioles,Atlanta Braves,1, 5.2,9,4,3,1,8,0,3.03,100,72,44,8,20,7,12,44,-0.178,0.84,-0.09,0.69,-1.6,17,613
2,P.Corbin,Washington Nationals,Detroit Tigers,0, 5.1,4,1,1,2,4,0,5.84,94,58,35,8,15,7,7,58,0.185,1.28,0.07,0.83,1.7,16,613
3,C.Mize,Detroit Tigers,Washington Nationals,1, 6 ,4,1,1,1,4,0,4.43,84,56,30,3,23,6,11,63,0.226,1.03,0.07,0.55,2.0,18,613
4,N.Cortes,New York Yankees,Kansas City Royals,0, 7 ,6,2,2,2,2,0,3.59,88,59,38,8,13,11,12,57,0.041,0.78,0.02,0.57,1.5,21,613
5,A.Marsh,Kansas City Royals,New York Yankees,1, 7 ,1,0,0,2,7,0,3.63,96,61,34,12,15,6,8,80,0.408,0.96,0.27,1.07,3.5,21,613
6,M.Keller,Pittsburgh Pirates,St. Louis Cardinals,0, 6 ,8,4,4,0,4,2,3.36,94,67,44,8,15,12,10,44,-0.186,1.02,-0.09,0.85,-1.0,18,613
7,L.Lynn,St Louis Cardinals,St. Louis Cardinals,0, 4.1,4,3,3,3,5,0,3.75,82,46,25,11,10,8,4,45,-0.010,1.20,-0.01,1.05,-0.1,13,613
8,J.Steele,Chicago Cubs,Tampa Bay Rays,0, 6 ,3,0,0,1,5,0,3.22,93,65,45,7,13,10,6,70,0.343,1.21,0.17,0.98,2.8,18,613
9,T.Bradley,Tampa Bay Rays,Chicago Cubs,1, 7 ,3,2,0,2,11,0,4.23,104,66,36,16,14,10,4,76,0.046,0.90,0.01,0.34,1.3,21,613
10,A.Nola,Philadelphia Phillies,Boston Red Sox,0, 3.2,11,8,8,2,2,1,3.48,90,53,36,4,13,6,13,7,-0.505,0.84,-0.19,0.53,-6.5,11,613
11,T.Houck,Boston Red Sox,Philadelphia Phillies,1, 6 ,8,3,3,0,5,0,2.08,94,68,40,9,19,11,10,49,-0.013,0.87,-0.01,0.52,0.0,18,613
12,R.Munoz,Miami Marlins,New York Mets,0, 6 ,1,0,0,1,5,0,4.56,81,49,29,8,12,5,7,74,0.358,0.99,0.01,0.03,2.8,18,613
13,L.Severino,New York Mets,Miami Marlins,1, 6 ,7,1,1,3,2,1,3.12,103,63,48,7,8,14,7,53,0.155,1.23,0.03,0.47,1.8,18,613
14,L.Medina,Oakland Athletics,Minnesota Twins,0, 5 ,8,4,4,1,3,0,5.87,102,67,40,12,15,7,13,37,-0.243,1.11,-0.01,0.09,-1.6,15,613
15,J.Ryan,Minnesota Twins,Oakland Athletics,1, 7 ,3,2,2,1,5,1,3.24,95,65,38,13,14,7,12,67,0.179,0.80,0.10,0.76,1.3,21,613
16,G.Canning,Los Angeles Angels,Arizona Diamondbacks,0, 6 ,4,4,4,1,3,2,4.76,97,59,34,8,17,9,10,50,-0.192,0.46,-0.01,0.06,-1.1,18,613
17,B.Pfaadt,Arizona Diamondbacks,Los Angeles Angels,1, 6 ,6,1,1,3,8,0,4.38,103,68,39,14,15,7,8,61,0.208,0.94,0.09,0.64,1.9,18,613
18,G.Crochet,Chicago White Sox,Seattle Mariners,0, 7 ,2,1,1,2,13,1,3.16,102,66,26,22,18,3,7,80,0.335,1.35,0.00,0.00,2.2,21,613
19,E.Hancock,Seattle Mariners,Chicago White Sox,1, 7 ,6,2,2,2,1,2,4.79,92,64,44,8,12,12,14,56,0.074,0.84,0.04,0.82,1.2,21,613
20,M.Lorenzen,Texas Rangers,Los Angeles Dodgers,0, 7 ,4,1,1,1,2,1,2.86,95,58,32,9,17,10,12,66,0.300,0.76,0.11,0.48,2.5,21,613
21,M.Grove,Los Angeles Dodgers,Texas Rangers,1, 1 ,3,2,2,0,0,0,5.09,23,14,10,1,3,4,2,39,-0.151,1.00,-0.10,1.13,-1.5,3,613
