Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
S.Schwellenbach,Atlanta Braves,Boston Red Sox,0,4.2,7,6,6,2,4,1,8.38,85,65,40,11,14,8,9,28,-0.224,0.61,-0.14,0.64,-2.9,14,605
N.Pivetta,Boston Red Sox,Atlanta Braves,1,7.0,1,0,0,2,9,0,3.4,91,63,34,13,16,6,7,82,0.258,0.7,0.09,0.4,3.5,21,605
M.Mikolas,St Louis Cardinals,Houston Astros,0,6.0,5,2,2,0,3,2,5.32,62,43,26,2,15,7,12,57,0.134,0.96,0.06,0.76,0.8,18,605
R.Blanco,Houston Astros,St. Louis Cardinals,1,5.2,5,4,4,2,2,1,2.78,98,67,38,14,15,7,13,43,-0.202,0.87,-0.06,0.4,-1.3,17,605
G.Ashcraft,Cincinnati Reds,Colorado Rockies,0,3.2,6,4,4,0,2,0,5.05,73,47,30,9,8,9,6,35,-0.208,0.8,-0.08,0.5,-2.1,11,605
D.Hudson,Colorado Rockies,Cincinnati Reds,1,4.1,5,4,4,4,4,2,5.25,81,44,25,5,14,5,7,37,-0.277,0.99,-0.02,0.13,-2.5,13,605
J.Hicks,San Francisco Giants,Arizona Diamondbacks,0,3.2,6,2,2,4,7,0,2.82,92,51,27,9,15,7,2,44,-0.064,1.05,-0.03,0.83,-0.8,11,605
J.Montgomery,Arizona Diamondbacks,San Francisco Giants,1,2.0,7,6,6,3,1,2,6.8,61,33,17,9,7,4,8,16,-0.436,1.2,-0.22,1.01,-5.4,6,605
A.Ashby,Milwaukee Brewers,Philadelphia Phillies,0,5.0,2,2,2,5,3,1,6.23,91,49,24,5,20,9,4,53,-0.004,1.09,-0.0,1.41,0.5,15,605
A.Nola,Philadelphia Phillies,Milwaukee Brewers,1,7.0,2,0,0,0,5,0,2.77,93,68,40,10,18,10,8,78,0.415,1.03,0.2,0.84,3.5,21,605
L.Severino,New York Mets,Washington Nationals,0,8.0,7,1,1,0,4,0,3.25,92,62,38,9,15,14,9,68,0.292,0.57,0.07,0.22,2.8,24,605
P.Corbin,Washington Nationals,New York Mets,1,5.1,7,6,6,1,3,3,6.15,77,51,32,6,13,5,13,32,-0.159,0.7,-0.05,0.4,-2.3,16,605
Z.Eflin,Tampa Bay Rays,Miami Marlins,0,4.0,3,2,2,0,3,0,4.14,55,38,29,4,5,7,5,51,0.03,0.76,0.01,0.41,0.1,12,605
B.Garrett,Miami Marlins,Tampa Bay Rays,1,2.2,6,5,5,1,3,0,5.81,53,31,13,9,9,5,5,28,-0.356,0.93,-0.01,0.06,-3.8,8,605
J.Paxton,Los Angeles Dodgers,Pittsburgh Pirates,0,1.2,6,7,6,2,2,0,4.19,45,28,19,4,5,8,1,17,-0.353,0.86,-0.26,1.03,-5.5,5,605
P.Skenes,Pittsburgh Pirates,Los Angeles Dodgers,1,5.0,6,3,3,1,8,2,3.0,93,61,35,9,17,6,8,50,0.089,0.73,0.04,0.57,-0.5,15,605
C.Paddack,Minnesota Twins,New York Yankees,0,4.0,6,7,7,2,7,0,5.26,85,54,25,12,17,6,5,27,-0.289,0.56,-0.18,0.58,-3.9,12,605
C.Rodon,New York Yankees,Minnesota Twins,1,6.0,3,2,2,0,9,1,3.08,100,65,33,17,15,4,8,67,0.176,0.39,0.1,0.36,0.9,18,605
A.Suarez,Baltimore Orioles,Toronto Blue Jays,0,5.0,5,2,2,1,4,0,1.83,84,51,32,7,12,4,12,52,0.05,1.09,0.03,1.18,0.3,15,605
J.Berrios,Toronto Blue Jays,Baltimore Orioles,1,6.0,6,2,2,3,2,1,2.8,97,58,35,6,17,10,10,51,0.123,1.07,0.03,0.46,0.8,18,605
E.Fedde,Chicago White Sox,Chicago Cubs,0,5.0,6,3,3,0,7,0,3.27,93,61,28,17,16,9,6,50,-0.011,1.3,0.0,0.0,-0.5,15,605
J.Taillon,Chicago Cubs,Chicago White Sox,1,5.0,10,5,5,1,6,1,3.47,75,50,28,8,14,5,13,32,-0.292,1.05,-0.15,0.92,-2.5,15,605
J.Wentz,Detroit Tigers,Texas Rangers,0,2.2,4,3,3,4,2,1,6.31,67,33,20,7,6,4,5,36,-0.104,1.14,-0.05,0.9,-0.8,8,605
J.Urena,Texas Rangers,Detroit Tigers,1,6.2,1,1,1,1,6,1,3.44,97,58,31,10,17,7,8,73,0.218,0.53,0.09,0.37,2.1,20,605
D.Cease,San Diego Padres,Los Angeles Angels,0,6.0,4,3,3,1,6,2,3.51,104,66,38,13,14,5,10,57,-0.088,0.56,-0.05,0.54,-0.0,18,605
J.Soriano,Los Angeles Angels,San Diego Padres,1,6.0,6,2,1,1,1,0,3.64,85,54,40,2,12,16,5,54,0.11,1.1,0.01,0.15,1.0,18,605
L.Gilbert,Seattle Mariners,Oakland Athletics,0,7.0,5,2,1,0,5,1,3.12,90,58,33,12,13,7,13,66,0.025,0.7,0.02,0.74,1.2,21,605
J.Estes,Oakland Athletics,Seattle Mariners,1,6.1,1,0,0,0,5,0,4.67,78,58,40,8,10,4,11,76,0.311,0.85,0.04,0.19,2.5,19,605
