,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Schmidt,New York Yankees,Baltimore Orioles,0, 5.2,3,1,1,3,5,1,3.19,92,56,32,11,13,3,11,61,0.146,0.88,0.12,1.22,1.7,17,429
1,G.Rodriguez,Baltimore Orioles,New York Yankees,1, 5.2,5,0,0,3,3,0,3.71,101,54,30,8,16,7,12,59,0.296,1.27,0.24,1.71,2.5,17,429
2,J.Irvin,Washington Nationals,Miami Marlins,0, 6 ,4,2,2,0,3,1,4.28,84,59,44,2,13,7,12,59,0.136,0.80,0.07,0.65,1.2,18,429
3,T.Rogers,Miami Marlins,Washington Nationals,1, 5 ,4,3,3,3,3,1,4.31,89,55,33,9,13,8,8,47,-0.078,0.89,-0.01,0.14,-0.3,15,429
4,J.Bowlan,Kansas City Royals,Toronto Blue Jays,0, 2.2,6,4,4,3,3,3,13.50,68,43,22,10,11,5,6,30,-0.311,0.88,-0.21,1.02,-3.0,8,429
5,Y.Rodriguez,Toronto Blue Jays,Kansas City Royals,1, 3.2,6,3,2,3,1,0,4.11,82,50,31,8,11,7,8,37,-0.183,1.25,-0.10,1.10,-1.8,11,429
6,J.Taillon,Chicago Cubs,New York Mets,0, 7.1,4,1,1,1,1,1,1.50,78,57,37,3,17,12,13,66,0.224,0.75,0.16,0.88,2.6,22,429
7,L.Severino,New York Mets,Chicago Cubs,1, 8 ,1,1,1,2,5,0,2.31,101,68,40,13,15,8,11,79,0.333,1.43,0.18,1.32,3.1,24,429
8,J.Ryan,Minnesota Twins,Chicago White Sox,0, 6 ,6,2,2,1,3,0,3.38,86,59,43,7,9,9,10,54,0.168,1.04,0.10,0.98,1.2,18,429
9,G.Crochet,Chicago White Sox,Minnesota Twins,1, 5 ,2,2,2,1,7,1,5.97,77,53,30,10,13,5,5,61,0.091,0.85,0.01,0.17,0.6,15,429
10,R.Pepiot,Tampa Bay Rays,Milwaukee Brewers,0, 6 ,2,0,0,0,7,0,3.12,87,57,28,9,20,6,7,75,0.398,1.15,0.17,0.81,3.1,18,429
11,B.Wilson,Milwaukee Brewers,Tampa Bay Rays,1, 6 ,4,1,1,2,6,0,3.00,91,57,29,9,19,5,9,64,0.206,1.01,0.14,1.16,2.1,18,429
12,C.Sanchez,Philadelphia Phillies,Los Angeles Angels,0, 5 ,7,4,4,2,1,1,3.68,75,42,27,1,14,9,10,36,-0.031,1.31,-0.02,1.50,-0.3,15,429
13,G.Canning,Los Angeles Angels,Philadelphia Phillies,1, 5 ,3,4,4,5,1,0,7.45,86,44,24,4,16,8,7,41,-0.156,1.03,-0.05,0.56,-1.3,15,429
14,J.Paxton,Los Angeles Dodgers,Arizona Diamondbacks,0, 5 ,6,4,4,5,4,0,3.51,96,55,34,8,13,4,12,38,-0.017,1.48,-0.01,1.90,-1.4,15,429
15,T.Henry,Arizona Diamondbacks,Los Angeles Dodgers,1, 4 ,5,2,2,2,0,0,5.40,72,44,29,1,14,5,10,42,-0.007,1.19,-0.00,1.08,0.1,12,429
16,B.Falter,Pittsburgh Pirates,Oakland Athletics,0, 5 ,6,5,5,0,5,1,4.22,65,48,27,11,10,4,12,40,-0.268,0.80,-0.14,0.68,-2.7,15,429
17,J.Boyle,Oakland Athletics,Pittsburgh Pirates,1, 5 ,1,1,1,4,4,0,6.08,91,45,20,6,19,3,8,61,0.160,1.32,0.07,0.90,1.3,15,429
18,N.Lodolo,Cincinnati Reds,San Diego Padres,0, 7 ,1,1,1,2,11,1,1.88,99,68,32,21,15,7,4,80,0.258,0.92,0.15,0.91,2.5,21,429
19,M.Waldron,San Diego Padres,Cincinnati Reds,1, 6 ,6,4,4,0,4,1,4.35,97,63,39,5,18,6,13,48,-0.193,0.70,-0.09,0.57,-1.0,18,429
20,M.Fried,Atlanta Braves,Seattle Mariners,0, 6 ,0,0,0,2,7,0,4.02,100,59,36,11,12,9,2,77,0.351,0.98,0.24,1.10,2.9,18,429
21,B.Miller,Seattle Mariners,Atlanta Braves,1, 7 ,2,1,1,1,10,0,2.04,97,64,37,15,12,6,6,78,0.205,1.07,0.12,1.09,2.4,21,429
