,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,N.Martinez,Cincinnati Reds,Chicago Cubs,0, 8 ,5,1,1,0,3,0,3.10,95,67,44,6,17,11,13,71,0.237,0.83,0.00,0.00,3.0,24,927
1,J.Taillon,Chicago Cubs,Cincinnati Reds,1, 7 ,4,0,0,2,2,0,3.27,89,58,38,3,17,9,12,69,0.455,1.31,0.00,0.00,3.5,21,927
2,G.Crochet,Chicago White Sox,Detroit Tigers,0, 4 ,4,0,0,1,6,0,3.58,62,41,19,10,12,5,4,59,0.212,1.16,0.00,0.00,2.0,12,927
3,B.Hanifee,Detroit Tigers,Chicago White Sox,1, 2 ,1,0,0,0,0,0,1.84,20,16,12,1,3,3,4,54,0.098,0.86,0.02,0.35,1.0,6,927
4,R.Suarez,Philadelphia Phillies,Washington Nationals,0, 2 ,7,6,6,2,2,1,3.46,59,35,24,4,7,8,3,18,-0.363,0.68,-0.04,0.14,-5.0,6,927
5,T.Williams,Washington Nationals,Philadelphia Phillies,1, 5 ,3,0,0,2,5,0,2.03,77,49,27,6,16,7,4,64,0.124,0.63,0.00,0.00,2.4,15,927
6,J.Jones,Pittsburgh Pirates,New York Yankees,0, 4.1,5,2,2,2,7,0,4.14,85,51,30,10,11,3,8,50,0.089,1.15,0.00,0.00,0.9,13,927
7,C.Rodon,New York Yankees,Pittsburgh Pirates,1, 5.1,4,2,2,4,5,2,3.96,95,57,30,13,14,4,8,53,0.027,1.19,0.00,0.21,0.7,16,927
8,A.Oller,Miami Marlins,Toronto Blue Jays,0, 5 ,8,4,4,2,3,1,5.31,95,58,34,6,18,6,14,36,-0.021,0.76,0.00,0.00,-1.6,15,927
9,J.Berrios,Toronto Blue Jays,Miami Marlins,1, 3 ,6,6,6,3,4,1,3.60,72,42,25,4,13,4,7,24,-0.363,0.59,0.00,0.00,-4.5,9,927
