,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,A.Civale,Milwaukee Brewers,Pittsburgh Pirates,0, 6 ,3,0,0,1,5,0,4.36,86,58,35,6,17,10,7,70,0.305,1.04,0.01,0.03,3.1,18,926
1,M.Keller,Pittsburgh Pirates,Milwaukee Brewers,1, 5 ,6,3,3,2,6,0,4.25,90,56,32,10,14,6,8,47,-0.083,1.00,0.00,0.00,-0.4,15,926
2,M.Wacha,Kansas City Royals,Washington Nationals,0, 5 ,5,4,3,1,2,1,3.35,83,58,41,7,10,9,10,44,-0.159,1.13,-0.15,1.80,-1.6,15,926
3,P.Corbin,Washington Nationals,Kansas City Royals,1, 5.1,6,4,4,1,3,1,5.62,73,49,33,7,9,3,16,42,-0.125,1.04,0.00,0.00,-1.3,16,926
4,T.Alexander,Tampa Bay Rays,Detroit Tigers,0, 5 ,4,0,0,0,6,0,5.10,74,52,26,12,14,5,8,65,0.266,0.87,0.00,0.00,2.4,15,926
5,R.Olson,Detroit Tigers,Tampa Bay Rays,1, 4 ,4,2,2,0,3,0,3.53,72,47,26,12,9,8,5,49,-0.044,0.92,-0.04,1.32,-0.0,12,926
6,T.Anderson,Los Angeles Angels,Chicago White Sox,0, 4.1,4,5,4,3,2,0,3.81,82,44,28,9,7,6,10,36,-0.175,1.38,0.00,0.00,-2.5,13,926
7,C.Flexen,Chicago White Sox,Los Angeles Angels,1, 6.1,5,0,0,1,7,0,4.95,96,58,32,11,15,4,11,69,0.277,0.76,0.00,0.00,2.5,19,926
8,K.Gibson,St Louis Cardinals,Colorado Rockies,0, 4 ,5,5,4,3,5,1,4.24,75,45,27,9,9,5,7,36,-0.273,1.20,0.00,0.00,-2.8,12,926
9,K.Freeland,Colorado Rockies,St. Louis Cardinals,1, 4.1,8,6,4,1,4,3,5.08,85,59,34,5,20,6,12,30,-0.425,0.82,0.00,0.00,-4.0,13,926
10,K.Rocker,Texas Rangers,Oakland Athletics,0, 4.2,7,3,3,0,2,0,3.86,73,50,35,5,10,10,9,40,-0.123,1.07,0.00,0.00,-0.9,14,926
11,J.Ginn,Oakland Athletics,Texas Rangers,1, 5.1,5,2,2,2,2,0,4.24,68,43,26,8,9,10,8,50,0.087,0.96,0.00,0.00,0.6,16,926
12,C.Burnes,Baltimore Orioles,New York Yankees,0, 5 ,2,1,1,1,9,1,2.92,69,46,20,15,11,5,2,67,0.122,0.71,0.01,0.11,1.5,15,926
13,G.Cole,New York Yankees,Baltimore Orioles,1, 6.2,2,0,0,1,5,0,3.41,101,64,44,7,13,8,9,74,0.370,0.93,0.08,0.32,3.4,20,926
14,V.Bellozo,Miami Marlins,Minnesota Twins,0, 5 ,6,1,1,1,2,1,3.67,74,48,28,7,13,5,13,52,0.159,1.09,0.00,0.00,1.1,15,926
15,D.Festa,Minnesota Twins,Miami Marlins,1, 4.1,7,4,3,1,5,0,4.90,72,53,31,12,10,5,10,39,-0.128,1.04,-0.18,2.36,-1.4,13,926
16,J.Musgrove,San Diego Padres,Los Angeles Dodgers,0, 6.1,5,2,2,1,6,1,3.88,85,58,31,9,18,6,12,60,0.016,1.22,0.01,1.88,1.1,19,926
17,W.Buehler,Los Angeles Dodgers,San Diego Padres,1, 5 ,5,1,1,1,1,0,5.38,71,42,25,3,14,11,7,53,0.117,1.20,0.10,1.71,1.4,15,926
