Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
C.Bradford,Texas Rangers,New York Yankees,0,5.0,5,1,1,0,7,0,3.6,92,61,33,11,17,6,7,60,0.156,0.91,0.02,0.16,1.5,15,810
G.Cole,New York Yankees,Texas Rangers,1,5.1,6,1,1,2,10,0,4.7,90,63,28,24,11,7,4,60,0.19,1.29,0.14,1.57,1.7,16,810
N.Eovaldi,Texas Rangers,New York Yankees,0,3.0,6,3,3,2,4,0,3.75,81,50,32,12,6,7,4,37,-0.162,0.99,-0.02,0.22,-1.5,9,810
C.Rodon,New York Yankees,Texas Rangers,1,5.2,3,0,0,5,6,0,4.18,110,64,35,14,15,2,12,64,0.221,0.9,0.17,1.13,2.7,17,810
O.Bido,Oakland Athletics,Toronto Blue Jays,0,6.0,2,0,0,1,5,0,3.92,89,54,37,9,8,6,8,72,0.363,0.99,0.0,0.0,2.9,18,810
Y.Rodriguez,Toronto Blue Jays,Oakland Athletics,1,5.2,5,1,1,1,5,1,3.6,85,51,29,11,11,6,10,59,0.138,1.03,0.01,0.06,1.7,17,810
A.Faedo,Detroit Tigers,San Francisco Giants,0,1.0,0,0,0,3,1,0,3.62,31,13,6,5,2,0,2,51,0.047,1.92,0.0,0.14,0.5,3,810
L.Webb,San Francisco Giants,Detroit Tigers,1,7.0,4,1,1,1,8,0,3.32,110,78,40,17,21,7,11,72,0.247,1.04,0.13,0.9,2.4,21,810
S.Arrighetti,Houston Astros,Boston Red Sox,0,7.0,2,2,2,1,13,2,5.14,92,66,26,21,19,2,8,77,0.219,0.91,0.16,1.1,1.7,21,810
J.Winckowski,Boston Red Sox,Houston Astros,1,3.0,2,1,1,0,1,1,3.42,38,27,16,2,9,8,2,52,0.045,0.61,0.03,0.73,0.6,9,810
M.Waldron,San Diego Padres,Miami Marlins,0,4.1,5,5,5,2,5,1,4.0,83,51,25,9,17,5,8,36,-0.185,1.21,-0.17,1.79,-1.3,13,810
R.Munoz,Miami Marlins,San Diego Padres,1,5.0,6,3,3,0,3,0,5.67,87,53,30,7,16,8,9,46,-0.07,0.85,0.0,0.0,-0.3,15,810
G.Canning,Los Angeles Angels,Washington Nationals,0,7.0,8,4,4,0,0,1,5.11,88,65,43,7,15,14,11,45,-0.185,1.2,-0.01,0.05,-0.6,21,810
P.Corbin,Washington Nationals,Los Angeles Angels,1,4.0,8,4,4,3,2,1,5.98,95,59,35,12,12,8,9,29,-0.339,1.48,-0.01,0.05,-2.7,12,810
A.Pallante,St Louis Cardinals,Kansas City Royals,0,5.2,3,2,1,4,4,0,4.21,104,63,39,12,12,11,5,57,0.195,1.23,0.11,1.17,1.6,17,810
M.Wacha,Kansas City Royals,St. Louis Cardinals,1,7.0,5,2,2,2,6,1,3.5,92,62,30,13,18,5,13,63,0.182,0.98,0.16,1.46,1.6,21,810
N.Martinez,Cincinnati Reds,Milwaukee Brewers,0,7.0,1,0,0,0,7,0,3.16,94,60,31,9,20,6,8,82,0.452,0.89,0.08,0.28,3.7,21,810
T.Myers,Milwaukee Brewers,Cincinnati Reds,1,7.1,3,0,0,0,9,0,2.79,99,62,36,10,16,6,11,81,0.45,1.05,0.35,1.38,3.7,22,810
G.Williams,Cleveland Guardians,Minnesota Twins,0,6.0,4,1,1,0,3,0,4.38,73,49,33,10,6,10,10,63,0.255,1.23,0.31,2.46,2.0,18,810
