,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Paxton,Los Angeles Dodgers,Detroit Tigers,0, 3.2,5,3,3,4,1,0,4.38,81,47,31,4,12,5,10,36,-0.171,0.82,-0.12,0.98,-1.4,11,712
1,T.Skubal,Detroit Tigers,Los Angeles Dodgers,1, 6 ,2,2,2,1,8,1,2.41,101,71,35,12,24,8,5,67,0.160,0.82,0.03,0.25,1.0,18,712
2,H.Harris,Oakland Athletics,Philadelphia Phillies,0, 3 ,3,2,2,6,0,0,3.40,70,36,23,2,11,4,5,39,-0.065,1.36,0.00,0.00,-0.5,9,712
3,R.Suarez,Philadelphia Phillies,Oakland Athletics,1, 6 ,6,4,4,3,6,0,2.76,97,55,29,8,18,10,8,47,-0.176,1.10,-0.05,0.50,-1.0,18,712
4,C.Carrasco,Cleveland Guardians,Tampa Bay Rays,0, 5 ,6,2,1,1,3,0,5.02,82,49,31,10,8,10,8,51,-0.013,1.03,-0.01,1.04,0.3,15,712
5,T.Bradley,Tampa Bay Rays,Cleveland Guardians,1, 7 ,5,0,0,2,8,0,2.90,97,69,41,13,15,6,11,73,0.409,1.17,0.11,0.51,3.3,21,712
6,G.Cole,New York Yankees,Baltimore Orioles,0, 6 ,5,1,1,1,7,0,5.40,106,75,41,13,21,7,9,64,0.237,1.35,0.25,2.38,1.8,18,712
7,C.Povich,Baltimore Orioles,New York Yankees,1, 5.1,5,3,3,5,6,1,6.27,97,56,22,14,20,7,6,47,-0.112,0.92,-0.11,1.55,-0.5,16,712
8,C.Ragans,Kansas City Royals,Boston Red Sox,0, 7 ,4,1,1,1,7,0,3.16,102,67,35,23,9,9,8,71,0.233,0.80,0.18,1.06,2.6,21,712
9,C.Criswell,Boston Red Sox,Kansas City Royals,1, 6 ,8,5,2,2,1,1,4.03,104,70,46,6,18,13,12,41,-0.243,0.91,-0.20,1.23,-1.9,18,712
10,Y.Chirinos,Miami Marlins,Cincinnati Reds,0, 5.2,8,7,7,4,1,3,5.76,89,53,34,4,15,7,16,22,-0.294,0.49,0.00,0.00,-4.4,17,712
11,C.Spiers,Cincinnati Reds,Miami Marlins,1, 5 ,6,3,3,0,9,1,3.83,90,56,31,15,10,6,6,52,0.122,0.62,0.04,0.33,-0.4,15,712
12,T.Gordon,Colorado Rockies,New York Mets,0, 3 ,8,6,6,2,3,4,10.61,81,56,37,8,11,4,10,20,-0.458,0.65,-0.00,0.00,-5.6,9,712
13,S.Manaea,New York Mets,Colorado Rockies,1, 7 ,5,3,3,1,9,2,3.46,107,74,45,11,18,6,11,63,0.037,0.55,0.02,0.48,0.3,21,712
14,M.Gonzales,Pittsburgh Pirates,Chicago White Sox,0, 5 ,7,1,1,0,4,0,2.45,60,45,25,7,13,9,7,53,0.143,1.05,0.06,0.69,1.4,15,712
15,G.Crochet,Chicago White Sox,Pittsburgh Pirates,1, 2 ,0,0,0,0,4,0,3.02,28,22,10,7,5,2,0,60,0.098,0.65,0.00,0.00,1.0,6,712
16,A.Heaney,Texas Rangers,Houston Astros,0, 5 ,5,3,2,2,5,2,3.79,84,52,30,12,10,5,11,50,-0.101,0.89,-0.03,0.42,-0.6,15,712
17,H.Brown,Houston Astros,Texas Rangers,1, 6 ,5,2,2,2,5,1,4.39,93,52,34,4,14,6,10,57,0.146,1.11,0.10,1.29,0.9,18,712
18,J.Rutledge,Washington Nationals,Milwaukee Brewers,0, 4.2,3,2,2,2,6,0,4.76,89,54,25,8,21,4,8,54,0.019,1.03,0.00,0.23,0.1,14,712
