,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Rea,Milwaukee Brewers,Cincinnati Reds,0, 4 ,6,4,3,0,5,2,3.70,92,59,40,8,11,5,8,41,-0.257,1.03,-0.19,1.27,-1.9,12,830
1,N.Martinez,Cincinnati Reds,Milwaukee Brewers,1, 5.1,7,4,4,1,3,2,3.78,89,56,32,6,18,7,12,40,-0.192,1.07,-0.00,0.03,-1.4,16,830
2,D.Hall,Milwaukee Brewers,Cincinnati Reds,0, 7 ,4,0,0,1,5,0,4.82,83,53,32,7,14,5,13,73,0.412,0.93,0.30,1.12,3.7,21,830
3,R.Lowder,Cincinnati Reds,Milwaukee Brewers,1, 4 ,2,1,1,4,6,0,2.25,77,47,23,9,15,4,4,56,0.088,1.23,0.00,0.04,1.1,12,830
4,T.Houck,Boston Red Sox,Detroit Tigers,0, 6 ,3,0,0,2,6,0,3.12,95,59,27,5,27,7,7,70,0.301,1.00,0.15,0.84,3.0,18,830
5,C.Mize,Detroit Tigers,Boston Red Sox,1, 6 ,6,4,4,1,4,1,4.36,85,58,32,8,18,13,7,47,-0.142,0.73,-0.04,0.33,-1.0,18,830
6,R.Lopez,Atlanta Braves,Philadelphia Phillies,0, 6 ,4,1,1,1,6,1,2.00,96,64,37,13,14,6,10,65,0.216,0.81,0.19,1.18,2.1,18,830
7,R.Suarez,Philadelphia Phillies,Atlanta Braves,1, 4 ,5,4,4,1,6,2,3.02,78,51,34,8,9,5,6,41,-0.201,0.77,-0.18,1.17,-2.0,12,830
8,S.Imanaga,Chicago Cubs,Washington Nationals,0, 6 ,4,3,3,1,8,1,3.14,96,68,36,14,18,4,10,59,-0.033,0.61,-0.01,0.20,-0.1,18,830
9,J.Irvin,Washington Nationals,Chicago Cubs,1, 4.2,8,7,7,2,6,1,4.08,103,66,39,12,15,6,10,24,-0.512,0.81,0.00,0.00,-5.2,14,830
10,M.Perez,San Diego Padres,Tampa Bay Rays,0, 5 ,7,4,4,3,4,1,4.71,101,63,36,10,17,7,10,38,-0.032,0.74,-0.02,0.82,-1.6,15,830
11,T.Bradley,Tampa Bay Rays,San Diego Padres,1, 2.1,8,8,8,2,2,1,4.35,71,47,29,7,11,2,11,9,-0.430,0.89,-0.07,0.23,-6.5,7,830
12,E.Fedde,St Louis Cardinals,New York Yankees,0, 5.1,4,4,4,1,8,1,3.43,96,58,32,10,16,3,9,51,-0.234,0.80,-0.03,0.19,-1.3,16,830
13,M.Stroman,New York Yankees,St. Louis Cardinals,1, 7 ,9,2,2,0,5,0,3.81,98,70,41,10,19,11,11,56,0.171,1.08,0.13,1.36,1.5,21,830
14,B.Falter,Pittsburgh Pirates,Cleveland Guardians,0, 4 ,7,4,4,1,2,0,4.41,59,41,27,3,11,6,11,33,-0.196,0.82,-0.00,0.00,-2.0,12,830
15,B.Lively,Cleveland Guardians,Pittsburgh Pirates,1, 4.1,9,6,6,1,3,1,3.92,94,62,32,7,23,8,12,23,-0.468,1.18,-0.44,1.85,-4.2,13,830
16,J.Sears,Oakland Athletics,Texas Rangers,0, 7 ,5,1,1,2,4,1,4.21,97,61,35,7,19,12,10,65,0.216,0.96,0.00,0.00,2.3,21,830
17,J.Gray,Texas Rangers,Oakland Athletics,1, 4.2,3,4,4,2,5,2,4.47,72,46,29,8,9,4,9,45,-0.259,0.68,-0.01,0.03,-1.9,14,830
18,T.Megill,New York Mets,Chicago White Sox,0, 5.1,5,1,1,1,6,0,4.82,97,64,37,10,17,6,9,59,0.136,1.19,0.08,1.12,1.4,16,830
19,J.Cannon,Chicago White Sox,New York Mets,1, 5 ,5,4,4,4,3,1,4.70,92,48,29,6,13,6,10,40,-0.230,0.98,0.00,0.00,-1.6,15,830
20,S.Lugo,Kansas City Royals,Houston Astros,0, 7 ,6,1,1,1,9,1,3.12,93,63,38,9,16,7,11,69,0.202,0.94,0.23,1.76,2.4,21,830
21,F.Valdez,Houston Astros,Kansas City Royals,1, 7 ,0,0,0,3,7,0,3.11,98,60,33,15,12,9,4,81,0.455,1.32,0.37,1.81,3.4,21,830
22,K.Gausman,Toronto Blue Jays,Minnesota Twins,0, 5.2,4,2,2,4,4,0,4.07,103,58,38,8,12,6,10,53,0.002,0.97,0.00,0.09,0.6,17,830
23,P.Lopez,Minnesota Twins,Toronto Blue Jays,1, 7.2,6,0,0,0,3,0,4.05,106,75,48,9,18,16,8,70,0.421,1.14,0.38,1.71,3.6,23,830
24,A.Suarez,Baltimore Orioles,Colorado Rockies,0, 7 ,8,2,2,0,4,0,3.14,95,66,47,9,10,11,12,57,0.281,1.33,0.24,1.87,1.9,21,830
25,A.Gomber,Colorado Rockies,Baltimore Orioles,1, 6 ,8,3,3,1,4,1,4.69,90,59,34,8,17,4,16,47,-0.015,1.08,0.00,0.00,0.3,18,830
26,G.Kirby,Seattle Mariners,Los Angeles Angels,0, 5.2,5,5,5,1,2,3,3.63,82,53,36,6,11,7,13,40,-0.020,0.87,-0.01,0.70,-1.5,17,830
27,S.Aldegheri,Los Angeles Angels,Seattle Mariners,1, 5 ,6,7,2,2,3,1,3.60,79,50,31,3,16,4,16,38,-0.384,0.65,0.00,0.00,-4.5,15,830
28,C.Kershaw,Los Angeles Dodgers,Arizona Diamondbacks,0, 1 ,3,3,3,1,0,1,4.50,27,17,9,2,6,1,4,34,-0.238,1.58,-0.25,2.75,-2.5,3,830
