Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
J.Wrobleski,Los Angeles Dodgers,Detroit Tigers,0,5.0,5,4,3,2,4,2,6.3,84,51,29,6,16,3,14,45,-0.161,1.13,-0.11,1.34,-1.5,15,713
K.Montero,Detroit Tigers,Los Angeles Dodgers,1,5.0,7,5,5,4,4,1,5.47,92,51,27,10,14,7,10,33,-0.324,1.42,-0.05,0.38,-2.5,15,713
L.Ortiz,Pittsburgh Pirates,Chicago White Sox,0,5.2,4,1,1,1,5,0,2.84,94,64,36,8,20,10,6,61,0.135,1.43,0.06,1.05,1.6,17,713
C.Flexen,Chicago White Sox,Pittsburgh Pirates,1,6.0,5,2,2,2,4,0,4.82,78,47,28,7,12,8,11,56,0.129,1.04,0.0,0.0,1.5,18,713
H.Wesneski,Chicago Cubs,St. Louis Cardinals,0,4.0,10,11,4,1,4,1,4.03,88,59,36,8,15,8,12,15,-0.532,0.65,-0.23,0.47,-9.0,12,713
L.Lynn,St Louis Cardinals,St. Louis Cardinals,0,6.0,5,2,2,2,6,1,4.39,99,68,40,13,15,5,11,58,-0.033,0.23,-0.02,0.26,1.0,18,713
L.Gil,New York Yankees,Baltimore Orioles,0,6.0,5,1,1,1,7,0,3.17,95,57,35,10,12,6,10,64,0.128,0.76,0.14,1.36,1.8,18,713
G.Rodriguez,Baltimore Orioles,New York Yankees,1,5.0,8,6,6,1,7,3,3.88,91,64,35,13,16,9,7,33,-0.353,0.62,-0.37,1.09,-3.7,15,713
M.Spence,Oakland Athletics,Philadelphia Phillies,0,3.2,5,6,6,5,6,3,4.75,94,50,28,11,11,2,8,28,-0.413,1.0,0.0,0.0,-4.2,11,713
T.Phillips,Philadelphia Phillies,Oakland Athletics,1,6.0,6,4,4,0,5,2,4.5,79,51,36,10,5,8,10,49,-0.045,0.78,-0.01,0.43,-0.6,18,713
S.Lugo,Kansas City Royals,Boston Red Sox,0,5.0,10,5,5,1,6,1,2.48,93,59,34,8,17,9,9,32,-0.224,0.89,-0.18,1.21,-2.4,15,713
K.Crawford,Boston Red Sox,Kansas City Royals,1,7.0,2,0,0,1,4,0,3.04,96,76,44,11,21,8,12,76,0.255,0.58,0.2,0.77,3.2,21,713
E.Cabrera,Miami Marlins,Cincinnati Reds,0,3.1,6,7,7,0,7,4,8.26,63,42,24,9,9,2,7,27,-0.429,0.95,0.0,0.0,-3.5,10,713
A.Abbott,Cincinnati Reds,Miami Marlins,1,3.1,7,5,5,2,4,2,3.39,78,47,28,6,13,5,8,28,-0.228,1.1,-0.08,0.64,-1.8,10,713
N.Eovaldi,Texas Rangers,Houston Astros,0,7.0,8,1,1,0,7,0,2.97,95,68,48,12,8,11,10,64,0.329,1.33,0.08,0.53,2.4,21,713
S.Arrighetti,Houston Astros,Texas Rangers,1,6.0,2,1,1,3,7,1,5.63,85,53,25,14,14,8,5,68,0.243,1.36,0.18,1.64,1.9,18,713
M.Parker,Washington Nationals,Milwaukee Brewers,0,0.2,3,5,5,2,2,0,3.9,46,28,19,2,7,0,3,26,-0.262,1.33,-0.04,0.34,-3.1,2,713
D.Keuchel,Milwaukee Brewers,Washington Nationals,1,3.0,8,3,3,0,2,0,5.4,65,40,21,4,15,11,3,33,-0.239,0.93,-0.18,1.18,-2.8,9,713
R.Feltner,Colorado Rockies,New York Mets,0,3.2,2,4,3,5,7,0,5.36,87,52,29,11,12,3,5,45,-0.245,0.83,0.0,0.0,-2.5,11,713
C.Scott,New York Mets,Colorado Rockies,1,4.1,7,3,3,1,5,2,4.36,82,51,33,6,12,4,10,41,-0.138,0.94,-0.07,0.84,-1.5,13,713
G.Williams,Cleveland Guardians,Tampa Bay Rays,0,5.0,3,2,1,3,2,0,3.77,94,57,36,6,15,8,7,54,-0.034,1.06,-0.02,1.18,0.3,15,713
Z.Littell,Tampa Bay Rays,Cleveland Guardians,1,6.0,6,2,1,2,3,1,4.26,87,57,40,8,8,7,14,55,0.039,1.32,0.01,0.65,0.8,18,713
R.Lopez,Atlanta Braves,San Diego Padres,0,6.0,11,3,3,0,2,0,1.88,93,63,40,5,18,10,14,40,-0.045,0.86,-0.03,0.91,-0.0,18,713
D.Cease,San Diego Padres,Atlanta Braves,1,6.0,1,0,0,3,11,0,3.99,106,69,32,25,12,2,6,78,0.352,1.17,0.22,1.2,3.0,18,713
S.Woods,Minnesota Twins,San Francisco Giants,0,4.1,7,2,2,1,7,0,3.51,86,61,35,10,16,6,7,47,-0.07,1.17,-0.05,1.53,-0.1,13,713
H.Birdsong,San Francisco Giants,Minnesota Twins,1,5.0,2,2,1,3,3,0,3.72,80,43,24,6,13,6,8,57,-0.002,1.14,-0.0,0.7,0.4,15,713
J.Assad,Chicago Cubs,St. Louis Cardinals,0,2.1,7,3,3,2,0,2,3.27,44,29,17,2,10,8,5,29,-0.203,1.15,-0.08,0.71,-2.0,7,713
K.Gibson,St Louis Cardinals,St. Louis Cardinals,0,4.0,10,4,4,2,3,1,4.16,97,56,34,9,13,6,12,27,-0.215,1.19,-0.15,1.43,-2.0,12,713
G.Kirby,Seattle Mariners,Los Angeles Angels,0,6.0,3,2,1,2,7,0,3.29,92,58,30,12,16,9,4,65,0.065,0.87,0.05,1.05,1.0,18,713
J.Soriano,Los Angeles Angels,Seattle Mariners,1,6.0,5,1,1,4,5,0,3.71,87,59,27,15,17,8,7,59,0.26,1.49,0.01,0.08,2.0,18,713
J.Berrios,Toronto Blue Jays,Arizona Diamondbacks,0,4.0,7,5,5,4,0,0,4.01,90,55,38,0,17,8,11,24,-0.301,1.05,-0.02,0.14,-3.0,12,713
Y.Diaz,Arizona Diamondbacks,Toronto Blue Jays,1,6.0,4,1,1,2,2,0,1.5,87,49,28,5,16,5,13,60,0.165,0.79,0.09,0.74,2.0,18,713
