,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,L.Allen,Cleveland Guardians,Baltimore Orioles,0, 3 ,9,6,6,1,5,3,5.72,60,41,22,7,12,4,8,21,-0.494,0.97,-0.23,0.76,-4.6,9,625
1,C.Irvin,Baltimore Orioles,Cleveland Guardians,1, 4 ,10,8,4,0,1,1,3.74,71,46,32,5,9,8,13,19,-0.705,1.16,-0.43,1.19,-6.2,12,625
2,R.Suarez,Philadelphia Phillies,Detroit Tigers,0, 6 ,9,4,4,0,4,0,2.01,88,61,40,5,16,18,4,42,-0.134,0.99,-0.05,0.63,-1.0,18,625
3,T.Skubal,Detroit Tigers,Philadelphia Phillies,1, 7 ,3,0,0,1,7,0,2.32,91,64,24,18,22,10,7,77,0.338,0.89,0.07,0.29,3.5,21,625
4,L.Castillo,Seattle Mariners,Tampa Bay Rays,0, 5.1,5,4,4,4,4,1,3.79,103,65,37,7,21,6,10,42,-0.050,1.08,-0.03,1.09,-0.1,16,625
5,Z.Littell,Tampa Bay Rays,Seattle Mariners,1, 5 ,4,2,2,1,6,1,4.17,72,48,24,14,10,3,9,56,0.003,0.89,0.00,0.47,0.3,15,625
6,K.Gausman,Toronto Blue Jays,Boston Red Sox,0, 6 ,5,4,3,1,5,2,4.26,96,64,41,9,14,6,14,52,-0.073,0.52,-0.01,0.14,-0.9,18,625
7,B.Bello,Boston Red Sox,Toronto Blue Jays,1, 2.1,5,7,7,3,2,1,5.55,52,29,15,5,9,4,4,18,-0.514,1.27,-0.29,1.20,-5.7,7,625
8,M.Keller,Pittsburgh Pirates,Cincinnati Reds,0, 5.2,6,4,3,3,6,0,3.20,104,70,42,6,22,9,10,46,0.089,0.66,0.03,0.43,-1.3,17,625
9,H.Greene,Cincinnati Reds,Pittsburgh Pirates,1, 4 ,7,6,6,2,5,1,3.79,93,60,33,11,16,2,12,27,-0.326,0.64,-0.12,0.40,-3.9,12,625
10,G.Cole,New York Yankees,New York Mets,0, 4 ,7,6,6,4,0,4,9.00,72,44,29,5,10,4,13,20,-0.284,0.72,-0.16,0.67,-4.1,12,625
11,D.Peterson,New York Mets,New York Yankees,1, 4.1,3,1,1,5,8,1,3.67,103,62,31,13,18,3,5,56,0.138,1.06,0.05,0.68,0.5,13,625
12,B.Miller,Los Angeles Dodgers,Chicago White Sox,0, 2 ,4,3,3,3,1,1,6.75,60,33,21,6,6,4,4,34,-0.229,0.88,-0.14,0.88,-2.0,6,625
13,C.Flexen,Chicago White Sox,Los Angeles Dodgers,1, 5.2,6,4,4,3,3,2,5.13,106,67,38,10,19,9,11,41,-0.174,1.12,0.00,0.00,-1.3,17,625
14,A.Gomber,Colorado Rockies,Houston Astros,0, 5.1,8,5,5,0,4,0,4.63,89,59,38,6,15,6,14,36,-0.318,0.54,-0.00,0.01,-2.8,16,625
15,H.Brown,Houston Astros,Colorado Rockies,1, 6 ,2,0,0,3,7,0,4.37,94,58,30,17,11,4,9,72,0.161,0.48,0.06,0.30,2.9,18,625
16,Y.Chirinos,Miami Marlins,Kansas City Royals,0, 5 ,3,1,1,3,5,0,2.70,78,52,28,8,16,3,9,59,0.128,0.95,0.00,0.01,1.5,15,625
17,S.Lugo,Kansas City Royals,Miami Marlins,1, 6 ,2,0,0,2,8,0,2.29,87,55,27,13,15,5,7,74,0.370,1.23,0.22,1.23,3.0,18,625
18,A.Heaney,Texas Rangers,Milwaukee Brewers,0, 5 ,6,2,2,2,4,1,4.17,90,57,33,8,16,6,11,49,0.012,1.20,0.00,0.66,0.6,15,625
19,H.Milner,Milwaukee Brewers,Texas Rangers,1, 2 ,2,1,1,0,2,0,4.82,28,18,15,0,3,3,2,50,-0.006,0.79,-0.00,0.94,0.0,6,625
20,M.Spence,Oakland Athletics,Los Angeles Angels,0, 5.1,8,6,6,1,6,1,4.35,80,55,34,9,12,8,10,33,-0.420,0.93,-0.00,0.01,-3.7,16,625
21,T.Anderson,Los Angeles Angels,Oakland Athletics,1, 5 ,5,3,3,5,2,1,2.63,109,62,34,12,16,5,12,42,-0.064,1.19,-0.00,0.13,-0.5,15,625
22,J.Ryan,Minnesota Twins,Arizona Diamondbacks,0, 6 ,6,4,4,0,5,1,3.31,86,58,34,7,17,7,12,49,-0.198,0.43,-0.12,0.44,-1.0,18,625
23,B.Pfaadt,Arizona Diamondbacks,Minnesota Twins,1, 6.1,5,4,4,2,2,2,4.45,80,52,30,9,13,12,10,47,-0.159,0.79,-0.07,0.60,-0.8,19,625
24,M.Gore,Washington Nationals,San Diego Padres,0, 5 ,5,5,5,3,1,1,3.81,94,58,34,10,14,6,13,35,-0.396,1.11,-0.18,0.83,-2.6,15,625
25,A.Mazur,San Diego Padres,Washington Nationals,1, 5 ,6,4,4,1,0,1,7.25,55,38,24,3,11,6,13,38,-0.230,0.85,-0.14,0.84,-1.6,15,625
26,K.Hendricks,Chicago Cubs,San Francisco Giants,0, 7 ,5,2,2,1,4,0,6.87,100,72,44,11,17,10,11,62,0.088,0.80,0.03,0.46,1.3,21,625
27,R.Rodriguez,San Francisco Giants,Chicago Cubs,1, 2.2,1,1,1,2,5,0,4.70,53,34,12,10,12,2,2,55,0.020,0.73,0.01,0.41,0.2,8,625
