,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,G.Canning,Los Angeles Angels,Chicago Cubs,0, 4.1,6,4,4,2,4,1,4.87,89,52,35,11,6,3,12,37,-0.150,0.65,-0.01,0.06,-1.1,13,705
1,J.Steele,Chicago Cubs,Los Angeles Angels,1, 9 ,2,1,1,2,7,0,2.95,95,68,42,11,15,14,9,84,0.294,0.66,0.05,0.18,3.7,27,705
2,L.Severino,New York Mets,Pittsburgh Pirates,0, 6 ,9,7,7,2,3,3,3.83,91,56,31,6,19,6,16,27,-0.289,0.93,-0.12,0.67,-2.9,18,705
3,P.Skenes,Pittsburgh Pirates,New York Mets,1, 7 ,4,2,2,2,8,1,2.12,107,69,37,11,21,8,8,67,0.165,1.13,0.06,0.68,1.5,21,705
4,S.Gray,St Louis Cardinals,Washington Nationals,0, 5 ,8,5,5,1,6,1,3.30,88,61,39,9,13,7,8,36,-0.248,0.66,-0.16,0.73,-2.6,15,705
5,P.Corbin,Washington Nationals,St. Louis Cardinals,1, 5 ,6,3,3,2,3,0,5.49,91,56,36,4,16,11,6,44,0.042,0.99,0.01,0.52,-0.6,15,705
6,T.Houck,Boston Red Sox,New York Yankees,0, 3.1,2,3,1,4,1,0,2.68,68,33,20,2,11,7,4,45,-0.140,1.45,-0.10,1.73,-1.6,10,705
7,N.Cortes,New York Yankees,Boston Red Sox,1, 6 ,3,1,1,1,8,1,3.41,97,68,34,16,18,2,11,69,0.251,0.88,0.19,1.09,2.0,18,705
8,R.Olson,Detroit Tigers,Cincinnati Reds,0, 5.2,3,2,1,2,8,1,3.22,88,53,23,16,14,6,5,63,0.107,0.83,0.01,0.14,0.6,17,705
9,C.Spiers,Cincinnati Reds,Detroit Tigers,1, 4.2,8,4,4,2,3,3,3.64,89,56,39,3,14,6,13,33,-0.182,0.69,-0.07,0.41,-2.2,14,705
10,E.Miller,San Francisco Giants,Cleveland Guardians,0, 1 ,1,0,0,1,0,0,3.60,13,7,4,0,3,2,1,50,0.043,1.07,0.02,0.73,0.5,3,705
11,T.Bibee,Cleveland Guardians,San Francisco Giants,1, 4.2,6,4,4,2,6,0,3.67,99,65,39,10,16,7,8,40,-0.217,0.90,-0.11,0.78,-1.8,14,705
12,D.Thorpe,Chicago White Sox,Miami Marlins,0, 6.1,3,1,1,2,5,0,3.71,90,51,32,10,9,8,9,66,0.326,1.01,0.00,0.00,3.0,19,705
13,B.Hoeing,Miami Marlins,Chicago White Sox,1, 3 ,5,1,1,1,4,0,1.99,46,32,18,5,9,3,6,48,0.045,0.99,0.00,0.00,0.6,9,705
14,A.Nola,Philadelphia Phillies,Atlanta Braves,0, 6 ,5,3,3,0,8,2,3.48,103,73,39,21,13,7,8,58,0.062,0.85,0.03,0.70,0.1,18,705
15,M.Fried,Atlanta Braves,Philadelphia Phillies,1, 6 ,11,5,5,1,4,2,3.18,103,74,45,12,17,14,11,33,-0.254,1.02,-0.18,1.21,-1.9,18,705
16,S.Baz,Tampa Bay Rays,Texas Rangers,0, 6 ,7,3,3,1,6,0,4.50,92,59,35,8,16,5,13,51,-0.117,0.62,-0.04,0.38,-0.1,18,705
17,M.Lorenzen,Texas Rangers,Tampa Bay Rays,1, 5 ,1,0,0,5,4,0,3.21,90,50,31,10,9,3,8,64,0.240,1.16,0.04,0.31,2.4,15,705
18,C.Ragans,Kansas City Royals,Colorado Rockies,0, 7 ,5,2,2,3,8,1,3.28,106,64,35,20,9,7,10,64,0.198,1.54,0.12,1.59,1.9,21,705
19,K.Freeland,Colorado Rockies,Kansas City Royals,1, 7 ,7,2,1,1,5,0,6.62,89,63,47,8,8,8,14,61,0.198,1.07,0.00,0.00,1.9,21,705
20,S.Dubin,Houston Astros,Minnesota Twins,0, 2.2,5,3,3,1,2,1,5.40,51,27,17,3,7,3,8,37,-0.188,1.55,-0.12,1.62,-1.8,8,705
21,P.Lopez,Minnesota Twins,Houston Astros,1, 5 ,8,6,6,2,6,0,5.18,91,62,37,6,19,6,10,31,-0.335,1.21,-0.24,1.45,-2.6,15,705
22,A.Suarez,Baltimore Orioles,Oakland Athletics,0, 6 ,4,2,2,1,6,2,2.48,86,53,34,7,12,4,12,61,0.086,1.10,0.05,1.13,0.7,18,705
23,H.Harris,Oakland Athletics,Baltimore Orioles,1, 5 ,5,3,2,3,4,0,3.22,103,60,34,11,15,3,12,48,-0.136,1.08,-0.00,0.01,-0.7,15,705
24,S.Cecconi,Arizona Diamondbacks,San Diego Padres,0, 4.2,8,5,5,1,2,0,6.10,81,57,37,6,14,10,10,29,-0.350,1.02,-0.18,0.90,-2.8,14,705
25,R.Vasquez,San Diego Padres,Arizona Diamondbacks,1, 6.1,6,2,2,1,6,1,4.66,102,65,39,10,16,9,9,58,0.083,0.83,0.06,1.03,1.2,19,705
26,K.Gausman,Toronto Blue Jays,Seattle Mariners,0, 6 ,6,2,2,2,10,0,4.64,104,72,34,20,18,3,12,60,0.004,0.87,0.00,0.13,0.7,18,705
27,L.Castillo,Seattle Mariners,Toronto Blue Jays,1, 6.2,2,1,1,2,8,1,3.72,104,63,37,9,17,4,9,72,0.260,0.96,0.16,0.99,2.0,20,705
