,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Kochanowicz,Los Angeles Angels,Detroit Tigers,0, 6 ,5,0,0,0,4,0,4.96,73,51,38,4,9,7,10,66,0.326,1.19,0.00,0.00,3.0,18,829
1,K.Montero,Detroit Tigers,Los Angeles Angels,1, 5 ,5,3,3,3,5,1,5.17,89,58,36,4,18,4,9,47,-0.095,1.14,-0.03,0.53,-0.5,15,829
2,N.Eovaldi,Texas Rangers,Chicago White Sox,0, 7 ,1,0,0,2,10,0,3.60,96,69,39,14,16,5,6,83,0.458,1.01,0.01,0.03,3.4,21,829
3,N.Nastrini,Chicago White Sox,Texas Rangers,1, 6 ,3,1,1,1,3,1,7.04,98,62,37,14,11,5,13,64,0.180,0.90,0.00,0.00,1.9,18,829
4,H.Birdsong,San Francisco Giants,Milwaukee Brewers,0, 3.2,4,5,5,4,6,1,5.14,92,49,25,10,14,2,7,35,-0.153,0.76,-0.02,0.18,-1.3,11,829
5,A.Civale,Milwaukee Brewers,San Francisco Giants,1, 7 ,2,0,0,2,7,0,4.59,92,59,31,11,17,7,9,78,0.242,0.57,0.18,0.71,3.7,21,829
6,M.King,San Diego Padres,St. Louis Cardinals,0, 4.1,6,2,0,4,3,0,3.05,103,65,34,11,20,11,6,46,-0.125,1.03,-0.09,1.21,-1.0,13,829
7,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 6 ,3,1,1,0,4,1,3.96,90,63,37,6,20,7,10,66,0.251,0.95,0.03,0.18,2.1,18,829
8,V.Bellozo,Miami Marlins,Colorado Rockies,0, 4 ,7,6,6,2,4,3,4.32,74,46,28,7,11,3,12,26,-0.324,1.19,0.00,0.00,-3.8,12,829
9,B.Blalock,Colorado Rockies,Miami Marlins,1, 4 ,9,7,6,1,3,1,4.98,72,51,33,8,10,10,9,20,-0.457,1.03,0.00,0.00,-4.8,12,829
10,D.Peterson,New York Mets,Arizona Diamondbacks,0, 7 ,7,2,2,2,4,1,2.83,88,55,31,5,19,12,8,57,0.175,1.03,0.09,0.86,1.6,21,829
11,R.Nelson,Arizona Diamondbacks,New York Mets,1, 6.1,8,2,2,0,4,2,4.22,95,69,44,6,19,10,11,53,0.052,1.14,0.04,1.58,0.9,19,829
12,J.Ginn,Oakland Athletics,Cincinnati Reds,0, 5 ,4,4,4,1,4,2,5.19,67,45,21,10,14,10,5,46,-0.040,1.12,0.00,0.00,-1.4,15,829
13,J.Aguiar,Cincinnati Reds,Oakland Athletics,1, 4 ,10,6,6,1,1,3,6.43,78,48,30,9,9,9,11,18,-0.336,0.66,-0.01,0.02,-3.9,12,829
14,C.Morton,Atlanta Braves,Philadelphia Phillies,0, 5.2,5,3,3,4,7,1,4.26,105,62,32,11,19,6,9,50,0.029,1.27,0.03,1.96,-0.0,17,829
15,C.Sanchez,Philadelphia Phillies,Atlanta Braves,1, 5.2,7,4,2,1,8,2,3.49,105,72,42,17,13,10,7,50,-0.158,0.64,-0.16,1.08,-1.4,17,829
16,B.Francis,Toronto Blue Jays,Boston Red Sox,0, 7 ,1,0,0,0,5,0,3.66,70,51,30,6,15,3,14,80,0.461,0.98,0.01,0.05,3.6,21,829
17,K.Crawford,Boston Red Sox,Toronto Blue Jays,1, 6.2,6,2,2,2,3,0,4.12,96,61,37,12,12,7,16,55,0.082,0.97,0.04,0.79,1.4,20,829
18,B.Singer,Kansas City Royals,Houston Astros,0, 6 ,5,2,2,1,6,0,3.36,101,61,29,11,21,14,3,59,-0.061,0.93,-0.07,1.73,0.5,18,829
19,H.Brown,Houston Astros,Kansas City Royals,1, 6.2,2,2,0,2,4,0,3.55,97,60,38,6,16,9,9,68,0.345,0.97,0.27,1.24,3.0,20,829
20,C.Povich,Baltimore Orioles,Los Angeles Dodgers,0, 3.1,10,5,5,1,3,0,6.58,87,53,36,3,14,8,9,22,-0.208,1.06,-0.18,1.55,-2.9,10,829
21,B.Miller,Los Angeles Dodgers,Baltimore Orioles,1, 5 ,2,3,3,3,3,1,7.25,86,48,28,8,12,7,6,51,0.094,0.98,0.08,1.38,-0.5,15,829
