,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Povich,Baltimore Orioles,Toronto Blue Jays,0, 5.1,5,6,6,4,2,1,10.13,100,58,36,8,14,6,13,32,-0.214,0.57,-0.13,0.59,-2.1,16,606
1,Y.Kikuchi,Toronto Blue Jays,Baltimore Orioles,1, 6 ,4,1,1,1,6,1,3.48,89,60,30,21,9,8,7,65,0.216,0.73,0.07,0.38,1.8,18,606
2,B.Singer,Kansas City Royals,Cleveland Guardians,0, 3.2,9,3,2,1,2,1,2.76,70,46,29,4,13,11,7,34,-0.189,1.28,-0.16,1.77,-1.5,11,606
3,T.Bibee,Cleveland Guardians,Kansas City Royals,1, 5 ,6,3,2,1,7,0,3.73,94,62,33,16,13,5,10,51,0.022,1.22,0.02,1.59,0.4,15,606
4,B.Woo,Seattle Mariners,Oakland Athletics,0, 6 ,2,0,0,0,6,0,1.07,85,60,39,7,14,5,10,74,0.341,1.06,0.21,1.11,2.7,18,606
5,J.Sears,Oakland Athletics,Seattle Mariners,1, 6 ,3,2,2,2,8,0,3.93,101,60,33,13,14,7,5,64,0.008,1.05,0.00,0.24,0.7,18,606
6,W.Buehler,Los Angeles Dodgers,Pittsburgh Pirates,0, 3 ,7,4,3,1,3,1,4.82,78,47,31,5,11,6,9,33,-0.259,1.18,-0.19,1.43,-2.5,9,606
7,B.Falter,Pittsburgh Pirates,Los Angeles Dodgers,1, 4 ,8,5,5,2,6,2,3.69,76,52,32,6,14,4,10,30,-0.341,0.93,-0.17,0.78,-3.0,12,606
8,R.Lopez,Atlanta Braves,Washington Nationals,0, 6 ,6,2,2,1,7,2,1.85,86,60,36,9,15,2,14,58,0.024,0.92,0.02,0.97,0.9,18,606
9,M.Parker,Washington Nationals,Atlanta Braves,1, 7 ,3,2,2,0,2,1,3.47,71,50,33,4,13,7,15,65,0.110,1.11,0.04,0.61,1.4,21,606
10,P.Lopez,Minnesota Twins,New York Yankees,0, 4 ,4,7,7,6,4,1,5.45,96,54,29,12,13,4,8,24,-0.470,1.00,-0.28,0.99,-5.0,12,606
11,M.Stroman,New York Yankees,Minnesota Twins,1, 4.2,6,5,5,2,2,2,3.16,78,45,31,5,9,5,13,32,-0.127,1.07,-0.06,0.90,-2.1,14,606
12,J.Assad,Chicago Cubs,Cincinnati Reds,0, 5.2,7,5,5,2,7,1,2.74,92,54,31,7,16,6,11,40,-0.283,1.30,-0.16,1.26,-1.4,17,606
13,H.Greene,Cincinnati Reds,Chicago Cubs,1, 6.2,5,4,4,2,8,2,3.61,111,70,38,16,16,4,13,54,-0.156,1.05,-0.07,0.80,-0.7,20,606
14,C.Quantrill,Colorado Rockies,St. Louis Cardinals,0, 5 ,3,0,0,4,1,0,3.58,96,58,36,8,14,6,10,58,0.277,1.12,0.02,0.11,2.5,15,606
15,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 4.2,2,3,3,4,5,0,3.21,89,54,33,11,10,8,3,49,-0.113,0.95,-0.06,0.81,-0.9,14,606
16,T.Houck,Boston Red Sox,Chicago White Sox,0, 7 ,3,2,2,0,9,1,1.91,93,67,38,6,23,9,6,72,0.164,0.29,0.06,0.18,1.3,21,606
17,J.Woodford,Chicago White Sox,Boston Red Sox,1, 4 ,10,7,7,3,3,2,10.80,87,52,34,6,12,5,14,14,-0.328,0.66,0.00,0.00,-5.1,12,606
18,S.Cecconi,Arizona Diamondbacks,San Diego Padres,0, 4.1,7,3,3,1,3,1,5.66,81,54,37,2,15,3,13,39,-0.031,1.36,-0.01,1.10,0.0,13,606
19,R.Vasquez,San Diego Padres,Arizona Diamondbacks,1, 6.2,6,3,3,0,3,2,5.40,92,62,43,8,11,9,14,53,0.011,0.78,0.01,0.76,0.3,20,606
