,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,J.Urena,Texas Rangers,Oakland Athletics,0, 5 ,4,2,1,2,2,0,3.86,90,57,35,8,14,10,9,53,0.053,0.36,0.04,0.43,0.3,15,507
1,R.Stripling,Oakland Athletics,Texas Rangers,1, 1.2,10,11,5,2,2,1,5.14,60,37,19,8,10,6,8,3,-0.434,0.85,-0.24,0.78,-8.5,5,507
2,K.Maeda,Detroit Tigers,Cleveland Guardians,0, 2 ,5,7,7,3,1,1,6.75,59,33,20,5,8,0,10,16,-0.632,1.21,-0.39,1.24,-6.0,6,507
3,L.Allen,Cleveland Guardians,Detroit Tigers,1, 2.1,7,7,7,2,2,2,6.41,67,38,25,3,10,4,7,15,-0.512,1.08,-0.41,1.46,-4.9,7,507
4,Z.Gallen,Arizona Diamondbacks,Cincinnati Reds,0, 6 ,1,0,0,3,6,0,2.84,79,47,24,7,16,5,8,73,0.380,1.01,0.15,0.68,3.3,18,507
5,F.Montas,Cincinnati Reds,Arizona Diamondbacks,1, 6 ,4,2,1,1,7,0,3.55,87,61,40,9,12,6,10,64,0.072,0.99,0.03,0.80,1.3,18,507
6,J.Berrios,Toronto Blue Jays,Philadelphia Phillies,0, 3.2,7,8,8,2,7,2,2.85,90,60,32,9,19,2,8,20,-0.294,0.68,-0.11,0.44,-6.0,11,507
7,C.Sanchez,Philadelphia Phillies,Toronto Blue Jays,1, 7 ,6,1,1,2,5,0,3.22,89,59,33,6,20,12,8,64,0.206,0.66,0.14,0.74,2.6,21,507
8,P.Sandoval,Los Angeles Angels,Pittsburgh Pirates,0, 7 ,3,0,0,1,7,0,4.85,103,71,34,16,21,11,6,77,0.261,0.58,0.05,0.20,3.7,21,507
9,Q.Priester,Pittsburgh Pirates,Los Angeles Angels,1, 4.2,7,5,3,2,1,1,3.86,74,48,31,3,14,10,11,33,-0.223,0.86,-0.11,0.68,-2.8,14,507
10,C.Burnes,Baltimore Orioles,Washington Nationals,0, 6.1,5,3,3,3,6,0,2.83,95,63,32,17,14,11,7,54,0.024,0.81,0.02,0.97,0.0,19,507
11,T.Williams,Washington Nationals,Baltimore Orioles,1, 5 ,2,0,0,0,8,0,1.96,77,53,32,7,14,5,5,71,0.289,0.91,0.15,0.78,2.5,15,507
