,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,S.Lugo,Kansas City Royals,Detroit Tigers,0, 7 ,3,0,0,2,9,0,1.66,103,65,29,13,23,2,12,78,0.502,1.31,0.36,1.59,3.6,21,426
1,R.Olson,Detroit Tigers,Kansas City Royals,1, 7 ,3,1,1,3,8,0,3.18,100,62,33,12,17,5,11,72,0.259,0.96,0.18,1.10,2.6,21,426
2,R.Stripling,Oakland Athletics,Baltimore Orioles,0, 5.2,6,2,2,0,3,1,4.98,97,67,42,11,14,9,11,52,0.013,0.94,0.01,0.65,0.6,17,426
3,C.Burnes,Baltimore Orioles,Oakland Athletics,1, 6 ,3,1,1,3,6,1,2.55,97,61,31,17,13,5,9,65,0.244,0.98,0.18,1.18,1.9,18,426
4,G.Stone,Los Angeles Dodgers,Toronto Blue Jays,0, 7 ,2,1,1,2,2,1,4.68,94,58,38,4,16,9,12,69,0.129,0.39,0.09,0.44,2.5,21,426
5,C.Bassitt,Toronto Blue Jays,Los Angeles Dodgers,1, 2.2,9,7,7,3,4,2,5.64,77,48,24,4,20,3,9,13,-0.356,0.73,-0.19,0.64,-5.9,8,426
6,S.Imanaga,Chicago Cubs,Boston Red Sox,0, 6.1,5,1,1,1,7,1,0.98,88,63,34,14,15,10,8,65,0.248,1.02,0.17,1.14,2.2,19,426
7,K.Crawford,Boston Red Sox,Chicago Cubs,1, 6 ,10,4,3,0,4,0,1.35,85,67,45,12,10,8,16,42,-0.140,0.91,-0.08,0.86,-0.7,18,426
8,T.Williams,Washington Nationals,Miami Marlins,0, 5 ,5,1,1,2,1,0,2.70,80,46,29,7,10,5,12,52,0.138,1.04,0.06,0.71,1.7,15,426
9,A.Maldonado,Miami Marlins,Washington Nationals,1, 3 ,3,0,0,0,2,0,0.00,36,23,11,7,5,5,4,55,0.158,1.19,0.02,0.27,1.6,9,426
10,M.Mikolas,St Louis Cardinals,New York Mets,0, 5.2,7,2,2,0,5,1,5.91,85,65,39,7,19,8,10,52,0.092,0.96,0.04,0.74,0.8,17,426
11,J.Butto,New York Mets,St. Louis Cardinals,1, 5.2,4,4,4,3,4,2,2.86,94,56,29,12,15,6,10,46,-0.198,0.56,-0.12,0.58,-1.4,17,426
12,L.Allen,Cleveland Guardians,Atlanta Braves,0, 4.2,5,4,4,2,5,0,5.46,91,48,26,8,14,4,10,41,-0.199,1.07,-0.14,1.27,-1.5,14,426
13,C.Sale,Atlanta Braves,Cleveland Guardians,1, 7 ,2,1,1,1,6,1,3.69,95,67,38,13,16,10,8,74,0.251,0.78,0.18,0.90,2.8,21,426
14,Z.Eflin,Tampa Bay Rays,Chicago White Sox,0, 6 ,9,5,4,2,4,1,4.08,90,65,37,6,22,9,14,38,-0.117,1.02,-0.06,0.87,-1.8,18,426
15,C.Flexen,Chicago White Sox,Tampa Bay Rays,1, 5 ,2,0,0,3,2,0,5.11,72,45,25,8,12,8,7,62,0.146,0.98,0.01,0.11,1.6,15,426
16,G.Ashcraft,Cincinnati Reds,Texas Rangers,0, 6.1,7,1,1,0,3,1,4.40,89,62,44,5,13,10,11,58,0.226,1.02,0.13,0.99,2.0,19,426
17,N.Eovaldi,Texas Rangers,Cincinnati Reds,1, 6 ,3,1,1,5,8,0,3.00,97,58,26,12,20,11,2,65,0.260,1.13,0.15,1.08,2.2,18,426
18,L.Gil,New York Yankees,Milwaukee Brewers,0, 5 ,6,5,5,2,6,2,4.01,97,62,32,13,17,5,11,39,-0.243,1.04,-0.16,1.16,-2.0,15,426
19,C.Rea,Milwaukee Brewers,New York Yankees,1, 6 ,4,5,5,3,4,3,3.25,86,54,33,6,15,6,12,45,-0.239,0.91,-0.17,1.06,-1.9,18,426
20,B.Ober,Minnesota Twins,Los Angeles Angels,0, 7.1,3,2,2,3,8,0,4.21,96,63,30,12,21,4,12,69,0.318,1.00,0.15,0.79,2.5,22,426
21,P.Sandoval,Los Angeles Angels,Minnesota Twins,1, 5.2,9,4,3,0,4,1,6.33,99,69,40,13,16,11,9,41,-0.124,0.72,-0.05,0.52,-1.1,17,426
22,A.Nola,Philadelphia Phillies,San Diego Padres,0, 8 ,7,3,3,1,10,1,3.20,106,74,42,10,22,7,14,65,0.149,0.41,0.10,0.46,1.0,24,426
23,J.Musgrove,San Diego Padres,Philadelphia Phillies,1, 3.2,8,7,7,2,4,4,6.94,90,57,31,15,11,4,11,19,-0.327,0.58,-0.19,0.56,-4.3,11,426
24,Z.Gallen,Arizona Diamondbacks,Seattle Mariners,0, 5 ,3,3,3,1,3,2,3.38,61,38,26,2,10,5,10,51,-0.054,0.51,-0.03,0.42,0.0,15,426
25,E.Hancock,Seattle Mariners,Arizona Diamondbacks,1, 6 ,2,1,1,2,4,1,5.06,83,57,32,7,18,4,9,66,0.223,1.10,0.13,1.09,1.9,18,426
26,Q.Priester,Pittsburgh Pirates,San Francisco Giants,0, 6 ,3,0,0,1,6,0,3.48,84,58,31,12,15,10,5,71,0.358,1.12,0.20,1.02,3.1,18,426
27,K.Harrison,San Francisco Giants,Pittsburgh Pirates,1, 6 ,5,0,0,0,7,0,4.09,93,65,40,10,15,6,10,69,0.358,1.02,0.19,0.90,3.1,18,426
