,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Mize,Detroit Tigers,Pittsburgh Pirates,0, 5 ,5,2,2,1,2,1,4.82,83,55,39,6,10,10,8,50,0.029,0.84,0.02,0.81,0.6,15,409
1,M.Perez,Pittsburgh Pirates,Detroit Tigers,1, 8 ,6,1,1,0,7,0,1.89,100,70,37,7,26,13,9,73,0.418,1.06,0.28,1.20,3.2,24,409
2,C.Burnes,Baltimore Orioles,Boston Red Sox,0, 7 ,2,1,1,2,6,1,1.93,90,58,26,10,22,8,9,73,0.330,0.86,0.19,0.85,2.8,21,409
3,B.Bello,Boston Red Sox,Baltimore Orioles,1, 5.1,4,3,1,2,3,0,4.11,89,58,35,8,15,8,10,53,-0.080,0.87,-0.06,1.00,-0.3,16,409
4,M.Soroka,Chicago White Sox,Cleveland Guardians,0, 3.2,4,4,4,3,4,1,6.14,79,43,22,7,14,5,5,38,-0.052,0.97,-0.02,0.55,-1.3,11,409
5,L.Allen,Cleveland Guardians,Chicago White Sox,1, 4 ,7,5,5,1,4,0,4.60,76,54,31,5,18,10,5,31,-0.269,0.76,-0.19,0.89,-3.0,12,409
6,J.Ross,Milwaukee Brewers,Cincinnati Reds,0, 6.1,5,3,2,1,7,0,1.80,87,55,29,10,16,11,7,59,0.189,0.88,0.12,0.96,1.6,19,409
7,F.Montas,Cincinnati Reds,Milwaukee Brewers,1, 5 ,6,5,3,1,4,0,2.16,96,61,38,6,17,9,9,42,-0.245,0.83,-0.15,0.88,-2.3,15,409
8,A.Puk,Miami Marlins,New York Yankees,0, 4.2,4,2,1,5,2,1,5.91,98,56,34,6,16,5,11,47,-0.025,0.96,-0.01,0.47,-0.0,14,409
9,C.Rodon,New York Yankees,Miami Marlins,1, 6 ,4,2,0,2,6,0,1.72,89,58,37,12,9,8,8,64,0.139,1.12,0.09,1.25,1.3,18,409
10,G.Kirby,Seattle Mariners,Toronto Blue Jays,0, 4 ,8,5,5,0,3,1,6.91,87,64,43,4,17,7,10,29,-0.238,0.69,-0.12,0.57,-3.0,12,409
11,C.Bassitt,Toronto Blue Jays,Seattle Mariners,1, 6.2,5,1,1,4,8,1,5.06,115,72,40,13,19,5,10,64,0.235,0.66,0.12,0.58,2.3,20,409
12,A.Houser,New York Mets,Atlanta Braves,0, 5 ,8,5,5,2,1,0,5.40,95,54,39,6,9,9,11,30,-0.222,0.70,-0.13,0.70,-2.3,15,409
13,R.Lopez,Atlanta Braves,New York Mets,1, 6 ,3,0,0,3,6,0,0.75,94,59,38,7,14,6,7,69,0.249,0.77,0.18,0.94,3.3,18,409
14,C.Javier,Houston Astros,Kansas City Royals,0, 5.1,5,3,2,3,4,0,1.10,93,55,32,7,16,7,11,49,-0.193,1.31,-0.09,1.02,-1.1,16,409
15,C.Ragans,Kansas City Royals,Houston Astros,1, 5 ,10,3,3,1,5,0,2.60,96,63,36,15,12,9,11,39,-0.094,1.08,-0.06,1.09,-0.4,15,409
16,T.Glasnow,Los Angeles Dodgers,Minnesota Twins,0, 7 ,3,0,0,0,14,0,2.25,88,65,26,18,21,5,5,85,0.254,0.51,0.16,0.55,3.6,21,409
17,L.Varland,Minnesota Twins,Los Angeles Dodgers,1, 5 ,7,6,6,3,6,2,9.00,97,63,34,7,22,7,8,32,-0.247,0.95,-0.12,0.76,-3.4,15,409
18,Z.Wheeler,Philadelphia Phillies,St. Louis Cardinals,0, 7 ,6,3,3,1,5,1,1.89,107,73,44,13,16,12,10,57,-0.040,0.69,-0.02,0.69,0.7,21,409
19,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 5 ,5,0,0,0,5,0,0.00,64,43,28,4,11,7,6,62,0.289,1.20,0.16,1.09,2.6,15,409
20,A.Wood,Oakland Athletics,Texas Rangers,0, 4 ,5,2,2,3,2,1,8.03,67,41,22,4,15,4,9,43,-0.014,1.08,-0.01,0.88,0.1,12,409
