,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,B.Miller,Seattle Mariners,Detroit Tigers,0, 7 ,2,0,0,0,9,0,3.29,90,61,34,14,13,4,10,82,0.504,1.04,0.33,1.14,3.6,21,815
1,A.Faedo,Detroit Tigers,Seattle Mariners,1, 1 ,0,1,1,4,1,0,3.72,33,17,10,2,5,1,1,46,-0.053,1.64,-0.00,0.17,-0.5,3,815
2,M.Spence,Oakland Athletics,New York Mets,0, 2.2,4,5,5,3,1,1,4.64,89,54,33,10,11,4,7,28,-0.203,0.95,0.00,0.00,-2.3,8,815
3,J.Quintana,New York Mets,Oakland Athletics,1, 4 ,7,4,4,4,1,1,4.26,92,48,35,3,10,4,13,29,-0.084,1.11,-0.05,1.06,-2.1,12,815
4,J.Flaherty,Los Angeles Dodgers,Milwaukee Brewers,0, 5 ,4,3,3,2,7,2,3.06,93,60,37,10,13,4,7,52,0.000,0.95,0.00,1.38,-0.4,15,815
5,T.Myers,Milwaukee Brewers,Los Angeles Dodgers,1, 5.2,8,4,2,1,1,0,2.81,93,65,46,3,16,10,14,41,0.001,1.36,0.00,1.83,-0.4,17,815
6,M.Fried,Atlanta Braves,San Francisco Giants,0, 5.1,5,3,3,3,5,0,3.62,103,67,40,8,19,7,9,48,-0.029,1.03,-0.03,1.50,0.4,16,815
7,L.Webb,San Francisco Giants,Atlanta Braves,1, 7.2,4,0,0,1,7,0,3.17,104,71,32,11,28,11,8,77,0.342,0.78,0.10,0.38,3.3,23,815
8,N.Pivetta,Boston Red Sox,Baltimore Orioles,0, 5 ,3,3,3,1,6,2,4.49,90,59,40,6,13,3,8,54,-0.160,0.90,-0.11,1.07,-0.7,15,815
9,Z.Eflin,Baltimore Orioles,Boston Red Sox,1, 6 ,5,1,1,0,8,1,3.72,87,59,34,10,15,8,7,66,0.196,1.12,0.16,1.56,1.8,18,815
10,M.Parker,Washington Nationals,Philadelphia Phillies,0, 3 ,10,9,9,2,6,2,4.44,72,48,31,7,10,2,11,7,-0.340,0.47,-0.01,0.01,-7.1,9,815
11,Z.Wheeler,Philadelphia Phillies,Washington Nationals,1, 6 ,3,2,1,0,6,1,2.72,96,66,35,11,20,7,8,66,0.154,0.39,0.11,0.48,1.0,18,815
12,B.Ober,Minnesota Twins,Texas Rangers,0, 6 ,7,2,2,3,3,0,3.49,93,63,40,10,13,9,13,50,0.143,1.28,0.11,1.61,0.9,18,815
13,C.Bradford,Texas Rangers,Minnesota Twins,1, 6 ,6,2,2,2,2,1,3.50,104,68,44,11,13,4,17,52,0.143,1.26,0.01,0.10,0.9,18,815
