,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,Y.Kikuchi,Toronto Blue Jays,Detroit Tigers,0, 3 ,8,5,5,0,0,1,3.25,56,38,29,2,7,6,11,23,-0.283,0.84,-0.09,0.42,-3.4,9,526
1,C.Mize,Detroit Tigers,Toronto Blue Jays,1, 4.1,8,3,3,2,0,1,4.71,86,53,36,4,13,8,12,33,0.042,1.15,0.02,0.76,-0.4,13,526
2,Y.Yamamoto,Los Angeles Dodgers,Cincinnati Reds,0, 5 ,6,4,4,2,8,0,3.51,100,65,36,10,19,7,6,45,-0.178,0.89,-0.13,1.10,-1.3,15,526
3,B.Suter,Cincinnati Reds,Los Angeles Dodgers,1, 0.2,1,0,0,0,0,0,4.03,7,6,4,1,1,2,1,50,0.018,1.15,0.01,0.56,0.2,2,526
4,T.Myers,Milwaukee Brewers,Boston Red Sox,0, 4.1,6,1,1,0,4,0,4.43,64,37,21,7,9,4,10,51,0.002,1.09,0.00,1.36,0.5,13,526
5,T.Houck,Boston Red Sox,Milwaukee Brewers,1, 6 ,7,1,1,1,7,0,1.90,93,63,32,12,19,9,9,60,0.234,1.24,0.10,0.87,2.3,18,526
6,C.Sale,Atlanta Braves,Pittsburgh Pirates,0, 7 ,4,1,1,1,8,0,2.12,97,65,39,11,15,8,9,72,0.283,0.96,0.19,1.06,2.7,21,526
7,M.Perez,Pittsburgh Pirates,Atlanta Braves,1, 3 ,4,1,1,2,2,0,4.71,50,31,17,8,6,3,6,47,0.046,0.84,0.02,0.70,0.6,9,526
8,B.Woo,Seattle Mariners,Washington Nationals,0, 6 ,5,3,3,0,1,1,1.66,70,49,32,2,15,11,11,51,0.110,0.89,0.06,0.80,1.1,18,526
9,P.Corbin,Washington Nationals,Seattle Mariners,1, 6 ,4,4,3,2,4,2,6.12,87,54,33,7,14,10,8,52,-0.152,0.67,-0.06,0.40,-0.9,18,526
10,L.Webb,San Francisco Giants,New York Mets,0, 7 ,3,1,0,1,8,0,2.74,96,68,37,15,16,8,8,76,0.351,1.14,0.21,1.16,2.6,21,526
11,S.Manaea,New York Mets,San Francisco Giants,1, 5 ,5,2,2,1,6,1,3.16,88,61,38,14,9,3,11,54,0.033,0.90,0.01,0.37,0.6,15,526
12,M.Wacha,Kansas City Royals,Tampa Bay Rays,0, 6 ,3,2,2,1,7,0,4.31,94,64,40,14,10,6,8,64,0.071,1.26,0.05,1.46,1.5,18,526
13,T.Bradley,Tampa Bay Rays,Kansas City Royals,1, 5 ,1,0,0,3,6,0,3.13,95,61,36,10,15,3,7,68,0.280,1.00,0.10,0.57,2.5,15,526
14,K.Bradish,Baltimore Orioles,Chicago White Sox,0, 7 ,0,0,0,4,11,0,1.75,103,63,31,11,21,3,6,84,0.447,0.99,0.30,1.10,3.7,21,526
15,G.Crochet,Chicago White Sox,Baltimore Orioles,1, 6 ,3,2,2,1,11,1,3.68,91,64,33,15,16,5,5,68,0.050,0.89,0.00,0.02,1.2,18,526
16,G.Garabito,Texas Rangers,Minnesota Twins,0, 3.2,2,1,1,4,2,0,2.45,84,49,29,5,15,6,4,51,0.086,1.05,0.04,0.74,0.6,11,526
17,P.Lopez,Minnesota Twins,Texas Rangers,1, 4.2,7,6,6,1,6,2,5.25,92,60,37,6,17,8,7,31,-0.254,0.68,-0.15,0.68,-2.8,14,526
18,R.Suarez,Philadelphia Phillies,Colorado Rockies,0, 6 ,3,5,4,4,9,1,1.75,100,61,31,18,12,4,8,53,-0.197,0.55,-0.09,0.43,-1.4,18,526
19,C.Quantrill,Colorado Rockies,Philadelphia Phillies,1, 6 ,3,2,2,2,5,0,3.53,98,61,30,18,13,6,9,61,0.179,0.75,0.01,0.10,1.6,18,526
20,B.Lively,Cleveland Guardians,Los Angeles Angels,0, 7 ,4,2,2,2,5,1,2.80,92,58,37,7,14,7,11,64,0.133,0.85,0.08,0.87,1.7,21,526
21,R.Detmers,Los Angeles Angels,Cleveland Guardians,1, 5 ,4,3,3,4,8,0,5.76,96,62,29,16,17,6,5,51,-0.035,1.17,-0.01,0.40,0.3,15,526
22,R.Blanco,Houston Astros,Oakland Athletics,0, 7 ,4,1,1,1,6,1,1.99,104,71,37,17,17,7,11,70,0.228,0.71,0.08,0.45,2.3,21,526
23,A.Brooks,Oakland Athletics,Houston Astros,1, 4.1,9,5,1,3,1,1,3.63,90,53,35,2,16,13,7,31,-0.276,1.15,-0.07,0.51,-3.5,13,526
24,R.Weathers,Miami Marlins,Arizona Diamondbacks,0, 6 ,4,0,0,1,7,0,3.16,91,60,36,12,12,10,5,70,0.362,1.07,0.03,0.13,3.1,18,526
25,B.Walston,Arizona Diamondbacks,Miami Marlins,1, 4.2,4,0,0,1,4,0,2.16,65,46,28,7,11,5,9,59,0.218,1.07,0.10,0.86,2.1,14,526
26,C.Schmidt,New York Yankees,San Diego Padres,0, 5 ,3,2,1,3,6,0,2.52,101,59,32,15,12,4,9,58,0.121,1.17,0.07,1.12,1.5,15,526
27,J.Musgrove,San Diego Padres,New York Yankees,1, 5.1,6,1,1,0,5,0,5.66,87,53,28,10,15,7,8,57,0.095,1.00,0.05,0.86,1.3,16,526
28,J.Assad,Chicago Cubs,St. Louis Cardinals,0, 5 ,5,4,4,3,8,2,2.17,81,51,26,4,21,5,7,46,-0.140,0.78,-0.10,0.88,-1.4,15,526
29,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 5 ,1,0,0,2,8,0,2.60,74,46,21,13,12,5,3,71,0.276,1.13,0.15,1.03,2.6,15,526
